# SignalP-5.0	Organism: euk	Timestamp: 20251013113110
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_112|A0A0H3MDT2|Proline|WP_009873909.1|tpos:1-356	OTHER	0.000414	0.999586	
antigen_113|O84870|Low|WP_012263572.1|tpos:1-198	OTHER	0.001668	0.998332	
antigen_32|O84799|DNA|WP_009873409.1|tpos:1-595	OTHER	0.004651	0.995349	
antigen_35|O84819|IncA|WP_009873425.1|tpos:1-264	OTHER	0.000720	0.999280	
antigen_122|A0A0H2X3D0|Periplasmic|WP_009873435.1|tpos:1-497	SP(Sec/SPI)	0.882658	0.117342	CS pos: 16-17. VFS-SP. Pr: 0.2878
antigen_50|P18584|Probable|WP_009873435.1|tpos:1-497	SP(Sec/SPI)	0.882658	0.117342	CS pos: 16-17. VFS-SP. Pr: 0.2878
antigen_109|O84573|Putative|WP_013984810.1|tpos:1-124	OTHER	0.295266	0.704734	
antigen_110|O84575|Gen.|WP_009872759.1|tpos:1-501	OTHER	0.000251	0.999749	
antigen_78|O84087|Uncharacterized|WP_012263594.1|tpos:1-579	OTHER	0.000924	0.999076	
antigen_55|A0A097IW33|Major|WP_012263536.1|tpos:206-389	OTHER	0.006036	0.993964	
antigen_56|O84760|HSP60|WP_009873382.1|tpos:1-512	OTHER	0.000702	0.999298	
antigen_57|O84417|Probable|WP_009872639.1|tpos:1-975	OTHER	0.003653	0.996347	
antigen_120|A0A6H2W0U8|Cell|WP_009873339.1|tpos:1-799	OTHER	0.007280	0.992720	
antigen_18|O84576|Gen.|WP_009873907.1|tpos:1-760	SP(Sec/SPI)	0.645084	0.354916	CS pos: 24-25. SFS-IT. Pr: 0.2789
antigen_22|O84606|Invasin|WP_009873933.1|tpos:1-200	SP(Sec/SPI)	0.961844	0.038156	CS pos: 20-21. VYG-AG. Pr: 0.7989
antigen_91|A0A0H2X0J8|tryptophan|WP_009873613.1|tpos:1-178	OTHER	0.000853	0.999147	
antigen_92|B7SCF6|IncF|WP_012263600.1|tpos:1-104	OTHER	0.000921	0.999079	
antigen_94|K0GHP7|Inclusion|WP_012263628.1|tpos:1-178	OTHER	0.002295	0.997705	
antigen_96|O84311|Uncharacterized|WP_009873714.1|tpos:1-266	OTHER	0.003676	0.996324	
antigen_111|A0A0H3MCE5|General|WP_009873907.1|tpos:1-760	SP(Sec/SPI)	0.645084	0.354916	CS pos: 24-25. SFS-IT. Pr: 0.2789
antigen_97|O84323|Protein|WP_009873723.1|tpos:1-82	OTHER	0.000370	0.999630	
antigen_98|B0B7R0|Chaperone|WP_009873740.1|tpos:1-392	OTHER	0.001674	0.998326	
antigen_100|B0BC30|Protein|WP_012263648.1|tpos:1-190	OTHER	0.000371	0.999629	
antigen_101|B0B7W6|Chaperone|WP_009872626.1|tpos:1-660	OTHER	0.000641	0.999359	
antigen_43|P0CD83|Large|WP_009872721.1|tpos:1-138	OTHER	0.002236	0.997764	
antigen_46|P0DJI4|Inclusion|WP_009873571.1|tpos:1-132	OTHER	0.003031	0.996969	
antigen_49|P18333|RNA|WP_009871983.1|tpos:1-571	OTHER	0.000822	0.999178	
antigen_19|O84583|Protein|WP_009873913.1|tpos:1-439	OTHER	0.000941	0.999059	
antigen_65|A0A0H2X204|Virulence|WP_012209816.1|tpos:1-264	OTHER	0.002392	0.997608	
