# SignalP-5.0	Organism: euk	Timestamp: 20251013113053
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_17|O84546|Aspartate--tRNA(Asp/Asn)|UFW27827.1|tpos:1-582	OTHER	0.000811	0.999189	
antigen_106|A0A6H2W286|Helix-turn-helix|UFW27731.1|tpos:1-183	OTHER	0.000362	0.999638	
antigen_107|O84480|Uncharacterized|UFW27757.1|tpos:1-309	OTHER	0.001636	0.998364	
antigen_19|O84583|Protein|UFW27863.1|tpos:1-439	OTHER	0.000941	0.999059	
antigen_20|O84591|Enolase|UFW27870.1|tpos:1-424	OTHER	0.002067	0.997933	
antigen_70|K0G1Q6|Glycogen|UFW27530.1|tpos:1-49	OTHER	0.003436	0.996564	
antigen_71|O84463|Probable|UFW27742.1|tpos:1-238	OTHER	0.000741	0.999259	
antigen_73|O84741|UPF0098|UFW27136.1|tpos:1-150	OTHER	0.001860	0.998140	
antigen_75|O84008|Uncharacterized|UFW27296.1|tpos:1-363	OTHER	0.000737	0.999263	
antigen_16|O84534|Uncharacterized|UFW27814.1|tpos:1-297	OTHER	0.000746	0.999254	
antigen_34|O84818|Probable|UFW27229.1|tpos:1-1530	OTHER	0.422158	0.577842	
antigen_118|Q3KKY9|ATP-dependent|UFW27105.1|tpos:1-419	OTHER	0.006160	0.993840	
antigen_76|O84009|Uncharacterized|UFW27297.1|tpos:1-189	OTHER	0.000804	0.999196	
antigen_78|O84087|Uncharacterized|UFW27371.1|tpos:1-579	OTHER	0.001000	0.999000	
antigen_109|O84573|Putative|UFW27853.1|tpos:1-124	OTHER	0.295266	0.704734	
antigen_0|O84025|Large|UFW27311.1|tpos:1-108	OTHER	0.001993	0.998007	
antigen_29|O84647|Predicted|UFW27041.1|tpos:1-559	OTHER	0.003611	0.996389	
antigen_30|O84700|Type|UFW27094.1|tpos:1-322	OTHER	0.003413	0.996587	
antigen_98|B0B7R0|Chaperone|UFW27625.1|tpos:1-392	OTHER	0.001674	0.998326	
antigen_99|A0A0H3MH55|Lon|UFW27628.1|tpos:1-819	OTHER	0.000410	0.999590	
antigen_57|O84417|Probable|UFW27694.1|tpos:1-975	OTHER	0.003653	0.996347	
antigen_22|O84606|Invasin|UFW27884.1|tpos:1-200	SP(Sec/SPI)	0.961844	0.038156	CS pos: 20-21. VYG-AG. Pr: 0.7989
antigen_23|O84608|Thioredoxin|UFW27886.1|tpos:1-195	OTHER	0.001021	0.998979	
antigen_24|O84616|4-aminobenzoate|UFW27894.1|tpos:1-231	OTHER	0.000333	0.999667	
antigen_33|O84801|Uncharacterized|UFW27210.1|tpos:1-163	SP(Sec/SPI)	0.999603	0.000397	CS pos: 19-20. TEA-FS. Pr: 0.8979
antigen_116|Q1ALY9|Uncharacterized|UFW27075.1|tpos:10-124	OTHER	0.001319	0.998681	
antigen_117|W8VVI5|Major|UFW27081.1|tpos:19-359	OTHER	0.004319	0.995681	
antigen_66|B0B815|Large|UFW27727.1|tpos:7-553	SP(Sec/SPI)	0.539529	0.460471	CS pos: 24-25. ASG-VL. Pr: 0.1532
antigen_1|O84061|Macro|UFW27345.1|tpos:1-363	OTHER	0.005989	0.994011	
antigen_85|P0DJI3|Inclusion|UFW27400.1|tpos:15-149	OTHER	0.000439	0.999561	
antigen_86|B7SCH9|IncE|UFW27401.1|tpos:1-132	OTHER	0.003031	0.996969	
antigen_87|A0A0H2X1G0|Inclusion|UFW27402.1|tpos:1-104	OTHER	0.000921	0.999079	
antigen_88|B7SCG3|IncG|UFW27403.1|tpos:1-167	OTHER	0.002586	0.997414	
antigen_89|Q9F7L2|Inclusion|UFW27404.1|tpos:1-129	OTHER	0.000887	0.999113	
