# SignalP-5.0	Organism: euk	Timestamp: 20251019231009
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_16|P56411|Diacylglycerol|WP_001279184.1|tpos:1-128	OTHER	0.000445	0.999555	
antigen_17|Q1CTA1|Molybdenum|WP_245099990.1|tpos:1-201	OTHER	0.000764	0.999236	
antigen_18|Q9ZKS6|Recombination|WP_120805868.1|tpos:1-193	OTHER	0.000531	0.999469	
antigen_36|Q9ZM69|Copper-transporting|WP_245098638.1|tpos:1-741	OTHER	0.001020	0.998980	
antigen_37|P56040|Large|WP_000522161.1|tpos:1-133	OTHER	0.000444	0.999556	
antigen_94|O25595|Alanine|WP_245099785.1|tpos:1-377	OTHER	0.000418	0.999582	
antigen_95|Q1CSZ2|Holliday|WP_245099847.1|tpos:1-183	OTHER	0.003910	0.996090	
antigen_96|Q1CRD9|Peptidyl-tRNA|WP_180529382.1|tpos:1-186	OTHER	0.001633	0.998367	
antigen_58|P80200|Cytotoxicity-associated|WP_245098428.1|tpos:1-1180	OTHER	0.000413	0.999587	
antigen_179|O25474|Outer-membrane|WP_245099968.1|tpos:1-184	SP(Sec/SPI)	0.995391	0.004609	CS pos: 19-20. AYA-KN. Pr: 0.9716
antigen_117|B5Z8J7|Large|WP_089482300.1|tpos:1-164	OTHER	0.000890	0.999110	
antigen_78|B6JKG3|UPF0323|WP_245098864.1|tpos:1-216	OTHER	0.332400	0.667600	
antigen_79|B5Z7I8|UPF0102|WP_231168136.1|tpos:1-114	OTHER	0.000525	0.999475	
antigen_80|Q9ZJJ9|NADPH-dependent|WP_015645795.1|tpos:1-146	OTHER	0.001297	0.998703	
antigen_81|Q9ZLN3|8-amino-7-oxononanoate|WP_245100110.1|tpos:1-372	OTHER	0.001472	0.998528	
antigen_128|O25703|Ribosomal|WP_245098629.1|tpos:1-178	OTHER	0.000850	0.999150	
antigen_129|B2USN5|Ribosome-binding|WP_000991174.1|tpos:1-111	OTHER	0.000695	0.999305	
antigen_52|Q9ZJI7|Ribosomal|WP_245099415.1|tpos:1-271	OTHER	0.000932	0.999068	
antigen_53|P56109|Fructose-bisphosphate|WP_000960444.1|tpos:1-307	OTHER	0.001836	0.998164	
antigen_54|B2UU76|GTP|WP_000426950.1|tpos:1-180	OTHER	0.000508	0.999492	
antigen_93|Q9ZLY1|Phospho-N-acetylmuramoyl-pentapeptide-transferase|WP_245098506.1|tpos:1-352	OTHER	0.005645	0.994355	
antigen_150|P64382|Uncharacterized|WP_001100349.1|tpos:1-104	OTHER	0.000542	0.999458	
antigen_151|P56191|D-alanine--D-alanine|WP_245100099.1|tpos:1-347	OTHER	0.004448	0.995552	
antigen_152|Q1CTD7|Ribosomal|WP_245100028.1|tpos:1-439	OTHER	0.033670	0.966330	
antigen_173|P56120|Ribonuclease|WP_245098240.1|tpos:1-142	OTHER	0.000675	0.999325	
antigen_11|Q1CSR0|Glycerol-3-phosphate|WP_000401716.1|tpos:1-312	OTHER	0.006241	0.993759	
antigen_82|B9XXL6|DEAD-box|WP_245098836.1|tpos:1-492	OTHER	0.000323	0.999677	
antigen_83|B2UTQ6|Adenine|WP_180526375.1|tpos:1-179	OTHER	0.000506	0.999494	
antigen_84|B5Z9Q3|Large|WP_001125542.1|tpos:1-64	OTHER	0.000365	0.999635	
antigen_85|O25608|Oxygen-insensitive|WP_245099770.1|tpos:1-210	OTHER	0.001426	0.998574	
antigen_60|B6JN65|Fluoride-specific|WP_245099548.1|tpos:1-130	OTHER	0.281724	0.718276	
antigen_61|Q9ZM39|Small|WP_001207116.1|tpos:1-90	OTHER	0.000382	0.999618	
