# SignalP-5.0	Organism: euk	Timestamp: 20250922143226
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_57|O25851|NADH-quinone|CP079055.1|tpos:421948-422106	OTHER	0.003901	0.996099	
antigen_82|B9XXL6|DEAD-box|CP079055.1|tpos:79459-79950	OTHER	0.000349	0.999651	
antigen_104|O26043|L-seryl-tRNA(Sec)|CP079055.1|tpos:494011-494396	OTHER	0.000109	0.999891	
antigen_59|B5Z8N3|Formamidase|CP079055.1|tpos:262051-262308	OTHER	0.001549	0.998451	
antigen_43|B6JPT1|Lysine--tRNA|CP079055.1|tpos:215077-215612	OTHER	0.001514	0.998486	
antigen_1|O25827|Aspartokinase|CP079055.1|tpos:412049-412453	OTHER	0.001677	0.998323	
antigen_46|Q9ZML2|Cysteine|CP079055.1|tpos:70944-71330	OTHER	0.000729	0.999271	
antigen_142|Q9ZJX2|Protein-export|CP079055.1|tpos:420865-421063	OTHER	0.086154	0.913846	
antigen_164|Q48252|Type|CP079055.1|tpos:4425-5170	OTHER	0.000224	0.999776	
antigen_168|Q9ZMH1|Chaperone|CP079055.1|tpos:10152-10880	OTHER	0.000901	0.999099	
antigen_108|Q1CUK9|Aliphatic|CP079055.1|tpos:262049-262306	OTHER	0.000819	0.999181	
antigen_158|P55977|Transcription|CP079055.1|tpos:494428-494822	OTHER	0.000271	0.999729	
antigen_159|B5Z9V7|Serine|CP079055.1|tpos:57644-58059	OTHER	0.000297	0.999703	
antigen_7|P56149|Aspartate|CP079055.1|tpos:366281-366472	OTHER	0.000420	0.999580	
antigen_61|Q9ZM39|Small|CP079055.1|tpos:130242-130331	OTHER	0.000382	0.999618	
antigen_64|Q9ZJZ7|Aspartokinase|CP079055.1|tpos:412049-412453	OTHER	0.001677	0.998323	
antigen_47|O25008|Cysteine|CP079055.1|tpos:70944-71330	OTHER	0.000729	0.999271	
antigen_140|P71408|ATP-dependent|CP079055.1|tpos:179102-179186	OTHER	0.000627	0.999373	
antigen_144|Q1CU35|UDP-N-acetylmuramoylalanine--D-glutamate|CP079055.1|tpos:172112-172533	OTHER	0.003284	0.996716	
antigen_192|Q1CS25|Formamidase|CP079055.1|tpos:262051-262308	OTHER	0.001549	0.998451	
antigen_123|Q9ZMG1|Uncharacterized|CP079055.1|tpos:87441-87572	OTHER	0.000329	0.999671	
antigen_194|Q1CRZ1|NADH-quinone|CP079055.1|tpos:424673-424772	OTHER	0.050845	0.949155	
antigen_67|Q9ZMF2|3-dehydroquinate|CP079055.1|tpos:90230-90572	OTHER	0.000297	0.999703	
antigen_139|O25679|Flagellar|CP079055.1|tpos:264180-264377	OTHER	0.001329	0.998671	
antigen_169|Q1CU98|Small|CP079055.1|tpos:130242-130331	OTHER	0.000382	0.999618	
antigen_4|B2UU37|Cysteine--tRNA|CP079055.1|tpos:300985-301449	OTHER	0.000709	0.999291	
antigen_72|Q9ZJ57|Transcription-repair-coupling|CP079055.1|tpos:513496-514494	OTHER	0.001078	0.998922	
antigen_102|O25688|Ribosome-binding|CP079055.1|tpos:127397-127507	OTHER	0.000819	0.999181	
antigen_101|P56456|Isoleucine--tRNA|CP079055.1|tpos:511499-512062	OTHER	0.001045	0.998955	
antigen_32|B2USG1|Ketol-acid|CP079055.1|tpos:106703-107032	OTHER	0.000510	0.999490	
antigen_126|P64664|UPF0763|CP079055.1|tpos:230718-230888	OTHER	0.000189	0.999811	
antigen_129|B2USN5|Ribosome-binding|CP079055.1|tpos:127397-127507	OTHER	0.000819	0.999181	
