# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251101175244
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_159|C3LLP9|Urocanate|XSK47709.1|tpos:1-565	noTP	0.995308	0.000264	0.004428	
antigen_121|C3LPP8|Acetyl-coenzyme|XSK49321.1|tpos:1-319	noTP	0.999661	0.000015	0.000324	
antigen_122|Q9KUD9|Ribosomal|XSK48343.1|tpos:1-288	noTP	0.999852	0.000140	0.000008	
antigen_187|Q9KP34|Inorganic|XSK49055.1|tpos:1-176	noTP	0.999774	0.000187	0.000039	
antigen_188|Q06963|ADP-L-glycero-D-manno-heptose-6-epimerase|XSK48634.1|tpos:1-314	noTP	0.997867	0.001983	0.000150	
antigen_181|C3LSR6|tRNA1(Val)|XSK48192.1|tpos:1-240	noTP	0.995924	0.000331	0.003745	
antigen_182|C3LQZ5|23S|XSK49133.1|tpos:1-440	noTP	0.999183	0.000007	0.000810	
antigen_183|Q9KP42|Thiamine|XSK49061.1|tpos:1-238	noTP	0.999915	0.000060	0.000026	
antigen_184|Q9KQA4|Negative|XSK49450.1|tpos:1-177	noTP	0.999817	0.000060	0.000123	
antigen_185|P38442|Zona|XSK50024.1|tpos:1-399	noTP	0.857898	0.008711	0.133391	
antigen_172|Q9KLX6|Peptide|XSK50971.1|tpos:1-378	SP	0.001675	0.998238	0.000086	CS pos: 25-26. SQA-DT. Pr: 0.5153
antigen_173|C3LN58|Aspartate/glutamate|XSK49768.1|tpos:1-233	noTP	0.999537	0.000184	0.000279	
antigen_135|C3LN49|Glycogen|XSK49774.1|tpos:1-484	noTP	0.990506	0.006083	0.003411	
antigen_168|C3LQX1|Cell|XSK49156.1|tpos:1-246	noTP	0.999943	0.000037	0.000019	
antigen_169|C3LR02|DNA|XSK49126.1|tpos:1-241	noTP	0.997319	0.000146	0.002535	
antigen_161|A5F6M1|Nucleoid-associated|XSK49501.1|tpos:1-333	noTP	0.998614	0.000636	0.000750	
antigen_162|C3LRA0|Small|XSK48527.1|tpos:1-75	noTP	0.795651	0.000025	0.204324	
antigen_163|Q9KSP8|Putative|XSK47704.1|tpos:1-106	noTP	0.999841	0.000143	0.000016	
antigen_164|Q9KLC1|L-2,4-diaminobutyric|XSK51099.1|tpos:8-180	noTP	0.996809	0.000975	0.002216	
antigen_177|C3LNU9|Peptide|XSK49539.1|tpos:1-147	noTP	0.888883	0.107555	0.003562	
antigen_133|C3LWP7|L-lactate|XSK50347.1|tpos:1-378	noTP	0.998006	0.001183	0.000811	
antigen_134|C3LTC8|Large|XSK48002.1|tpos:1-85	noTP	0.999434	0.000250	0.000317	
antigen_142|C3LUC2|Nicotinate|XSK50543.1|tpos:1-435	noTP	0.996158	0.000218	0.003624	
antigen_24|Q9KTX5|Peptidase|XSK48114.1|tpos:1-429	noTP	0.979183	0.002287	0.018531	
antigen_25|Q9KSA4|Acylphosphatase|XSK47579.1|tpos:1-91	noTP	0.977299	0.000878	0.021823	
antigen_117|C3LPJ7|Flagellar|XSK49368.1|tpos:1-361	SP	0.000058	0.999935	0.000007	CS pos: 18-19. AQA-AR. Pr: 0.9367
antigen_118|P0C6Q7|ToxR-activated|XSK50584.1|tpos:218-977	noTP	0.999260	0.000706	0.000034	
antigen_88|C3LSP6|Ribosome|XSK48291.1|tpos:1-151	noTP	0.999419	0.000159	0.000422	
antigen_89|Q9KSN6|Phenylalanine--tRNA|XSK47693.1|tpos:1-795	noTP	0.999564	0.000276	0.000160	
antigen_86|Q9KNF3|HTH-type|XSK50471.1|tpos:1-902	noTP	0.566728	0.000904	0.432368	
antigen_106|A5F120|Na(+)/H(+)|XSK50374.1|tpos:1-477	noTP	0.506060	0.493318	0.000622	
antigen_143|Q9KL41|Heme|XSK50279.1|tpos:1-176	noTP	0.999899	0.000012	0.000089	
antigen_144|C3LS16|Undecaprenyl-diphosphatase|XSK48393.1|tpos:1-267	noTP	0.947609	0.051703	0.000688	
antigen_145|Q9KPN7|2,3,4,5-tetrahydropyridine-2,6-dicarboxylate|XSK49246.1|tpos:1-343	noTP	0.991110	0.002740	0.006150	
antigen_186|C3LSP4|Phosphoglucosamine|XSK48293.1|tpos:1-446	noTP	0.998862	0.000331	0.000807	
antigen_119|Q9KUR2|tRNA|XSK48453.1|tpos:1-239	noTP	0.999714	0.000270	0.000016	
antigen_120|Q9KUP7|Glutathione|XSK48438.1|tpos:1-318	noTP	0.998745	0.000887	0.000368	
antigen_56|C3LRV2|Argininosuccinate|XSK48965.1|tpos:1-458	noTP	0.997956	0.000104	0.001939	
antigen_57|Q9KNE8|1,4-alpha-glucan|XSK50474.1|tpos:1-729	noTP	0.993305	0.001562	0.005133	
antigen_51|Q9KNB2|Purine|XSK50505.1|tpos:1-236	noTP	0.999845	0.000137	0.000018	
antigen_196|C3LTC5|Proline--tRNA|XSK48004.1|tpos:1-571	noTP	0.990951	0.000680	0.008368	
antigen_136|Q9KPF9|Ribosomal|XSK49173.1|tpos:1-316	noTP	0.998584	0.000834	0.000582	
antigen_137|C3LPB8|Methionyl-tRNA|XSK48770.1|tpos:1-315	noTP	0.981210	0.002461	0.016328	
antigen_130|C3LVF6|UPF0312|XSK50905.1|tpos:1-189	SP	0.000869	0.998958	0.000174	CS pos: 22-23. ANA-AD. Pr: 0.8253
antigen_131|Q9ZHV9|Biopolymer|XSK49941.1|tpos:1-134	noTP	0.916770	0.081691	0.001539	
antigen_132|Q9KPM0|Purine|XSK49232.1|tpos:1-241	noTP	0.999780	0.000187	0.000032	
antigen_165|A5F2W6|HTH-type|XSK47914.1|tpos:1-139	noTP	0.966109	0.012305	0.021586	
antigen_166|C3LSG8|D-aminoacyl-tRNA|XSK48875.1|tpos:1-144	noTP	0.997728	0.000775	0.001497	
antigen_167|Q9KNK2|33|XSK50036.1|tpos:1-291	noTP	0.999018	0.000466	0.000515	
antigen_179|Q9KRP1|Galactokinase|XSK49897.1|tpos:1-386	noTP	0.997560	0.002122	0.000317	
antigen_180|C3LW14|Anaerobic|XSK50140.1|tpos:1-436	noTP	0.909011	0.004565	0.086424	
