# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251014051601
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_85|A0A232D6C1|ATPase,|AOT36296.1|tpos:1-310	noTP	0.999699	0.000218	0.000083	
antigen_86|A0A0H2Z9M5|Major|AOT41358.1|tpos:1-350	SP	0.010674	0.985912	0.003415	CS pos: 19-20. ASA-MN. Pr: 0.3377
antigen_87|A0A0H2ZE10|Pyrophosphate-specific|AOT39714.1|tpos:1-438	SP	0.000136	0.999607	0.000258	CS pos: 22-23. AQA-FA. Pr: 0.4964
antigen_54|Q9I3N2|Cytochrome|AOT35801.1|tpos:1-657	noTP	0.922892	0.076346	0.000762	
antigen_120|A0A0D7MUN0|O-antigen|AOT37453.1|tpos:1-401	noTP	0.999383	0.000025	0.000592	
antigen_121|A0A072ZMQ5|Paerucumarin|AOT40829.1|tpos:1-328	noTP	0.998949	0.000114	0.000938	
antigen_53|Q9I3D5|Succinate|AOT41546.1|tpos:1-590	noTP	0.627629	0.011961	0.360410	
antigen_77|A0A1B2AS06|FAD-binding|AOT38716.1|tpos:1-402	noTP	0.966682	0.031083	0.002235	
antigen_78|A0A072ZPK0|Ferric|AOT40422.1|tpos:1-746	SP	0.000555	0.999360	0.000084	CS pos: 25-26. VHA-AG. Pr: 0.7888
antigen_5|O68282|Glucose-6-phosphate|AOT39811.1|tpos:1-489	noTP	0.822531	0.175039	0.002430	
antigen_94|A0A077K2V7|Type|AOT41425.1|tpos:1-390	noTP	0.999516	0.000159	0.000325	
antigen_95|A0A0H2Z8G0|Type|AOT41427.1|tpos:1-294	noTP	0.997877	0.001855	0.000267	
antigen_96|P95434|Type|AOT41415.1|tpos:1-85	noTP	0.999545	0.000251	0.000204	
antigen_97|A0A069PXC4|Hcp|AOT40724.1|tpos:1-165	noTP	0.999913	0.000085	0.000002	
antigen_98|A0A077JVX9|DotU|AOT40729.1|tpos:1-252	noTP	0.999970	0.000014	0.000016	
antigen_9|P22608|Type|AOT36999.1|tpos:1-566	noTP	0.999952	0.000018	0.000030	
antigen_10|P26276|Phosphomannomutase/phosphoglucomutase|AOT37804.1|tpos:403-865	noTP	0.996938	0.001312	0.001749	
antigen_103|A0A073A194|Multidrug|AOT40610.1|tpos:1-472	SP	0.021444	0.969969	0.008588	CS pos: 26-27. SAC-TV. Pr: 0.4955
