# SignalP-5.0	Organism: euk	Timestamp: 20251023125915
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_36|O07950|Membrane|YAW02381.1|tpos:1-268	SP(Sec/SPI)	0.540023	0.459977	CS pos: 24-25. VAC-TQ. Pr: 0.2065
antigen_121|O83922|Uncharacterized|YAW02506.1|tpos:19-341	SP(Sec/SPI)	0.670177	0.329823	CS pos: 24-25. CSL-KR. Pr: 0.1598
antigen_49|O83795||YAW02383.1|tpos:1-128	OTHER	0.002551	0.997449	
antigen_51|O83347||YAW01919.1|tpos:1-172	SP(Sec/SPI)	0.993441	0.006559	CS pos: 20-21. GQS-QH. Pr: 0.8688
antigen_57|P96116|Zinc-binding|YAW01771.1|tpos:1-308	SP(Sec/SPI)	0.964751	0.035249	CS pos: 22-23. THA-FG. Pr: 0.7312
antigen_132|O83296|Chromosome-partitioning|YAW01874.1|tpos:1-253	OTHER	0.001401	0.998599	
antigen_134|O83930||YAW02514.1|tpos:1-235	OTHER	0.001532	0.998468	
antigen_37|A0A2P1DUM5||YAW01745.1|tpos:112-456	OTHER	0.006744	0.993256	
antigen_118|A0A8F8KRN6||YAW02128.1|tpos:2-29	OTHER	0.012892	0.987108	
antigen_119|O83831|UPF0164|YAW02417.1|tpos:1-476	SP(Sec/SPI)	0.705172	0.294828	CS pos: 26-27. VLA-QH. Pr: 0.6734
antigen_5|P29723|Putative|YAW02153.1|tpos:1-434	SP(Sec/SPI)	0.936482	0.063518	CS pos: 22-23. CGS-SH. Pr: 0.3510
antigen_115|O83867||YAW01737.1|tpos:37-99	OTHER	0.001362	0.998638	
antigen_85|O83830|UPF0164|YAW02416.1|tpos:1-370	OTHER	0.001727	0.998273	
antigen_88|O83478|Uncharacterized|YAW02049.1|tpos:1-266	SP(Sec/SPI)	0.725076	0.274924	CS pos: 21-22. VAG-AV. Pr: 0.2554
antigen_9|O30405|Glycerophosphodiester|YAW01859.1|tpos:1-356	SP(Sec/SPI)	0.866946	0.133054	CS pos: 23-24. CAS-ER. Pr: 0.3188
antigen_102|P56822|Uncharacterized|YAW01908.1|tpos:1-209	OTHER	0.207080	0.792920	
antigen_117|O83528|LptD|YAW02094.1|tpos:1-991	SP(Sec/SPI)	0.934469	0.065531	CS pos: 21-22. GES-GL. Pr: 0.4537
antigen_38|O83966|Uncharacterized|YAW02550.1|tpos:1-366	SP(Sec/SPI)	0.966741	0.033259	CS pos: 24-25. SSA-RD. Pr: 0.4513
antigen_108|O83055||YAW01627.1|tpos:1-660	OTHER	0.236819	0.763181	
antigen_41|O83865|DUF302|YAW02450.1|tpos:1-168	SP(Sec/SPI)	0.610020	0.389980	CS pos: 34-35. SSA-AG. Pr: 0.1877
antigen_22|O83413|Flagellar|YAW01986.1|tpos:1-124	OTHER	0.000513	0.999487	
antigen_31|O83301||YAW01879.1|tpos:1-448	OTHER	0.001031	0.998969	
antigen_45|O83325|DNA|YAW01898.1|tpos:29-648	OTHER	0.000859	0.999141	
antigen_103|O84002||YAW02589.1|tpos:1-351	OTHER	0.000862	0.999138	
antigen_61|O83469|Uncharacterized|YAW02042.1|tpos:1-438	SP(Sec/SPI)	0.946038	0.053962	CS pos: 18-19. VLS-FS. Pr: 0.5294
antigen_109|O88138||YAW01727.1|tpos:1-598	SP(Sec/SPI)	0.691094	0.308906	CS pos: 22-23. GYA-GV. Pr: 0.4493
antigen_113|O83629||YAW01910.1|tpos:1-358	SP(Sec/SPI)	0.691094	0.308906	CS pos: 22-23. GYA-GV. Pr: 0.4493
antigen_11|O83633|Uncharacterized|YAW02199.1|tpos:1-212	SP(Sec/SPI)	0.955570	0.044430	CS pos: 19-20. ACA-ST. Pr: 0.3523
antigen_50|O83483|Tetratricopeptide|YAW02052.1|tpos:1-313	OTHER	0.482992	0.517008	
antigen_7|P29722|17|YAW02021.1|tpos:1-156	SP(Sec/SPI)	0.961864	0.038136	CS pos: 22-23. ALC-VS. Pr: 0.5179
antigen_67|O83275|N-acetylmuramoyl-L-alanine|YAW01849.1|tpos:1-343	SP(Sec/SPI)	0.955384	0.044616	CS pos: 21-22. LSA-DE. Pr: 0.3437
antigen_60|O83410|Tyrosine|YAW01983.1|tpos:1-297	OTHER	0.001049	0.998951	
antigen_70|F7IVK2||YAW01955.1|tpos:1-154	OTHER	0.004207	0.995793	
antigen_26|O83967|DUF2259|YAW02551.1|tpos:30-251	SP(Sec/SPI)	0.976242	0.023758	CS pos: 18-19. AMA-GD. Pr: 0.9385
antigen_28|O83499||YAW02067.1|tpos:1-461	SP(Sec/SPI)	0.937567	0.062433	CS pos: 18-19. LFA-LE. Pr: 0.7064
antigen_82|O83661||YAW02227.1|tpos:1-348	SP(Sec/SPI)	0.954841	0.045159	CS pos: 24-25. GSC-LQ. Pr: 0.4636
antigen_21|O83920|Tetratricopeptide|YAW02504.1|tpos:1-478	SP(Sec/SPI)	0.872173	0.127827	CS pos: 24-25. STG-SN. Pr: 0.1715
antigen_68|O83246|Chaperone|YAW01819.1|tpos:1-635	OTHER	0.003750	0.996250	
antigen_116|O83994||YAW02580.1|tpos:96-609	OTHER	0.001427	0.998573	
antigen_8|O83958|Probable|YAW02543.1|tpos:1-289	SP(Sec/SPI)	0.899314	0.100686	CS pos: 22-23. AAG-EV. Pr: 0.5345
antigen_16|F7IW56||YAW01827.1|tpos:1-246	SP(Sec/SPI)	0.941881	0.058119	CS pos: 25-26. VSA-KQ. Pr: 0.7197
antigen_34|O83449|SPOR|YAW02020.1|tpos:390-604	OTHER	0.001746	0.998254	
antigen_124|O83935|Uncharacterized|YAW02519.1|tpos:37-561	OTHER	0.083698	0.916302	
antigen_33|O83768|Uncharacterized|YAW02355.1|tpos:1-258	SP(Sec/SPI)	0.856973	0.143027	CS pos: 21-22. MWA-QS. Pr: 0.3753
antigen_42|O83458|LysM|YAW02030.1|tpos:1-342	OTHER	0.010021	0.989979	
antigen_100|O83383|Uncharacterized|YAW01958.1|tpos:1-111	OTHER	0.006487	0.993513	
antigen_101|O83980|Alanine--tRNA|YAW02566.1|tpos:39-643	OTHER	0.001921	0.998079	
antigen_17|P19478|34|YAW02520.1|tpos:1-204	SP(Sec/SPI)	0.951702	0.048298	CS pos: 21-22. ACG-GG. Pr: 0.2050
antigen_46|P19649|Treponemal|YAW02336.1|tpos:1-325	SP(Sec/SPI)	0.943798	0.056202	CS pos: 24-25. VSA-AS. Pr: 0.6579
antigen_23|O07884|Flagellar|YAW02295.1|tpos:1-463	OTHER	0.002510	0.997490	
antigen_74|O83249|Anti-sigma|YAW01823.1|tpos:1-108	OTHER	0.013412	0.986588	
antigen_86|O83268|Large|YAW01842.1|tpos:1-129	OTHER	0.000474	0.999526	
antigen_87|O83615|Small|YAW02181.1|tpos:1-291	OTHER	0.000738	0.999262	
antigen_105|R4IYZ3||YAW01910.1|tpos:1-358	SP(Sec/SPI)	0.691094	0.308906	CS pos: 22-23. GYA-GV. Pr: 0.4493
antigen_112|O83619||YAW02184.1|tpos:1-693	OTHER	0.028499	0.971501	
antigen_90|O83451|Uncharacterized|YAW02023.1|tpos:1-154	SP(Sec/SPI)	0.975287	0.024713	CS pos: 21-22. LSA-QD. Pr: 0.3520
antigen_10|O83923||YAW02507.1|tpos:1-342	SP(Sec/SPI)	0.917839	0.082161	CS pos: 20-21. LYA-KE. Pr: 0.7101
antigen_58|O83912|Uncharacterized|YAW02491.1|tpos:1-154	OTHER	0.000371	0.999629	
antigen_89|O83974|Nucleoside|YAW02559.1|tpos:1-149	OTHER	0.003831	0.996169	
antigen_0|O83346|Putative|YAW01918.1|tpos:1-837	SP(Sec/SPI)	0.994193	0.005807	CS pos: 23-24. AQA-ND. Pr: 0.5276
antigen_15|O83751|Uncharacterized|YAW02339.1|tpos:1-260	OTHER	0.113142	0.886858	
antigen_39|O83481||YAW02051.1|tpos:476-650	OTHER	0.001196	0.998804	
