# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250926175257
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_122|B4RM65|UPF0758|NZ_CP107264.1|tpos:218506-218730	noTP	0.999863	0.000099	0.000038	
antigen_3|B4RJ05|Histidinol-phosphate|NZ_CP107264.1|tpos:398569-398927	noTP	0.932465	0.007145	0.060390	
antigen_32|Q50973|Type|NZ_CP107264.1|tpos:656622-656971	noTP	0.999936	0.000026	0.000038	
antigen_73|Q5F4X8|ATP-dependent|NZ_CP107264.1|tpos:568230-568605	noTP	0.997162	0.000568	0.002270	
antigen_112|Q59603|Type|NZ_CP107264.1|tpos:592999-593311	noTP	0.982661	0.016571	0.000768	
antigen_62|B4RJL0|Small|NZ_CP107264.1|tpos:62968-63056	noTP	0.999512	0.000065	0.000423	
antigen_55|Q04879|Opacity|NZ_CP107264.1|tpos:355126-355361	noTP	0.999969	0.000024	0.000007	
antigen_91|Q5F5D9|GTPase|NZ_CP107264.1|tpos:20887-21003	noTP	0.834718	0.064499	0.100783	
antigen_41|Q04885|Opacity|NZ_CP107264.1|tpos:355126-355361	noTP	0.999969	0.000024	0.000007	
antigen_198|P37094|Type|NZ_CP107264.1|tpos:112124-112337	noTP	0.999767	0.000128	0.000105	
antigen_0|Q5F4W9|7-methyl-GTP|NZ_CP107264.1|tpos:715786-715981	noTP	0.984326	0.007838	0.007836	
antigen_61|Q5F9U4|Threonine--tRNA|NZ_CP107264.1|tpos:402992-403146	noTP	0.990575	0.000422	0.009003	
antigen_2|Q50950|Lacto-N-neotetraose|NZ_CP107264.1|tpos:711060-711339	noTP	0.926314	0.006068	0.067617	
antigen_20|Q04877|Opacity|NZ_CP107264.1|tpos:355117-355361	noTP	0.987670	0.007588	0.004742	
antigen_169|Q5F551|Phosphopantetheine|NZ_CP107264.1|tpos:687195-687365	noTP	0.953984	0.002062	0.043955	
antigen_185|Q5F8J0|Type|NZ_CP107264.1|tpos:253794-253963	SP	0.002354	0.997586	0.000060	CS pos: 23-24. ANA-AK. Pr: 0.9004
antigen_57|B4RNX2|Glutamate-1-semialdehyde|NZ_CP107264.1|tpos:11862-12287	noTP	0.980171	0.000960	0.018869	
antigen_95|Q04878|Opacity|NZ_CP107264.1|tpos:355126-355361	noTP	0.999969	0.000024	0.000007	
antigen_96|B4RR62|Acyl|NZ_CP107264.1|tpos:578893-578970	noTP	0.998821	0.000684	0.000495	
antigen_106|Q5F849|4-hydroxy-tetrahydrodipicolinate|NZ_CP107264.1|tpos:319144-319434	noTP	0.972826	0.026420	0.000754	
antigen_117|P21152|Protein|NZ_CP107264.1|tpos:240678-241025	noTP	0.999273	0.000410	0.000317	
antigen_144|B4RJ69|Glutamyl-Q|NZ_CP107264.1|tpos:524746-525040	SP	0.054395	0.923783	0.021822	CS pos: 29-30. ADA-RS. Pr: 0.6883
antigen_163|P21302|Ornithine|NZ_CP107264.1|tpos:395452-395782	noTP	0.999664	0.000084	0.000252	
antigen_145|Q5F7C4|Alanine--tRNA|NZ_CP107264.1|tpos:402431-403304	noTP	0.982557	0.000926	0.016516	
antigen_6|Q5F7D8|Histidinol|NZ_CP107264.1|tpos:398126-398554	noTP	0.998163	0.001373	0.000464	
antigen_164|Q5F6H4|Adhesin|NZ_CP107264.1|tpos:518025-518337	SP	0.001767	0.998131	0.000102	CS pos: 25-26. AHG-GG. Pr: 0.3584
antigen_67|Q04882|Opacity|NZ_CP107264.1|tpos:355116-355361	noTP	0.980274	0.011386	0.008340	
antigen_151|P37762|Glucose-1-phosphate|NZ_CP107264.1|tpos:624668-624955	noTP	0.786697	0.009714	0.203589	
antigen_141|Q5F5C8|Bifunctional|NZ_CP107264.1|tpos:659376-659967	noTP	0.996408	0.000857	0.002735	
antigen_158|Q5FA52|dTTP/UTP|NZ_CP107264.1|tpos:715792-715977	noTP	0.977644	0.004612	0.017745	
antigen_175|B4RKF0|4-diphosphocytidyl-2-C-methyl-D-erythritol|NZ_CP107264.1|tpos:142216-142496	noTP	0.999448	0.000441	0.000111	
antigen_84|B4RNG2|Na(+)-translocating|NZ_CP107264.1|tpos:460484-460680	noTP	0.998983	0.000874	0.000143	
antigen_173|B4RL22|Arginine--tRNA|NZ_CP107264.1|tpos:323956-324527	noTP	0.991724	0.006149	0.002127	
antigen_46|Q04876|Opacity|NZ_CP107264.1|tpos:355126-355361	noTP	0.999969	0.000024	0.000007	
antigen_48|Q5F7G0|Glutamine--tRNA|NZ_CP107264.1|tpos:636490-636688	noTP	0.926417	0.012590	0.060993	
antigen_90|B4RLK3|Bifunctional|NZ_CP107264.1|tpos:275160-276011	noTP	0.999884	0.000078	0.000039	
antigen_107|B4RQ36|S-adenosylmethionine|NZ_CP107264.1|tpos:38550-38938	noTP	0.999988	0.000009	0.000003	
antigen_114|B4RNT1|Leucine--tRNA|NZ_CP107264.1|tpos:598034-598843	noTP	0.999749	0.000042	0.000209	
antigen_9|Q50945|Glycine--tRNA|NZ_CP107264.1|tpos:709638-709763	noTP	0.975505	0.001738	0.022758	
antigen_24|B4RPQ3|Glutamate--tRNA|NZ_CP107264.1|tpos:636488-636951	noTP	0.951765	0.004291	0.043944	
antigen_71|P95354|Putative|NZ_CP107264.1|tpos:636121-636220	noTP	0.984511	0.001264	0.014225	
antigen_136|B4RLK9|Lipoyl|NZ_CP107264.1|tpos:274134-274460	noTP	0.999302	0.000142	0.000556	
antigen_154|B4RK11|Ubiquinone/menaquinone|NZ_CP107264.1|tpos:105221-105465	noTP	0.999692	0.000070	0.000239	
antigen_93|Q5F5M1|Chaperone|NZ_CP107264.1|tpos:172155-172219	noTP	0.901621	0.084602	0.013777	
antigen_54|P09888|Outer|NZ_CP107264.1|tpos:355112-355361	noTP	0.989824	0.003882	0.006294	
antigen_89|B4RN40|Glycine|NZ_CP107264.1|tpos:427500-428449	noTP	0.999178	0.000387	0.000435	
antigen_17|B4RQQ5|Probable|NZ_CP107264.1|tpos:653453-653940	noTP	0.998611	0.001306	0.000083	
antigen_69|P77914|Bacterioferritin|NZ_CP107264.1|tpos:274775-274931	noTP	0.998104	0.001264	0.000632	
antigen_181|Q06581|Twitching|NZ_CP107264.1|tpos:112121-112440	noTP	0.999851	0.000081	0.000068	
antigen_80|Q5F783|Ribosomal|NZ_CP107264.1|tpos:663708-663922	noTP	0.995927	0.001115	0.002958	
antigen_88|O05131|Penicillin-binding|NZ_CP107264.1|tpos:522752-522895	noTP	0.986596	0.000806	0.012598	
antigen_174|Q5F8K2|Lipoprotein-releasing|NZ_CP107264.1|tpos:700372-700575	noTP	0.987431	0.000289	0.012281	
antigen_177|B4RL47|tRNA|NZ_CP107264.1|tpos:317573-317885	noTP	0.942219	0.055517	0.002264	
