# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250929141704
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_138|Q83F76||NZ_AP019759.1|tpos:20781-21179	noTP	0.997773	0.000422	0.001805	
antigen_7|Q81ZP4||NZ_AP019759.1|tpos:191185-191565	noTP	0.843031	0.155491	0.001478	
antigen_22|Q83AL4||NZ_AP019759.1|tpos:568337-568553	SP	0.002213	0.997501	0.000286	CS pos: 20-21. AFA-QT. Pr: 0.6156
antigen_101|Q83F57|Cell|NZ_AP019759.1|tpos:26720-27024	SP	0.007981	0.991543	0.000477	CS pos: 29-30. TWA-DA. Pr: 0.9406
antigen_64|Q83D52||NZ_AP019759.1|tpos:265844-266154	SP	0.005528	0.994451	0.000020	CS pos: 18-19. GLA-AV. Pr: 0.6408
antigen_90|Q83EF6|Phosphate|NZ_AP019759.1|tpos:227780-227905	noTP	0.995613	0.001264	0.003123	
antigen_129|Q83DH3||NZ_AP019759.1|tpos:227772-227893	noTP	0.997164	0.000495	0.002341	
antigen_135|A0A0M4PLT0|Large|NZ_AP019759.1|tpos:66717-66842	noTP	0.998979	0.001015	0.000006	
antigen_2|P0C8S3|Large|NZ_AP019759.1|tpos:66717-66842	noTP	0.998979	0.001015	0.000006	
antigen_4|P51752|Peptidyl-prolyl|NZ_AP019759.1|tpos:181835-182064	SP	0.000817	0.998973	0.000210	CS pos: 21-22. AHA-AT. Pr: 0.8349
antigen_133|Q83ED4|Riboflavin|NZ_AP019759.1|tpos:112132-112476	noTP	0.708501	0.000861	0.290638	
antigen_131|Q83FD2||NZ_AP019759.1|tpos:2766-2827	noTP	0.954079	0.018787	0.027134	
antigen_132|Q83F51|nicotinate-nucleotide|NZ_AP019759.1|tpos:29210-29483	noTP	0.998438	0.000681	0.000880	
antigen_52|Q83C94||NZ_AP019759.1|tpos:375091-375518	noTP	0.999659	0.000298	0.000044	
antigen_108|Q93N39||NZ_AP019759.1|tpos:226848-227074	noTP	0.995847	0.000139	0.004014	
antigen_56|Q83CG9|Transcription-repair-coupling|NZ_AP019759.1|tpos:344556-345712	noTP	0.998274	0.000622	0.001104	
antigen_92|Q83EL2||NZ_AP019759.1|tpos:599636-599818	noTP	0.926190	0.058875	0.014934	
antigen_124|Q83DG0||NZ_AP019759.1|tpos:226859-227141	noTP	0.999265	0.000326	0.000409	
antigen_36|Q83BF6|Vitamin|NZ_AP019759.1|tpos:474181-475121	noTP	0.999988	0.000003	0.000009	
antigen_24|Q83AM7|3-hydroxyisobutyryl-CoA|NZ_AP019759.1|tpos:48624-48707	noTP	0.645016	0.319790	0.035194	
antigen_39|Q83BP6||NZ_AP019759.1|tpos:445727-445746	noTP	0.935581	0.003281	0.061138	
antigen_89|Q83EE1|DNA-3-methyladenine|NZ_AP019759.1|tpos:108722-108933	noTP	0.999804	0.000160	0.000035	
antigen_137|Q83CY8|Putative|NZ_AP019759.1|tpos:452791-452927	noTP	0.996273	0.002718	0.001009	
antigen_95|Q83EV3|Glutamate--tRNA|NZ_AP019759.1|tpos:60417-60885	noTP	0.912216	0.013886	0.073899	
antigen_8|Q820B6||NZ_AP019759.1|tpos:49742-49987	noTP	0.906590	0.000122	0.093288	
antigen_66|Q83D89||NZ_AP019759.1|tpos:253953-254249	noTP	0.999882	0.000009	0.000109	
antigen_87|Q83E44||NZ_AP019759.1|tpos:135481-135715	noTP	0.999059	0.000533	0.000408	
antigen_68|Q83DA5||NZ_AP019759.1|tpos:247220-247820	noTP	0.960958	0.038912	0.000130	
antigen_76|Q83DK8||NZ_AP019759.1|tpos:210023-210116	noTP	0.999468	0.000080	0.000452	
antigen_110|A9KFJ2||NZ_AP019759.1|tpos:250685-250878	noTP	0.998585	0.000823	0.000592	
antigen_147|Q83EI5||NZ_AP019759.1|tpos:95363-95583	SP	0.445077	0.554436	0.000487	CS pos: 24-25. MLA-EP. Pr: 0.8369
antigen_78|Q83DN5||NZ_AP019759.1|tpos:191073-191110	noTP	0.885612	0.044717	0.069671	
antigen_83|Q83DY1|Leucine--tRNA|NZ_AP019759.1|tpos:113458-114036	noTP	0.996635	0.000532	0.002833	
antigen_29|Q83B02|Thiol:disulfide|NZ_AP019759.1|tpos:523309-523938	noTP	0.914147	0.084369	0.001484	
antigen_46|Q83BZ5|Inosine-5'-monophosphate|NZ_AP019759.1|tpos:403849-403986	noTP	0.950988	0.000059	0.048953	
antigen_81|Q83DT1||NZ_AP019759.1|tpos:176489-176653	SP	0.054598	0.917063	0.028339	CS pos: 21-22. VAA-VA. Pr: 0.4036
antigen_97|Q83EY1||NZ_AP019759.1|tpos:32038-32233	noTP	0.895196	0.020728	0.084076	
antigen_128|Q83A87||NZ_AP019759.1|tpos:101333-101710	noTP	0.999539	0.000235	0.000226	
antigen_42|Q83BU7|Dihydrolipoyllysine-residue|NZ_AP019759.1|tpos:128313-128742	noTP	0.999968	0.000029	0.000003	
antigen_48|Q83C50|Carbamoyl|NZ_AP019759.1|tpos:292997-293255	noTP	0.744741	0.000973	0.254286	
antigen_82|Q83DV3||NZ_AP019759.1|tpos:170578-170709	noTP	0.989123	0.002662	0.008215	
antigen_94|Q83ES6|Elongation|NZ_AP019759.1|tpos:240046-240209	noTP	0.967963	0.025120	0.006917	
antigen_19|Q83AD7|Bcr/CflA|NZ_AP019759.1|tpos:532987-533322	noTP	0.999805	0.000077	0.000119	
