# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250929141654
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_60|Q83CM3|Ribonuclease|CP115461.1|tpos:149986-150088	noTP	0.984282	0.001104	0.014613	
antigen_90|Q83EF6|Phosphate|CP115461.1|tpos:184376-184487	noTP	0.999705	0.000249	0.000047	
antigen_96|Q83EX8||CP115461.1|tpos:470644-470724	noTP	0.838470	0.142784	0.018746	
antigen_68|Q83DA5||CP115461.1|tpos:206691-206895	noTP	0.990576	0.000550	0.008873	
antigen_79|Q83DP9|GTP|CP115461.1|tpos:188221-188607	noTP	0.999837	0.000159	0.000004	
antigen_71|Q83DF6|Putative|CP115461.1|tpos:228693-229030	noTP	0.999722	0.000018	0.000261	
antigen_77|Q83DN3||CP115461.1|tpos:192077-192404	noTP	0.997364	0.000114	0.002522	
antigen_132|Q83F51|nicotinate-nucleotide|CP115461.1|tpos:29210-29483	noTP	0.998438	0.000681	0.000880	
antigen_52|Q83C94||CP115461.1|tpos:375578-376005	noTP	0.999659	0.000298	0.000044	
antigen_74|Q83DH8||CP115461.1|tpos:237692-238701	noTP	0.807240	0.179910	0.012849	
antigen_86|Q83E37|3-oxoacyl-[acyl-carrier-protein]|CP115461.1|tpos:138431-138844	noTP	0.961484	0.018673	0.019842	
antigen_97|Q83EY1||CP115461.1|tpos:32038-32233	noTP	0.895196	0.020728	0.084076	
antigen_115|Q83AG0|ATP|CP115461.1|tpos:588038-588137	noTP	0.970358	0.007282	0.022360	
antigen_95|Q83EV3|Glutamate--tRNA|CP115461.1|tpos:60413-60881	noTP	0.912216	0.013886	0.073899	
antigen_126|Q83EF7|histidine|CP115461.1|tpos:184121-184346	noTP	0.999520	0.000037	0.000443	
antigen_146|Q83DR1||CP115461.1|tpos:184503-184998	noTP	0.999979	0.000011	0.000010	
antigen_131|Q83FD2||CP115461.1|tpos:2766-2827	noTP	0.954079	0.018787	0.027134	
antigen_1|H7C7E4||CP115461.1|tpos:198775-199886	noTP	0.999901	0.000035	0.000064	
antigen_20|Q83AF7|ATP|CP115461.1|tpos:589319-589728	noTP	0.996784	0.000363	0.002854	
