accession,label,feature,subfeature,value
B0BAL3,random,signalp,prob_signalp,0.023727
B0BAL3,random,signalp,prob_other,0.976273
O84737,random,signalp,prob_signalp,0.007142
O84737,random,signalp,prob_other,0.992858
P08780,random,signalp,prob_signalp,0.998593
P08780,random,signalp,prob_other,0.001407
B0B8E9,random,signalp,prob_signalp,0.000568
B0B8E9,random,signalp,prob_other,0.999432
Q3KM93,random,signalp,prob_signalp,0.003309
Q3KM93,random,signalp,prob_other,0.996691
O84096,random,signalp,prob_signalp,0.000577
O84096,random,signalp,prob_other,0.999423
Q3KLP6,random,signalp,prob_signalp,0.002186
Q3KLP6,random,signalp,prob_other,0.997814
B0BAX0,random,signalp,prob_signalp,0.006328
B0BAX0,random,signalp,prob_other,0.993672
Q3KLU5,random,signalp,prob_signalp,0.554907
Q3KLU5,random,signalp,prob_other,0.445093
B0B825,random,signalp,prob_signalp,0.002186
B0B825,random,signalp,prob_other,0.997814
B0B9Y6,random,signalp,prob_signalp,0.003637
B0B9Y6,random,signalp,prob_other,0.996363
B0BBT7,random,signalp,prob_signalp,0.000309
B0BBT7,random,signalp,prob_other,0.999691
B0B9T4,random,signalp,prob_signalp,0.01682
B0B9T4,random,signalp,prob_other,0.98318
O84071,random,signalp,prob_signalp,0.001726
O84071,random,signalp,prob_other,0.998274
Q3KL90,random,signalp,prob_signalp,0.001257
Q3KL90,random,signalp,prob_other,0.998743
B0B7P9,random,signalp,prob_signalp,0.001063
B0B7P9,random,signalp,prob_other,0.998937
B0B961,random,signalp,prob_signalp,0.001324
B0B961,random,signalp,prob_other,0.998676
B0B8T3,random,signalp,prob_signalp,0.000616
B0B8T3,random,signalp,prob_other,0.999384
O84299,random,signalp,prob_signalp,0.00171
O84299,random,signalp,prob_other,0.99829
Q3KMH8,random,signalp,prob_signalp,0.01682
Q3KMH8,random,signalp,prob_other,0.98318
O84294,random,signalp,prob_signalp,0.00249
O84294,random,signalp,prob_other,0.99751
Q3KM40,random,signalp,prob_signalp,0.000512
Q3KM40,random,signalp,prob_other,0.999488
B0BAF3,random,signalp,prob_signalp,0.003588
B0BAF3,random,signalp,prob_other,0.996412
Q3KLJ0,random,signalp,prob_signalp,0.00067
Q3KLJ0,random,signalp,prob_other,0.99933
O84847,random,signalp,prob_signalp,0.000874
O84847,random,signalp,prob_other,0.999126
B0B9T8,random,signalp,prob_signalp,0.002696
B0B9T8,random,signalp,prob_other,0.997304
B0B8V8,random,signalp,prob_signalp,0.007142
B0B8V8,random,signalp,prob_other,0.992858
B0B7S2,random,signalp,prob_signalp,0.000826
B0B7S2,random,signalp,prob_other,0.999174
Q3KLZ0,random,signalp,prob_signalp,0.001583
Q3KLZ0,random,signalp,prob_other,0.998417
B0B876,random,signalp,prob_signalp,0.000459
B0B876,random,signalp,prob_other,0.999541
B0B9U3,random,signalp,prob_signalp,0.001051
B0B9U3,random,signalp,prob_other,0.998949
B0BCE7,random,signalp,prob_signalp,0.001797
B0BCE7,random,signalp,prob_other,0.998203
O84512,random,signalp,prob_signalp,0.000628
O84512,random,signalp,prob_other,0.999372
B0B891,random,signalp,prob_signalp,0.001629
B0B891,random,signalp,prob_other,0.998371
Q3KLY3,random,signalp,prob_signalp,0.007539
Q3KLY3,random,signalp,prob_other,0.992461
O84296,random,signalp,prob_signalp,0.002778
O84296,random,signalp,prob_other,0.997222
