accession,label,feature,subfeature,value
O84646,positive,SLAC,mean_dN/dS,0.04291166671846367
O84646,positive,SLAC,mean_n,0.075
O84646,positive,SLAC,mean_s,0.975
O84870,positive,SLAC,mean_dN/dS,0.0
O84870,positive,SLAC,mean_n,0.0
O84870,positive,SLAC,mean_s,1.0
O84383,positive,SLAC,mean_dN/dS,0.0
O84383,positive,SLAC,mean_n,0.0
O84383,positive,SLAC,mean_s,1.0
K0G1Q6,positive,SLAC,mean_dN/dS,0
K0G1Q6,positive,SLAC,mean_n,0
K0G1Q6,positive,SLAC,mean_s,0
O84627,positive,SLAC,mean_dN/dS,0.25100385577141693
O84627,positive,SLAC,mean_n,0.6138888888888889
O84627,positive,SLAC,mean_s,0.9527777777777778
O84385,positive,SLAC,mean_dN/dS,0.0
O84385,positive,SLAC,mean_n,0.0
O84385,positive,SLAC,mean_s,1.0
B0B7R0,positive,SLAC,mean_dN/dS,0.0
B0B7R0,positive,SLAC,mean_n,0.0
B0B7R0,positive,SLAC,mean_s,1.0
A0A0H2X3D0,positive,SLAC,mean_dN/dS,0.0
A0A0H2X3D0,positive,SLAC,mean_n,0.0
A0A0H2X3D0,positive,SLAC,mean_s,1.0
O84760,positive,SLAC,mean_dN/dS,0.0
O84760,positive,SLAC,mean_n,0.0
O84760,positive,SLAC,mean_s,1.0
O84799,positive,SLAC,mean_dN/dS,0.0
O84799,positive,SLAC,mean_n,0.0
O84799,positive,SLAC,mean_s,1.0
A0A0H3MCE5,positive,SLAC,mean_dN/dS,0.0
A0A0H3MCE5,positive,SLAC,mean_n,0.0
A0A0H3MCE5,positive,SLAC,mean_s,1.0
O84418,positive,SLAC,mean_dN/dS,0.08899291399537965
O84418,positive,SLAC,mean_n,0.2017259978425027
O84418,positive,SLAC,mean_s,0.9762675296655878
O84500,positive,SLAC,mean_dN/dS,0.0
O84500,positive,SLAC,mean_n,0.0
O84500,positive,SLAC,mean_s,1.0
O84288,positive,SLAC,mean_dN/dS,0.0
O84288,positive,SLAC,mean_n,0.0
O84288,positive,SLAC,mean_s,1.0
O84700,positive,SLAC,mean_dN/dS,0.0
O84700,positive,SLAC,mean_n,0.0
O84700,positive,SLAC,mean_s,1.0
O84879,positive,SLAC,mean_dN/dS,0.06175524420938837
O84879,positive,SLAC,mean_n,0.15625
O84879,positive,SLAC,mean_s,1.0
O84008,positive,SLAC,mean_dN/dS,0.0
O84008,positive,SLAC,mean_n,0.0
O84008,positive,SLAC,mean_s,1.0
P0DJI4,positive,SLAC,mean_dN/dS,0.27060832612705854
P0DJI4,positive,SLAC,mean_n,0.5
P0DJI4,positive,SLAC,mean_s,0.8333333333333334
O84039,positive,SLAC,mean_dN/dS,0.0
O84039,positive,SLAC,mean_n,0.0
O84039,positive,SLAC,mean_s,1.0
P17821,positive,SLAC,mean_dN/dS,0.03406767478679378
P17821,positive,SLAC,mean_n,0.09
P17821,positive,SLAC,mean_s,0.99
O84091,positive,SLAC,mean_dN/dS,0.0
O84091,positive,SLAC,mean_n,0.0
O84091,positive,SLAC,mean_s,1.0
O84616,positive,SLAC,mean_dN/dS,0
O84616,positive,SLAC,mean_n,0
O84616,positive,SLAC,mean_s,0
O84848,positive,SLAC,mean_dN/dS,0.0
O84848,positive,SLAC,mean_n,0.0
O84848,positive,SLAC,mean_s,1.0
O84103,positive,SLAC,mean_dN/dS,0.0
