# SignalP-5.0	Organism: euk	Timestamp: 20250811111115
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_61|Q9KGY9|Choline|NZ_CP079922.1|tpos:108303-108640	SP(Sec/SPI)	0.989670	0.010330	CS pos: 27-28. VFA-NT. Pr: 0.9090
antigen_30|A0AAP5J5G2|ZmpA/ZmpB/ZmpC|NZ_CP079922.1|tpos:325723-326192	OTHER	0.001142	0.998858	
antigen_60|A0A4J1ZDL7|Beta-galactosidase|NZ_CP079922.1|tpos:20879-21473	OTHER	0.000629	0.999371	
antigen_39|A0A0B7KUM4|Pneumococcal|NZ_CP079922.1|tpos:281537-282391	SP(Sec/SPI)	0.779344	0.220656	CS pos: 21-22. VCS-YE. Pr: 0.5292
antigen_31|A0A064C176|Zinc|NZ_CP079922.1|tpos:325368-326624	OTHER	0.000156	0.999844	
antigen_62|O05168|PCPC|NZ_CP079922.1|tpos:108303-108640	SP(Sec/SPI)	0.989670	0.010330	CS pos: 27-28. VFA-NT. Pr: 0.9090
antigen_63|A0A0H2ZP79|BlpS|NZ_CP079922.1|tpos:148393-148504	OTHER	0.000538	0.999462	
antigen_56|Q2XU26|Thiol-activated|NZ_CP079922.1|tpos:232002-232133	OTHER	0.002991	0.997009	
antigen_11|Q8DQ08|Pneumococcal|NZ_CP079922.1|tpos:281537-282389	SP(Sec/SPI)	0.779344	0.220656	CS pos: 21-22. VCS-YE. Pr: 0.5292
antigen_3|Q8CZ44|Immunity|NZ_CP079922.1|tpos:150682-150758	OTHER	0.001331	0.998669	
antigen_4|Q8DMZ4|N-acetylmuramoyl-L-alanine|NZ_CP079922.1|tpos:41377-41568	OTHER	0.012196	0.987804	
antigen_10|Q8DQ07|Pneumococcal|NZ_CP079922.1|tpos:281537-281875	SP(Sec/SPI)	0.779344	0.220656	CS pos: 21-22. VCS-YE. Pr: 0.5292
antigen_16|Q8DQZ1|6-phospho-beta-galactosidase|NZ_CP079922.1|tpos:159052-159508	OTHER	0.006977	0.993023	
antigen_46|A0A0T8T3N8|Endo-beta-N-acetylglucosaminidase|NZ_CP079922.1|tpos:270932-271633	SP(Sec/SPI)	0.999482	0.000518	CS pos: 23-24. AMA-SD. Pr: 0.9360
antigen_43|U3MYA4|Pneumococcal|NZ_CP079922.1|tpos:40992-41264	OTHER	0.000620	0.999380	
antigen_44|A0A4J1YT67|Hyaluronate|NZ_CP079922.1|tpos:91297-91408	OTHER	0.000671	0.999329	
antigen_1|Q59947|Immunoglobulin|NZ_CP079922.1|tpos:324662-326624	OTHER	0.192895	0.807105	
antigen_22|A0A064C0M1|PspC|NZ_CP079922.1|tpos:256163-256252	OTHER	0.000464	0.999536	
antigen_23|A0A6I3UXD9|Choline|NZ_CP079922.1|tpos:41433-41568	OTHER	0.056890	0.943110	
antigen_24|A0A064BZ27|Choline|NZ_CP079922.1|tpos:262072-262697	SP(Sec/SPI)	0.993847	0.006153	CS pos: 25-26. VQA-QE. Pr: 0.9665
antigen_25|A0A0S2VEM8|CbpG|NZ_CP079922.1|tpos:41397-41487	OTHER	0.029621	0.970379	
antigen_26|A0AAP5J8I6|LPXTG-anchored|NZ_CP079922.1|tpos:180659-182886	OTHER	0.071904	0.928096	
antigen_2|Q7ZAK5|Pneumolysin|NZ_CP079922.1|tpos:232002-232133	OTHER	0.002991	0.997009	
antigen_12|Q8DQN5|Zinc|NZ_CP079922.1|tpos:325339-326620	OTHER	0.000734	0.999266	
antigen_8|Q8DPK5|ABC|NZ_CP079922.1|tpos:352955-353675	SP(Sec/SPI)	0.998551	0.001449	CS pos: 23-24. AKA-ET. Pr: 0.8915
antigen_37|A0A5C5EC23|Pneumococcal|NZ_CP079922.1|tpos:281537-281851	SP(Sec/SPI)	0.779344	0.220656	CS pos: 21-22. VCS-YE. Pr: 0.5292
antigen_38|A0A6G2D4Q2|Pneumococcal|NZ_CP079922.1|tpos:281537-281851	SP(Sec/SPI)	0.779344	0.220656	CS pos: 21-22. VCS-YE. Pr: 0.5292
antigen_50|A0A062WSR0|Manganese|NZ_CP079922.1|tpos:463412-463693	OTHER	0.001453	0.998547	
antigen_51|Q8DNW8|ABC|NZ_CP079922.1|tpos:34438-34633	OTHER	0.001270	0.998730	
antigen_66|A0A062WSP2|Elongation|NZ_CP079922.1|tpos:124251-124414	OTHER	0.000831	0.999169	
antigen_48|A0A0B7M798|Surface|NZ_CP079922.1|tpos:326470-326577	OTHER	0.000222	0.999778	
antigen_49|A0A822QE61|NADH|NZ_CP079922.1|tpos:443457-443703	OTHER	0.000855	0.999145	
antigen_5|Q8DN05|Choline|NZ_CP079922.1|tpos:41248-41568	OTHER	0.000813	0.999187	
antigen_33|A0A0H2UR96|Glycosyltransferase|NZ_CP079922.1|tpos:25068-25189	OTHER	0.180730	0.819270	
antigen_36|A0A0E7XNV3|Pneumococcal|NZ_CP079922.1|tpos:281537-281875	SP(Sec/SPI)	0.779344	0.220656	CS pos: 21-22. VCS-YE. Pr: 0.5292
antigen_57|A0A4N5NE36|Surface|NZ_CP079922.1|tpos:41468-41568	OTHER	0.013180	0.986820	
antigen_59|Q8DRN0|Amphipathic|NZ_CP079922.1|tpos:12550-12625	OTHER	0.003354	0.996646	
antigen_17|Q8DRI0|Surface|NZ_CP079922.1|tpos:40950-41568	SP(Sec/SPI)	0.877371	0.122629	CS pos: 24-25. VAS-QP. Pr: 0.4835
antigen_32|A0A0T8ZSI6|YSIRK-type|NZ_CP079922.1|tpos:325879-326622	OTHER	0.000485	0.999515	
antigen_13|Q8DQN7|Histidine|NZ_CP079922.1|tpos:186121-186683	OTHER	0.029760	0.970240	
antigen_55|A0A0B7LWN8|Oligopeptide-binding|NZ_CP079922.1|tpos:102918-103577	SP(Sec/SPI)	0.988560	0.011440	CS pos: 21-22. TLA-AC. Pr: 0.5786
antigen_29|A0AA86X9D8|IgA1|NZ_CP079922.1|tpos:325377-326624	OTHER	0.001441	0.998559	
