# SignalP-5.0	Organism: euk	Timestamp: 20251013210150
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_155|Q3KL90|dITP/XTP|WP_009871973.1|tpos:1-209	OTHER	0.001257	0.998743	
antigen_156|B0BCE1|Crossover|WP_011324756.1|tpos:1-170	OTHER	0.000459	0.999541	
antigen_157|O84456|Isoprenyl|WP_009871807.1|tpos:1-253	OTHER	0.000776	0.999224	
antigen_195|Q3KMS5|Ribosome-binding|WP_011324565.1|tpos:1-123	OTHER	0.000441	0.999559	
antigen_96|O84509|Holliday|WP_012727931.1|tpos:1-200	OTHER	0.000479	0.999521	
antigen_97|B0BBV0|Large|WP_009871666.1|tpos:1-141	OTHER	0.002184	0.997816	
antigen_145|Q3KLJ0|DNA-directed|WP_009871871.1|tpos:1-377	OTHER	0.000670	0.999330	
antigen_154|O84071|Probable|WP_012727797.1|tpos:1-259	OTHER	0.001726	0.998274	
antigen_172|B0BAX0|4-hydroxy-3-methylbut-2-enyl|WP_011324904.1|tpos:1-307	OTHER	0.006328	0.993672	
antigen_176|Q3KLM8|DNA|WP_069568457.1|tpos:1-243	OTHER	0.002628	0.997372	
antigen_183|O84130|Adenylate|WP_069568347.1|tpos:1-245	OTHER	0.171512	0.828488	
antigen_190|B0B971|Polyribonucleotide|WP_069568591.1|tpos:1-695	OTHER	0.000703	0.999297	
antigen_52|B0BB05|Isoleucine--tRNA|WP_069568310.1|tpos:1-1036	OTHER	0.000917	0.999083	
antigen_38|O84502|ADP,ATP|WP_009871857.1|tpos:1-540	OTHER	0.002206	0.997794	
antigen_87|B0BAF8|GTPase|WP_011324840.1|tpos:1-490	OTHER	0.000522	0.999478	
antigen_88|Q3KM93|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate|WP_009871616.1|tpos:1-483	OTHER	0.003309	0.996691	
antigen_121|P0DJI2|Large|WP_009873002.1|tpos:7-553	SP(Sec/SPI)	0.546079	0.453921	CS pos: 24-25. ASG-VL. Pr: 0.1432
antigen_123|P0DPS7|Serine/threonine-protein|WP_414038921.1|tpos:1-614	OTHER	0.000304	0.999696	
antigen_59|Q3KM43|Large|WP_009871666.1|tpos:1-141	OTHER	0.002184	0.997816	
antigen_124|Q3KKG9|Deubiquitinase|WP_011324910.1|tpos:1-339	OTHER	0.001871	0.998129	
antigen_84|C4PQQ9|Deubiquitinase|WP_011324910.1|tpos:1-339	OTHER	0.001871	0.998129	
antigen_116|O84322|Transcription|WP_009872557.1|tpos:1-182	OTHER	0.004906	0.995094	
antigen_119|O84369|4-hydroxy-tetrahydrodipicolinate|WP_011324702.1|tpos:8-253	OTHER	0.013843	0.986157	
antigen_130|B0B9B0|Glutamyl-tRNA(Gln)|WP_009871349.1|tpos:1-491	OTHER	0.001317	0.998683	
antigen_39|P38002|ATP-dependent|WP_009871785.1|tpos:1-192	OTHER	0.001014	0.998986	
antigen_4|B0BAL3|UDP-N-acetylmuramoylalanine--D-glutamate|WP_009872138.1|tpos:1-416	OTHER	0.023727	0.976273	
antigen_54|B0B899|Large|WP_009871889.1|tpos:1-284	OTHER	0.000782	0.999218	
antigen_55|B0BCG3|Small|WP_009871888.1|tpos:1-88	OTHER	0.000552	0.999448	
antigen_56|Q3KLG6|Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine|WP_009872289.1|tpos:1-280	OTHER	0.001376	0.998624	
antigen_89|Q3KLZ0|3-phosphoshikimate|WP_009871719.1|tpos:1-440	OTHER	0.001583	0.998417	
antigen_82|O84719|Glycerol-3-phosphate|WP_010725315.1|tpos:1-334	OTHER	0.226553	0.773447	
antigen_83|B0B887|Large|WP_414038892.1|tpos:1-123	OTHER	0.000637	0.999363	
antigen_5|B0B8X5|Alanine--tRNA|WP_069568626.1|tpos:1-875	OTHER	0.001434	0.998566	
antigen_23|Q3KMZ6|Small|WP_011324527.1|tpos:1-116	OTHER	0.000948	0.999052	
antigen_17|O84077|DNA|WP_011324552.1|tpos:1-365	OTHER	0.001257	0.998743	
antigen_18|Q3KMF3|Leucine--tRNA|WP_069568381.1|tpos:1-819	OTHER	0.000812	0.999188	
antigen_92|O84727|2,3-bisphosphoglycerate-dependent|WP_009872098.1|tpos:1-226	OTHER	0.010659	0.989341	
antigen_93|O84096|tRNA|WP_009872371.1|tpos:1-241	OTHER	0.000577	0.999423	
antigen_125|B0BA81|tRNA|WP_009871996.1|tpos:1-327	OTHER	0.001500	0.998500	
antigen_81|O84874|1,4-alpha-glucan|WP_009872256.1|tpos:1-738	OTHER	0.001127	0.998873	
antigen_127|Q3KM52|V-type|WP_010725155.1|tpos:1-208	OTHER	0.000238	0.999762	
antigen_128|B0B7M6|V-type|WP_010725155.1|tpos:1-208	OTHER	0.000238	0.999762	
antigen_129|O84253|Membrane|WP_011324665.1|tpos:1-787	SP(Sec/SPI)	0.635979	0.364021	CS pos: 21-22. LGC-QI. Pr: 0.2771
antigen_177|P10560|Virulence|WP_011324781.1|tpos:76-190	OTHER	0.000584	0.999416	
antigen_178|O84413|Lipoprotein|WP_009871760.1|tpos:1-167	SP(Sec/SPI)	0.597101	0.402899	CS pos: 23-24. VSK-LV. Pr: 0.3619
antigen_179|O84860|UPF0056|WP_011324897.1|tpos:1-204	OTHER	0.022163	0.977837	
antigen_185|O84549|DNA|WP_011324766.1|tpos:1-1237	OTHER	0.003258	0.996742	
antigen_131|B0BBD3|DNA|WP_069568354.1|tpos:1-663	OTHER	0.002087	0.997913	
antigen_126|B0BAL6|UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)|WP_009872141.1|tpos:1-352	OTHER	0.066963	0.933037	
antigen_24|B0B9C6|Isoleucine--tRNA|WP_069568310.1|tpos:1-1036	OTHER	0.000917	0.999083	
antigen_15|O84075|Putative|WP_009872359.1|tpos:1-619	OTHER	0.205473	0.794527	
antigen_99|O84694|Probable|WP_011324828.1|tpos:1-281	OTHER	0.000277	0.999723	
antigen_100|P0CD72|Glucose-6-phosphate|WP_069568443.1|tpos:1-525	OTHER	0.001565	0.998435	
antigen_105|Q3KLY3|Pyruvoyl-dependent|WP_011324706.1|tpos:1-195	OTHER	0.007539	0.992461	
antigen_147|B0B8D2|Lipoyl|WP_009871922.1|tpos:1-311	OTHER	0.002822	0.997178	
antigen_149|Q3KM44|Large|WP_009872555.1|tpos:1-232	OTHER	0.001104	0.998896	
antigen_150|Q3KM39|Translation|WP_009871670.1|tpos:1-73	OTHER	0.000467	0.999533	
antigen_151|O84098|Translation|WP_414038917.1|tpos:1-892	OTHER	0.000078	0.999922	
antigen_188|O84299|Ribonuclease|WP_009871645.1|tpos:1-231	OTHER	0.001710	0.998290	
antigen_189|B0B874|Nucleoside|WP_009871864.1|tpos:1-141	OTHER	0.000349	0.999651	
antigen_198|B0B896|Small|WP_009871886.1|tpos:1-224	OTHER	0.000636	0.999364	
antigen_90|B0B876|Crossover|WP_011324756.1|tpos:1-170	OTHER	0.000459	0.999541	
antigen_91|B0B9U3|Queuine|WP_011324629.1|tpos:1-372	OTHER	0.001051	0.998949	
antigen_134|P0DPS8|Serine/threonine-protein|WP_015506387.1|tpos:1-934	OTHER	0.000730	0.999270	
antigen_118|P17451|Major|WP_414038899.1|tpos:1-394	SP(Sec/SPI)	0.998534	0.001466	CS pos: 22-23. LQA-LP. Pr: 0.6981
antigen_11|B0B8V8|6,7-dimethyl-8-ribityllumazine|WP_009872109.1|tpos:1-157	OTHER	0.007142	0.992858	
antigen_12|B0B7S2|Peptide|WP_009871704.1|tpos:1-181	OTHER	0.000826	0.999174	
antigen_14|P0CE08|DNA-directed|WP_009871871.1|tpos:1-377	OTHER	0.000670	0.999330	
antigen_31|P0A4C8|Small|WP_009871876.1|tpos:1-165	OTHER	0.000607	0.999393	
antigen_94|B0B897|Large|WP_010725239.1|tpos:1-111	OTHER	0.001167	0.998833	
antigen_95|O84289|tRNA-specific|WP_009872281.1|tpos:1-358	OTHER	0.178834	0.821166	
antigen_144|Q3KKK3|Phenylalanine--tRNA|WP_011324887.1|tpos:1-342	OTHER	0.001129	0.998871	
antigen_169|Q3KMC6|Acyl|WP_009871583.1|tpos:1-77	OTHER	0.000263	0.999737	
antigen_170|B0B816|Small|WP_009871799.1|tpos:1-88	SP(Sec/SPI)	0.999648	0.000352	CS pos: 19-20. SSC-CR. Pr: 0.5161
antigen_171|O84834|Ribonucleoside-diphosphate|WP_009872213.1|tpos:1-1047	OTHER	0.000345	0.999655	
antigen_71|Q3KN19|Glutamyl-tRNA(Gln)|WP_009871349.1|tpos:1-491	OTHER	0.001317	0.998683	
antigen_64|B0B960|UDP-N-acetylenolpyruvoylglucosamine|WP_009872217.1|tpos:1-291	OTHER	0.000495	0.999505	
antigen_65|O84842|Large|WP_009872966.1|tpos:1-123	OTHER	0.001062	0.998938	
antigen_28|B0B999|Deubiquitinase|WP_011324910.1|tpos:1-339	OTHER	0.001871	0.998129	
