# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251028152226
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_22|Q9KLJ9|Glycerol|WP_142737229.1|tpos:1-505	noTP	0.999897	0.000087	0.000016	
antigen_45|Q9KNJ2|Glutamine|WP_000110151.1|tpos:1-469	noTP	0.999888	0.000102	0.000010	
antigen_115|Q9KV53|Guanosine-5'-triphosphate,3'-diphosphate|WP_000076049.1|tpos:1-497	noTP	0.996870	0.000384	0.002745	
antigen_117|Q9KV71||WP_000371411.1|tpos:1-458	noTP	0.999456	0.000321	0.000223	
antigen_101|Q9KU47|Isoleucine--tRNA|WP_248436828.1|tpos:1-949	noTP	0.999901	0.000049	0.000051	
antigen_15|Q9KKU4||WP_000104641.1|tpos:1-140	noTP	0.997875	0.001039	0.001086	
antigen_16|Q9KKV2||WP_000129737.1|tpos:1-347	noTP	0.992366	0.004989	0.002644	
antigen_94|Q9KTH6|Aspartate-semialdehyde|WP_069216404.1|tpos:1-390	noTP	0.996449	0.002565	0.000987	
antigen_93|Q9KTD7|Phosphoenolpyruvate-protein|WP_000623158.1|tpos:1-573	noTP	0.997931	0.001729	0.000339	
antigen_78|Q9KRT6|sn-glycerol-3-phosphate|WP_001189750.1|tpos:1-293	noTP	0.990544	0.009201	0.000255	
antigen_102|Q9KU65|cyclic-guanylate-specific|WP_000160069.1|tpos:1-685	noTP	0.850133	0.147970	0.001898	
antigen_109|Q9KUK6||WP_142629607.1|tpos:374-580	noTP	0.999974	0.000007	0.000019	
antigen_73|Q9KR89||WP_367007861.1|tpos:1-428	noTP	0.999986	0.000003	0.000011	
antigen_95|Q9KTN2|Phosphoribosylformylglycinamidine|WP_142737925.1|tpos:1-1298	noTP	0.755400	0.004259	0.240342	
antigen_67|Q9KQW8||WP_228006391.1|tpos:1-747	noTP	0.886491	0.105339	0.008170	
antigen_38|Q9KMW0|nicotinate-nucleotide|WP_000717535.1|tpos:1-175	noTP	0.959396	0.035404	0.005200	
antigen_39|Q9KMZ0||WP_000475387.1|tpos:1-638	noTP	0.593633	0.353115	0.053252	
antigen_107|Q9KUG7||WP_185841362.1|tpos:1-951	SP	0.001019	0.998693	0.000288	CS pos: 19-20. CSS-SD. Pr: 0.5199
antigen_17|Q9KL39||WP_185841306.1|tpos:1-453	noTP	0.999119	0.000208	0.000673	
antigen_97|Q9KTW2|GMP|WP_000164590.1|tpos:1-517	noTP	0.998637	0.001261	0.000102	
