# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251028152226
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_41|Q9KN06|Aromatic|XSN69115.1|tpos:1-404	noTP	0.999777	0.000162	0.000061	
antigen_21|Q9KLG3||XSN68685.1|tpos:1-815	noTP	0.816526	0.076797	0.106677	
antigen_58|Q9KQ23|4-diphosphocytidyl-2-C-methyl-D-erythritol|XSN68582.1|tpos:1-290	noTP	0.917803	0.073917	0.008280	
antigen_61|Q9KQH9|3-oxoacyl-[acyl-carrier-protein]|XSN68051.1|tpos:1-414	noTP	0.975319	0.016785	0.007896	
antigen_17|Q9KL39||XSN68797.1|tpos:1-453	noTP	0.999102	0.000213	0.000685	
antigen_106|Q9KUG5|Glutamate--cysteine|XSN66899.1|tpos:1-524	noTP	0.998931	0.000071	0.000999	
antigen_71|Q9KR74|site-specific|XSN68275.1|tpos:1-793	noTP	0.998713	0.001260	0.000027	
antigen_50|Q9KPG1|Peptidoglycan|XSN67708.1|tpos:1-580	noTP	0.920791	0.076927	0.002282	
antigen_98|Q9KTW3|Inosine-5'-monophosphate|XSN66636.1|tpos:1-487	noTP	0.962057	0.002437	0.035505	
antigen_101|Q9KU47|Isoleucine--tRNA|XSN66708.1|tpos:1-949	noTP	0.999901	0.000049	0.000051	
antigen_23|Q9KLL6|Cobyric|XSN69562.1|tpos:1-484	noTP	0.945610	0.004121	0.050269	
antigen_38|Q9KMW0|nicotinate-nucleotide|XSN69154.1|tpos:1-175	noTP	0.958140	0.036567	0.005294	
antigen_39|Q9KMZ0||XSN69127.1|tpos:1-638	noTP	0.593633	0.353115	0.053252	
antigen_8|P41851|Type|XSN67424.1|tpos:1-165	noTP	0.913482	0.029239	0.057279	
antigen_9|P45777|Type|XSN67414.1|tpos:1-305	noTP	0.721086	0.253246	0.025668	
antigen_130|A0A059VJN5||XSN68758.1|tpos:2-159	SP	0.000191	0.999713	0.000096	CS pos: 20-21. VFA-HQ. Pr: 0.8919
antigen_131|A0A068FS16||XSN66832.1|tpos:1-341	SP	0.000082	0.999894	0.000023	CS pos: 21-22. AYA-DG. Pr: 0.7625
antigen_115|Q9KV53|Guanosine-5'-triphosphate,3'-diphosphate|XSN67115.1|tpos:1-497	noTP	0.996870	0.000384	0.002745	
