# SignalP-5.0	Organism: euk	Timestamp: 20251103164918
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_49|P71354|Trk|XNR27073.1|tpos:1-458	OTHER	0.148445	0.851555	
antigen_38|P44976|4-hydroxy-3-methylbut-2-enyl|XNR26710.1|tpos:1-314	OTHER	0.003258	0.996742	
antigen_19|P44318|Exodeoxyribonuclease|XNR25881.1|tpos:1-267	OTHER	0.001504	0.998496	
antigen_63|P45996|Outer|XNR25954.1|tpos:1-358	SP(Sec/SPI)	0.999056	0.000944	CS pos: 21-22. AQA-AP. Pr: 0.9086
antigen_67|P46027|Outer|XNR27438.1|tpos:1-367	SP(Sec/SPI)	0.990952	0.009048	CS pos: 20-21. ANA-AV. Pr: 0.7965
antigen_16|P44136|Putative|XNR26474.1|tpos:1-322	OTHER	0.017212	0.982788	
antigen_33|P44766|Peptidase|XNR27090.1|tpos:1-210	OTHER	0.001288	0.998712	
antigen_0|O05087|Uncharacterized|XNR26007.1|tpos:1-397	OTHER	0.034958	0.965042	
antigen_4|P43739|DNA-directed|XNR26988.1|tpos:1-1410	OTHER	0.000461	0.999539	
antigen_3|P43738|DNA-directed|XNR26989.1|tpos:1-1343	OTHER	0.000785	0.999215	
antigen_65|A0A2S9RQN3|Lipooligosaccharide|XNR26636.1|tpos:1-346	OTHER	0.019994	0.980006	
antigen_66|A0A2S9RP42||XNR26723.1|tpos:6-982	SP(Sec/SPI)	0.956643	0.043357	CS pos: 20-21. TEA-AL. Pr: 0.9054
antigen_18|P44252|Lipoprotein-releasing|XNR26381.1|tpos:1-393	OTHER	0.001695	0.998305	
antigen_56|Q57243|Uncharacterized|XNR26376.1|tpos:5-220	OTHER	0.001042	0.998958	
antigen_58|Q57362|Uncharacterized|XNR26544.1|tpos:1-1107	SP(Sec/SPI)	0.957231	0.042769	CS pos: 26-27. ALG-AN. Pr: 0.4346
antigen_32|P44741|Tellurite|XNR26987.1|tpos:1-314	OTHER	0.003049	0.996951	
antigen_64|A0AB37B1K1||XNR25954.1|tpos:236-357	OTHER	0.004138	0.995862	
antigen_2|P43008|Biopolymer|XNR27318.1|tpos:1-150	OTHER	0.002054	0.997946	
antigen_35|P44821|HTH-type|XNR26934.1|tpos:1-292	OTHER	0.000466	0.999534	
antigen_37|P44969|Immunoglobulin|XNR26723.1|tpos:1-1799	SP(Sec/SPI)	0.835021	0.164979	CS pos: 25-26. TEA-AL. Pr: 0.7829
antigen_28|P44606|tRNA-dihydrouridine(16)|XNR27332.1|tpos:1-310	OTHER	0.005052	0.994948	
antigen_69|A0A0D6FQ88||XNR26943.1|tpos:1-274	SP(Sec/SPI)	0.973266	0.026734	CS pos: 23-24. CGS-HQ. Pr: 0.6293
antigen_57|Q57288|Ion-translocating|XNR26048.1|tpos:1-358	OTHER	0.010975	0.989025	
antigen_55|Q57180|Uncharacterized|XNR26682.1|tpos:1-614	OTHER	0.000600	0.999400	
antigen_60|Q8KHG5||XNR27313.1|tpos:70-579	OTHER	0.003381	0.996619	
antigen_61|Q8GM74||XNR26003.1|tpos:1-980	OTHER	0.455989	0.544011	
antigen_39|P44987|Biotin|XNR26705.1|tpos:1-333	OTHER	0.000680	0.999320	
antigen_42|P45043|Xylose|XNR26635.1|tpos:1-387	OTHER	0.001454	0.998546	
antigen_43|P45053|Oligopeptide|XNR26620.1|tpos:1-311	OTHER	0.000238	0.999762	
antigen_8|P43839|Outer|XNR27438.1|tpos:1-367	SP(Sec/SPI)	0.990952	0.009048	CS pos: 20-21. ANA-AV. Pr: 0.7965
antigen_9|P43840|Outer|XNR25954.1|tpos:1-358	SP(Sec/SPI)	0.999056	0.000944	CS pos: 21-22. AQA-AP. Pr: 0.9086
antigen_10|P43847|Phosphoribosylformylglycinamidine|XNR26929.1|tpos:1-1297	OTHER	0.000733	0.999267	
antigen_29|P44608|UPF0761|XNR27338.1|tpos:1-269	OTHER	0.004614	0.995386	
antigen_50|P71392|Protein|XNR27570.1|tpos:50-316	OTHER	0.000727	0.999273	
antigen_72|Q48219|Outer|XNR27438.1|tpos:1-367	SP(Sec/SPI)	0.990952	0.009048	CS pos: 20-21. ANA-AV. Pr: 0.7965
antigen_30|P44620|Prepilin|XNR27358.1|tpos:1-230	OTHER	0.012551	0.987449	
antigen_11|P43867|ATP-dependent|XNR26965.1|tpos:1-193	OTHER	0.000958	0.999042	
antigen_12|P43929|Uncharacterized|XNR25882.1|tpos:1-258	OTHER	0.000803	0.999197	
antigen_54|Q48214|Uncharacterized|XNR26451.1|tpos:1-291	OTHER	0.001714	0.998286	
antigen_34|P44769|Carbamate|XNR27085.1|tpos:1-310	OTHER	0.049822	0.950178	
antigen_41|P45042|Lipooligosaccharide|XNR26636.1|tpos:1-346	OTHER	0.019994	0.980006	
antigen_44|P45090|Arginine|XNR25978.1|tpos:1-221	OTHER	0.004527	0.995473	
antigen_6|P43767|DNA|XNR27588.1|tpos:1-359	OTHER	0.000853	0.999147	
antigen_70|P46024|Outer|XNR26791.1|tpos:1-795	SP(Sec/SPI)	0.997042	0.002958	CS pos: 19-20. VFA-AP. Pr: 0.9724
antigen_48|P46448|Formate|XNR25914.1|tpos:1-1028	OTHER	0.340486	0.659514	
antigen_31|P44680|ATP-dependent|XNR27409.1|tpos:1-640	OTHER	0.000811	0.999189	
antigen_45|P45103|Uncharacterized|XNR26524.1|tpos:1-207	OTHER	0.000864	0.999136	
