# SignalP-5.0	Organism: euk	Timestamp: 20251103164918
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_12|P43929|Uncharacterized|WP_005657798.1|tpos:1-258	OTHER	0.000803	0.999197	
antigen_15|P44016|Putative|WP_005669465.1|tpos:29-661	OTHER	0.033787	0.966213	
antigen_53|Q06282|Glycerophosphodiester|WP_005661229.1|tpos:1-364	SP(Sec/SPI)	0.994260	0.005740	CS pos: 21-22. CSS-HS. Pr: 0.3693
antigen_73|A0A5C6GYX7||WP_011271844.1|tpos:1-123	OTHER	0.000686	0.999314	
antigen_38|P44976|4-hydroxy-3-methylbut-2-enyl|WP_005659294.1|tpos:1-314	OTHER	0.003258	0.996742	
antigen_47|P45200|Probable|WP_005656623.1|tpos:1-252	OTHER	0.106989	0.893011	
antigen_49|P71354|Trk|WP_005655192.1|tpos:1-458	OTHER	0.148445	0.851555	
antigen_51|P71398|Lsg|WP_105892756.1|tpos:1-257	OTHER	0.000701	0.999299	
antigen_70|P46024|Outer|WP_105892712.1|tpos:1-796	SP(Sec/SPI)	0.996587	0.003413	CS pos: 19-20. VFA-AP. Pr: 0.9716
antigen_8|P43839|Outer|WP_106380162.1|tpos:1-361	SP(Sec/SPI)	0.992327	0.007673	CS pos: 20-21. ANA-AV. Pr: 0.8155
antigen_56|Q57243|Uncharacterized|WP_105892798.1|tpos:15-191	OTHER	0.004716	0.995284	
antigen_1|P10324|Peptidoglycan-associated|WP_005652235.1|tpos:1-153	SP(Sec/SPI)	0.945230	0.054770	CS pos: 18-19. ALA-AC. Pr: 0.2346
antigen_4|P43739|DNA-directed|WP_005659731.1|tpos:1-1410	OTHER	0.000461	0.999539	
antigen_17|P44233|Mu-like|WP_373420966.1|tpos:3-118	OTHER	0.000452	0.999548	
antigen_20|P44324|Aspartate|WP_005687030.1|tpos:1-472	OTHER	0.001144	0.998856	
antigen_39|P44987|Biotin|WP_005655985.1|tpos:1-333	OTHER	0.000708	0.999292	
antigen_63|P45996|Outer|WP_105886828.1|tpos:1-347	SP(Sec/SPI)	0.998157	0.001843	CS pos: 21-22. AQA-AP. Pr: 0.9047
antigen_65|A0A2S9RQN3|Lipooligosaccharide|WP_011272387.1|tpos:1-346	OTHER	0.012819	0.987181	
antigen_66|A0A2S9RP42||WP_038440277.1|tpos:6-1002	SP(Sec/SPI)	0.954644	0.045356	CS pos: 20-21. TEA-AL. Pr: 0.9033
antigen_74|A0A5C6GWF8||WP_105893874.1|tpos:1-407	OTHER	0.000182	0.999818	
antigen_23|P44408|Recombination|WP_105886659.1|tpos:1-788	OTHER	0.022494	0.977506	
antigen_37|P44969|Immunoglobulin|WP_038440277.1|tpos:1-1924	SP(Sec/SPI)	0.827293	0.172707	CS pos: 25-26. TEA-AL. Pr: 0.7755
antigen_48|P46448|Formate|WP_011271777.1|tpos:1-1028	OTHER	0.340486	0.659514	
antigen_67|P46027|Outer|WP_106380162.1|tpos:1-361	SP(Sec/SPI)	0.992327	0.007673	CS pos: 20-21. ANA-AV. Pr: 0.8155
antigen_76|Q71BF9||WP_105892741.1|tpos:1-912	SP(Sec/SPI)	0.974314	0.025686	CS pos: 21-22. AYA-ST. Pr: 0.6526
antigen_35|P44821|HTH-type|WP_011272165.1|tpos:1-292	OTHER	0.000489	0.999511	
antigen_41|P45042|Lipooligosaccharide|WP_011272387.1|tpos:1-346	OTHER	0.012819	0.987181	
antigen_2|P43008|Biopolymer|WP_005648856.1|tpos:1-150	OTHER	0.001765	0.998235	
antigen_5|P43757|Transketolase|WP_005688349.1|tpos:1-665	OTHER	0.002196	0.997804	
antigen_16|P44136|Putative|WP_038441067.1|tpos:1-322	OTHER	0.113997	0.886003	
antigen_58|Q57362|Uncharacterized|WP_011271917.1|tpos:1-1112	SP(Sec/SPI)	0.900290	0.099710	CS pos: 31-32. ALG-AN. Pr: 0.3772
antigen_46|P45125|UvrABC|WP_038441065.1|tpos:1-679	OTHER	0.000720	0.999280	
antigen_18|P44252|Lipoprotein-releasing|WP_005654778.1|tpos:1-393	OTHER	0.002571	0.997429	
antigen_22|P44407|ATP-dependent|WP_038440957.1|tpos:1-587	OTHER	0.001562	0.998438	
antigen_25|P44504|Homoserine|WP_011271869.1|tpos:1-314	OTHER	0.007399	0.992601	
antigen_29|P44608|UPF0761|WP_005656225.1|tpos:1-269	OTHER	0.004128	0.995872	
antigen_32|P44741|Tellurite|WP_005659732.1|tpos:1-314	OTHER	0.001978	0.998022	
antigen_28|P44606|tRNA-dihydrouridine(16)|WP_105892657.1|tpos:11-259	OTHER	0.013552	0.986448	
antigen_36|P44836|Probable|WP_238145700.1|tpos:1-52	SP(Sec/SPI)	0.966422	0.033578	CS pos: 24-25. AYA-AQ. Pr: 0.7241
antigen_6|P43767|DNA|WP_058222239.1|tpos:1-359	OTHER	0.000932	0.999068	
antigen_19|P44318|Exodeoxyribonuclease|WP_011271791.1|tpos:1-267	OTHER	0.001671	0.998329	
antigen_75|M4PH69||WP_005652235.1|tpos:17-149	OTHER	0.001584	0.998416	
antigen_52|P96343|Mu-like|WP_005657710.1|tpos:1-273	OTHER	0.001106	0.998894	
antigen_24|P44447|Putative|WP_038440983.1|tpos:1-261	OTHER	0.002189	0.997811	
antigen_27|P44602|Heme/hemopexin-binding|WP_105892741.1|tpos:1-912	SP(Sec/SPI)	0.974314	0.025686	CS pos: 21-22. AYA-ST. Pr: 0.6526
antigen_34|P44769|Carbamate|WP_005661976.1|tpos:1-310	OTHER	0.049822	0.950178	
antigen_45|P45103|Uncharacterized|WP_005689272.1|tpos:1-207	OTHER	0.000864	0.999136	
antigen_40|P45018|ATP-dependent|WP_042593756.1|tpos:1-1303	OTHER	0.000381	0.999619	
antigen_10|P43847|Phosphoribosylformylglycinamidine|WP_162877569.1|tpos:1-1297	OTHER	0.000732	0.999268	
antigen_55|Q57180|Uncharacterized|WP_011272359.1|tpos:1-614	OTHER	0.000629	0.999371	
antigen_54|Q48214|Uncharacterized|WP_005658221.1|tpos:1-294	OTHER	0.001193	0.998807	
antigen_0|O05087|Uncharacterized|WP_005688055.1|tpos:1-397	OTHER	0.034958	0.965042	
antigen_59|Q57427|Putative|WP_038440879.1|tpos:1-260	OTHER	0.001203	0.998797	
antigen_60|Q8KHG5||WP_105886810.1|tpos:72-585	OTHER	0.002565	0.997435	
antigen_57|Q57288|Ion-translocating|WP_005688002.1|tpos:1-358	OTHER	0.008245	0.991755	
antigen_21|P44402|Ribosomal|WP_105892658.1|tpos:1-295	OTHER	0.000586	0.999414	
antigen_26|P44536|GTPase|WP_014550581.1|tpos:1-504	OTHER	0.000399	0.999601	
antigen_31|P44680|ATP-dependent|WP_105892784.1|tpos:1-640	OTHER	0.000823	0.999177	
antigen_43|P45053|Oligopeptide|WP_005661282.1|tpos:1-311	OTHER	0.000238	0.999762	
