accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000002682.1,0.0,0.0005,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000004086.1,0.0,0.5134,0.4865,0.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000004340.1,0.0,0.0,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000005632.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000007960.1,0.0,0.0001,0.0002,0.9997,0.0,0.0,NA,NA,NA,NA,NA
WP_000009075.1,0.0,0.0016,0.0001,0.9983,0.0,0.0,NA,NA,NA,NA,NA
WP_000009406.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000011542.1,0.0,0.0026,0.0002,0.9971,0.0,0.0,NA,NA,NA,NA,NA
WP_000011827.1,0.0027,0.1951,0.0035,0.7987,0.0,0.0,NA,NA,0.447837,0.54715,0.005013
WP_000015642.1,0.0,0.5512,0.0007,0.4481,0.0,0.0,NA,NA,NA,NA,NA
WP_000017736.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
WP_000019127.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000019741.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000020810.1,0.0019,0.9826,0.0001,0.0154,0.0,0.0,NA,NA,NA,NA,NA
WP_000021872.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000024146.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000024830.1,0.0002,0.6698,0.3283,0.0017,0.0,0.0,NA,NA,NA,NA,NA
WP_000025835.1,0.0,0.0735,0.0,0.9265,0.0,0.0,NA,NA,NA,NA,NA
WP_000026190.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000029204.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000029430.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000029546.1,0.005,0.0958,0.3482,0.551,0.0,0.0,NA,NA,NA,NA,NA
WP_000031265.1,0.0002,0.0035,0.4229,0.5735,0.0,0.0,NA,NA,NA,NA,NA
WP_000031403.1,0.0,0.0004,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.656308,0.343692,NA,NA,NA
WP_000033477.1,0.0,0.0035,0.0004,0.996,0.0,0.0,NA,NA,NA,NA,NA
WP_000034978.1,0.0026,0.0211,0.0001,0.9762,0.0,0.0,0.975296,0.024704,0.018962,0.98081,0.000228
WP_000035759.1,0.0002,0.0037,0.0006,0.9955,0.0,0.0,NA,NA,NA,NA,NA
WP_000036329.1,0.0,0.001,0.0001,0.9989,0.0,0.0,NA,NA,NA,NA,NA
WP_000037085.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000037500.1,0.003,0.5065,0.0001,0.4904,0.0,0.0,NA,NA,0.478908,0.5161,0.004993
WP_000038220.1,0.0008,0.3067,0.0002,0.6923,0.0,0.0,NA,NA,0.458688,0.540551,0.000761
WP_000038530.1,0.0172,0.1602,0.0001,0.8225,0.0,0.0,NA,NA,NA,NA,NA
WP_000038955.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000046022.1,0.0,0.9987,0.0,0.0012,0.0,0.0,NA,NA,NA,NA,NA
WP_000046076.1,0.0006,0.0576,0.336,0.6058,0.0,0.0,NA,NA,NA,NA,NA
WP_000047120.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000047745.1,0.0018,0.8067,0.188,0.0035,0.0,0.0,NA,NA,NA,NA,NA
WP_000049150.1,0.0,0.0008,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
WP_000052076.1,0.0,0.0015,0.0,0.9985,0.0,0.0,NA,NA,NA,NA,NA
WP_000052330.1,0.0005,0.0228,0.1918,0.7849,0.0,0.0,NA,NA,NA,NA,NA
WP_000054599.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000060783.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000062404.1,0.0,0.0008,0.0,0.9992,0.0,0.0,NA,NA,NA,NA,NA
WP_000062636.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000063551.1,0.0001,0.0074,0.0004,0.9921,0.0,0.0,NA,NA,NA,NA,NA
WP_000064778.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000065345.1,0.0,0.0014,0.0001,0.9984,0.0,0.0,NA,NA,NA,NA,NA
WP_000066017.1,0.0,0.0531,0.0001,0.9467,0.0,0.0,NA,NA,NA,NA,NA
WP_000066177.1,0.0012,0.9983,0.0003,0.0002,0.0,0.0,NA,NA,NA,NA,NA
WP_000066521.1,0.001,0.0224,0.0543,0.9224,0.0,0.0,NA,NA,NA,NA,NA
WP_000067145.1,0.0194,0.9074,0.0667,0.0065,0.0,0.0,NA,NA,NA,NA,NA
WP_000067363.1,0.0007,0.0164,0.1239,0.859,0.0,0.0,NA,NA,NA,NA,NA
WP_000069298.1,0.0155,0.1215,0.0025,0.8606,0.0,0.0,NA,NA,NA,NA,NA
WP_000069452.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000070654.1,0.0002,0.4582,0.0,0.5416,0.0,0.0,NA,NA,NA,NA,NA
WP_000070826.1,0.0015,0.2918,0.0,0.7067,0.0,0.0,NA,NA,NA,NA,NA
WP_000070967.1,0.0,0.0006,0.0,0.9994,0.0,0.0,NA,NA,NA,NA,NA
WP_000072154.1,0.0,0.0008,0.0,0.9992,0.0,0.0,NA,NA,NA,NA,NA
WP_000072295.1,0.0,0.0008,0.0009,0.9983,0.0,0.0,NA,NA,NA,NA,NA
WP_000072447.1,0.0,0.0019,0.0001,0.9979,0.0,0.0,NA,NA,NA,NA,NA
WP_000074001.1,0.0019,0.0169,0.0076,0.9735,0.0,0.0,NA,NA,NA,NA,NA
WP_000078278.1,0.0,0.0189,0.0163,0.9648,0.0,0.0,NA,NA,NA,NA,NA
WP_000079140.1,0.0,0.0162,0.0003,0.9834,0.0,0.0,0.863929,0.136071,0.002863,0.996994,0.000143
WP_000079317.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000079448.1,0.0002,0.0325,0.1284,0.8389,0.0,0.0,NA,NA,NA,NA,NA
WP_000081597.1,0.0,0.0199,0.0,0.9801,0.0,0.0,NA,NA,NA,NA,NA
WP_000083795.1,0.0,0.0006,0.0001,0.9993,0.0,0.0,NA,NA,NA,NA,NA
WP_000084775.1,0.0001,0.0017,0.0001,0.9981,0.0,0.0,NA,NA,NA,NA,NA
WP_000089284.1,0.002,0.7073,0.0076,0.2831,0.0,0.0,NA,NA,NA,NA,NA
WP_000090514.1,0.0,0.7514,0.2476,0.001,0.0,0.0,NA,NA,NA,NA,NA
WP_000091444.1,0.0001,0.0216,0.0001,0.9781,0.0,0.0,NA,NA,NA,NA,NA
WP_000091975.1,0.0003,0.7847,0.2113,0.0037,0.0,0.0,NA,NA,NA,NA,NA
WP_000095390.1,0.0003,0.8233,0.1748,0.0017,0.0,0.0,NA,NA,NA,NA,NA
WP_000098285.1,0.0,0.0009,0.0,0.999,0.0,0.0,NA,NA,NA,NA,NA
WP_000101538.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
WP_000106312.1,0.0002,0.0172,0.0004,0.9823,0.0,0.0,NA,NA,NA,NA,NA
WP_000110023.1,0.0046,0.5833,0.3772,0.0349,0.0,0.0,NA,NA,NA,NA,NA
WP_000110603.1,0.0004,0.0041,0.0143,0.9811,0.0,0.0,0.602578,0.397422,0.377853,0.619415,0.002732
