# ID	Prediction	noTP	SP	mTP	CS Position
WP_000011823.1	SP	0.446483	0.548113	0.005404	CS pos: 27-28. SNS-KI. Pr: 0.4280
WP_000034961.1	SP	0.013275	0.986600	0.000125	CS pos: 21-22. TAC-GP. Pr: 0.4819
WP_000037433.1	SP	0.487492	0.510372	0.002136	CS pos: 21-22. VAS-VI. Pr: 0.6417
WP_000041898.1	SP	0.070669	0.917008	0.012322	CS pos: 23-24. VLP-QN. Pr: 0.6897
WP_000110600.1	SP	0.377154	0.620097	0.002749	CS pos: 19-20. ITT-MR. Pr: 0.3511
WP_000111118.1	SP	0.002338	0.997662	0.000001	CS pos: 17-18. GYA-LY. Pr: 0.3242
WP_000120309.1	SP	0.057337	0.942171	0.000492	CS pos: 26-27. GLA-TH. Pr: 0.4307
WP_000162810.1	SP	0.004365	0.995456	0.000179	CS pos: 20-21. ACG-KK. Pr: 0.4773
WP_000185319.1	SP	0.091697	0.890188	0.018116	CS pos: 30-31. AGA-EQ. Pr: 0.5927
WP_000197023.1	SP	0.000210	0.999763	0.000027	CS pos: 21-22. SGC-AN. Pr: 0.7005
WP_000205305.1	SP	0.116287	0.866258	0.017455	CS pos: 24-25. YRA-MK. Pr: 0.8018
WP_000214266.1	SP	0.013276	0.986258	0.000466	CS pos: 17-18. SLA-SN. Pr: 0.9602
WP_000216728.1	SP	0.397818	0.601504	0.000678	CS pos: 26-27. ILA-TN. Pr: 0.6691
WP_000230294.1	SP	0.010773	0.988902	0.000325	CS pos: 25-26. VTS-KC. Pr: 0.7050
WP_000239610.1	SP	0.043837	0.954277	0.001886	CS pos: 28-29. ALT-DN. Pr: 0.5040
WP_000246909.1	SP	0.243109	0.753541	0.003350	CS pos: 25-26. LLA-RK. Pr: 0.4395
WP_000265252.1	SP	0.022707	0.977106	0.000187	CS pos: 29-30. IEA-LE. Pr: 0.3044
WP_000267034.1	SP	0.282483	0.657076	0.060440	CS pos: 24-25. VAG-VG. Pr: 0.5246
WP_000339144.1	SP	0.039094	0.960091	0.000815	CS pos: 22-23. FLA-NK. Pr: 0.7620
WP_000351243.1	SP	0.327880	0.672070	0.000050	CS pos: 17-18. LTA-LK. Pr: 0.4676
WP_000428172.1	SP	0.435751	0.543349	0.020900	CS pos: 22-23. SLA-DK. Pr: 0.5586
WP_000455861.1	SP	0.005652	0.994255	0.000093	CS pos: 25-26. TYQ-SV. Pr: 0.4531
WP_000456136.1	SP	0.007663	0.992259	0.000078	CS pos: 25-26. CDS-QS. Pr: 0.6961
WP_000466739.1	SP	0.054418	0.903661	0.041921	CS pos: 19-20. AAG-AI. Pr: 0.7625
