accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000002682.1,0.0,0.0005,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000004086.1,0.0,0.5134,0.4865,0.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000004344.1,0.0,0.0,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000007970.1,0.0,0.0001,0.0004,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000009071.1,0.0,0.0016,0.0001,0.9983,0.0,0.0,NA,NA,NA,NA,NA
WP_000009398.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000011542.1,0.0,0.0026,0.0002,0.9971,0.0,0.0,NA,NA,NA,NA,NA
WP_000011825.1,0.0024,0.1766,0.0031,0.8179,0.0,0.0,NA,NA,0.447837,0.54715,0.005013
WP_000015639.1,0.0,0.5533,0.0007,0.4459,0.0,0.0,NA,NA,NA,NA,NA
WP_000017736.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
WP_000019126.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000019744.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000020813.1,0.0014,0.9886,0.0001,0.0099,0.0,0.0,NA,NA,NA,NA,NA
WP_000021865.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000024119.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000024395.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000024827.1,0.0002,0.6817,0.3165,0.0016,0.0,0.0,NA,NA,NA,NA,NA
WP_000025835.1,0.0,0.0735,0.0,0.9265,0.0,0.0,NA,NA,NA,NA,NA
WP_000026196.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000029204.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000029532.1,0.0048,0.0944,0.3617,0.5391,0.0,0.0,NA,NA,NA,NA,NA
WP_000031266.1,0.0002,0.0034,0.4713,0.525,0.0,0.0,NA,NA,NA,NA,NA
WP_000031403.1,0.0,0.0004,0.0,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.656308,0.343692,NA,NA,NA
WP_000033477.1,0.0,0.0035,0.0004,0.996,0.0,0.0,NA,NA,NA,NA,NA
WP_000034964.1,0.0034,0.0257,0.0001,0.9709,0.0,0.0,0.985984,0.014016,0.013226,0.986642,0.000131
WP_000035771.1,0.0002,0.0037,0.0007,0.9954,0.0,0.0,NA,NA,NA,NA,NA
WP_000036335.1,0.0,0.0013,0.0001,0.9986,0.0,0.0,NA,NA,NA,NA,NA
WP_000037075.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000037434.1,0.0018,0.4112,0.0002,0.5868,0.0,0.0,NA,NA,0.474892,0.523602,0.001506
WP_000038243.1,0.0015,0.385,0.0006,0.613,0.0,0.0,NA,NA,NA,NA,NA
WP_000038538.1,0.0191,0.1682,0.0001,0.8126,0.0,0.0,NA,NA,NA,NA,NA
WP_000038949.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000039763.1,0.0015,0.3731,0.0002,0.6252,0.0,0.0,NA,NA,NA,NA,NA
WP_000042462.1,0.0005,0.9991,0.0003,0.0001,0.0,0.0,NA,NA,NA,NA,NA
WP_000046022.1,0.0,0.9987,0.0,0.0012,0.0,0.0,NA,NA,NA,NA,NA
WP_000046076.1,0.0006,0.0576,0.336,0.6058,0.0,0.0,NA,NA,NA,NA,NA
WP_000047118.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000047129.1,0.0002,0.9998,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000047745.1,0.0018,0.8067,0.188,0.0035,0.0,0.0,NA,NA,NA,NA,NA
WP_000049154.1,0.0,0.0009,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
WP_000052076.1,0.0,0.0015,0.0,0.9985,0.0,0.0,NA,NA,NA,NA,NA
WP_000052325.1,0.0004,0.0426,0.2138,0.7432,0.0,0.0,NA,NA,NA,NA,NA
WP_000054604.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000060793.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000062417.1,0.0,0.0007,0.0,0.9993,0.0,0.0,NA,NA,NA,NA,NA
WP_000062639.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000063552.1,0.0001,0.0071,0.0004,0.9924,0.0,0.0,NA,NA,NA,NA,NA
WP_000064778.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000066011.1,0.0001,0.0454,0.0001,0.9545,0.0,0.0,NA,NA,NA,NA,NA
WP_000066519.1,0.0009,0.021,0.0539,0.9242,0.0,0.0,NA,NA,NA,NA,NA
WP_000067127.1,0.0206,0.9064,0.0665,0.0065,0.0,0.0,NA,NA,NA,NA,NA
WP_000067360.1,0.0008,0.0173,0.1251,0.8568,0.0,0.0,NA,NA,NA,NA,NA
WP_000069285.1,0.0083,0.1152,0.0014,0.875,0.0,0.0,NA,NA,NA,NA,NA
WP_000070659.1,0.0001,0.4504,0.0,0.5495,0.0,0.0,NA,NA,NA,NA,NA
WP_000070809.1,0.0,0.9999,0.0,0.0001,0.0,0.0,NA,NA,NA,NA,NA
WP_000070826.1,0.0015,0.2918,0.0,0.7067,0.0,0.0,NA,NA,NA,NA,NA
WP_000070966.1,0.0,0.0006,0.0,0.9994,0.0,0.0,NA,NA,NA,NA,NA
WP_000072155.1,0.0,0.0006,0.0,0.9993,0.0,0.0,NA,NA,NA,NA,NA
WP_000072270.1,0.0,0.0007,0.0008,0.9984,0.0,0.0,NA,NA,NA,NA,NA
WP_000072439.1,0.0,0.0052,0.0001,0.9946,0.0,0.0,NA,NA,NA,NA,NA
WP_000074017.1,0.0042,0.0288,0.0137,0.9533,0.0,0.0,NA,NA,NA,NA,NA
WP_000078092.1,0.0,0.0144,0.0149,0.9707,0.0,0.0,NA,NA,NA,NA,NA
WP_000079317.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000079445.1,0.0002,0.0324,0.1294,0.8381,0.0,0.0,NA,NA,NA,NA,NA
WP_000081595.1,0.0,0.0148,0.0,0.9851,0.0,0.0,NA,NA,NA,NA,NA
WP_000083799.1,0.0,0.0005,0.0001,0.9995,0.0,0.0,NA,NA,NA,NA,NA
WP_000084776.1,0.0001,0.0013,0.0001,0.9985,0.0,0.0,NA,NA,NA,NA,NA
WP_000090512.1,0.0,0.7459,0.2528,0.0013,0.0,0.0,NA,NA,NA,NA,NA
WP_000091443.1,0.0001,0.024,0.0002,0.9757,0.0,0.0,NA,NA,NA,NA,NA
WP_000091975.1,0.0003,0.7847,0.2113,0.0037,0.0,0.0,NA,NA,NA,NA,NA
WP_000094900.1,0.0001,0.0114,0.0001,0.9885,0.0,0.0,NA,NA,NA,NA,NA
WP_000095392.1,0.0004,0.8716,0.1263,0.0016,0.0,0.0,NA,NA,NA,NA,NA
WP_000098285.1,0.0,0.0009,0.0,0.999,0.0,0.0,NA,NA,NA,NA,NA
WP_000101566.1,0.0,0.0003,0.0,0.9997,0.0,0.0,NA,NA,NA,NA,NA
WP_000106334.1,0.0002,0.017,0.0004,0.9824,0.0,0.0,NA,NA,NA,NA,NA
WP_000107170.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000110023.1,0.0046,0.5833,0.3772,0.0349,0.0,0.0,NA,NA,NA,NA,NA
WP_000110600.1,0.0004,0.0041,0.0158,0.9797,0.0,0.0,0.602578,0.397422,0.377154,0.620097,0.002749
