accession,deeplocpro_prob_cell_wall_surface,deeplocpro_prob_extracellular,deeplocpro_prob_cytoplasmic,deeplocpro_prob_cytoplasmic_membrane,deeplocpro_prob_outer_membrane,deeplocpro_prob_periplasmic,signalp_prob_signalp,signalp_prob_other,targetp_prob_noTP,targetp_prob_SP,targetp_prob_mTP
WP_000002683.1,0.0,0.0006,0.0,0.9994,0.0,0.0,NA,NA,NA,NA,NA
WP_000004085.1,0.0,0.5151,0.4849,0.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000004335.1,0.0,0.0,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000007967.1,0.0,0.0001,0.0003,0.9996,0.0,0.0,NA,NA,NA,NA,NA
WP_000009069.1,0.0,0.0015,0.0001,0.9983,0.0,0.0,NA,NA,NA,NA,NA
WP_000011542.1,0.0,0.0026,0.0002,0.9971,0.0,0.0,NA,NA,NA,NA,NA
WP_000011826.1,0.0024,0.1841,0.0031,0.8104,0.0,0.0,NA,NA,0.447837,0.54715,0.005013
WP_000017736.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
WP_000019127.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000019734.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000020814.1,0.0012,0.9921,0.0001,0.0067,0.0,0.0,NA,NA,NA,NA,NA
WP_000021865.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000024139.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000024827.1,0.0002,0.6817,0.3165,0.0016,0.0,0.0,NA,NA,NA,NA,NA
WP_000025835.1,0.0,0.0735,0.0,0.9265,0.0,0.0,NA,NA,NA,NA,NA
WP_000026189.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000029196.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000029430.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000029536.1,0.0052,0.0972,0.369,0.5286,0.0,0.0,NA,NA,NA,NA,NA
WP_000031262.1,0.0002,0.0027,0.4925,0.5045,0.0,0.0,NA,NA,NA,NA,NA
WP_000031401.1,0.0,0.0004,0.0,0.9996,0.0,0.0,NA,NA,NA,NA,NA
WP_000032836.1,0.0,0.0025,0.0,0.9975,0.0,0.0,0.656308,0.343692,NA,NA,NA
WP_000033477.1,0.0,0.0035,0.0004,0.996,0.0,0.0,NA,NA,NA,NA,NA
WP_000034846.1,0.0015,0.9964,0.0,0.0021,0.0,0.0,0.98206,0.01794,0.003795,0.996079,0.000126
WP_000034961.1,0.0034,0.0237,0.0,0.9729,0.0,0.0,0.985984,0.014016,0.013275,0.9866,0.000125
WP_000035746.1,0.0002,0.004,0.0006,0.9952,0.0,0.0,NA,NA,NA,NA,NA
WP_000036086.1,0.0009,0.898,0.0954,0.0058,0.0,0.0,NA,NA,NA,NA,NA
WP_000036330.1,0.0,0.0011,0.0001,0.9988,0.0,0.0,NA,NA,NA,NA,NA
WP_000037075.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000038240.1,0.0012,0.3879,0.0006,0.6103,0.0,0.0,NA,NA,NA,NA,NA
WP_000038527.1,0.0167,0.1632,0.0001,0.8201,0.0,0.0,NA,NA,NA,NA,NA
WP_000038968.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000041880.1,0.0053,0.6657,0.3013,0.0277,0.0,0.0,NA,NA,NA,NA,NA
WP_000041897.1,0.0002,0.9993,0.0,0.0005,0.0,0.0,0.862267,0.137733,0.073357,0.915442,0.011202
WP_000044547.1,0.8587,0.1387,0.0,0.0025,0.0,0.0,NA,NA,NA,NA,NA
WP_000046022.1,0.0,0.9987,0.0,0.0012,0.0,0.0,NA,NA,NA,NA,NA
WP_000046076.1,0.0006,0.0576,0.336,0.6058,0.0,0.0,NA,NA,NA,NA,NA
WP_000047255.1,0.0,0.0001,0.0,0.9999,0.0,0.0,NA,NA,NA,NA,NA
WP_000048129.1,0.0001,0.0575,0.0001,0.9423,0.0,0.0,NA,NA,NA,NA,NA
WP_000049145.1,0.0,0.0008,0.0,0.9991,0.0,0.0,NA,NA,NA,NA,NA
WP_000052076.1,0.0,0.0015,0.0,0.9985,0.0,0.0,NA,NA,NA,NA,NA
WP_000052315.1,0.0005,0.0396,0.2371,0.7227,0.0,0.0,NA,NA,NA,NA,NA
WP_000054612.1,0.0,0.0,0.0,1.0,0.0,0.0,NA,NA,NA,NA,NA
WP_000059051.1,0.0001,0.0116,0.0,0.9883,0.0,0.0,NA,NA,NA,NA,NA
WP_000060771.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000062407.1,0.0,0.0007,0.0,0.9992,0.0,0.0,NA,NA,NA,NA,NA
WP_000063580.1,0.0001,0.0077,0.0004,0.9919,0.0,0.0,NA,NA,NA,NA,NA
WP_000064778.1,0.0,0.0002,0.0,0.9998,0.0,0.0,NA,NA,NA,NA,NA
WP_000066521.1,0.001,0.0224,0.0543,0.9224,0.0,0.0,NA,NA,NA,NA,NA
WP_000067352.1,0.0007,0.0169,0.1216,0.8607,0.0,0.0,NA,NA,NA,NA,NA
WP_000069289.1,0.0093,0.1039,0.0013,0.8855,0.0,0.0,NA,NA,NA,NA,NA
WP_000070642.1,0.0002,0.4454,0.0,0.5544,0.0,0.0,NA,NA,NA,NA,NA
WP_000070831.1,0.0014,0.297,0.0,0.7015,0.0,0.0,NA,NA,NA,NA,NA
