# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250811155237
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_159|C1CN42|N-acetyldiaminopimelate|CP145437.1|tpos:486000-486375	noTP	0.990795	0.000455	0.008749	
antigen_111|B5E677|ATP|CP145437.1|tpos:337-402	SP	0.028756	0.961617	0.009627	CS pos: 20-21. GEG-LL. Pr: 0.6376
antigen_120|C1CSV9|Alanine|CP145437.1|tpos:602226-602592	noTP	0.845729	0.003519	0.150752	
antigen_30|C1CLL2|ATP|CP145437.1|tpos:337-402	SP	0.028756	0.961617	0.009627	CS pos: 20-21. GEG-LL. Pr: 0.6376
antigen_31|C1CA16|Aspartate--ammonia|CP145437.1|tpos:525627-525956	noTP	0.999627	0.000047	0.000326	
antigen_39|C1CL83|Chorismate|CP145437.1|tpos:37060-37447	noTP	0.997762	0.000244	0.001994	
antigen_119|B8ZN60|N-(5'-phosphoribosyl)anthranilate|CP145437.1|tpos:571822-572020	noTP	0.999823	0.000088	0.000088	
antigen_129|Q04MI9|Holliday|CP145437.1|tpos:636482-636633	noTP	0.999163	0.000208	0.000630	
antigen_134|C1CBC0|UPF0371|CP145437.1|tpos:335580-336073	noTP	0.999864	0.000054	0.000081	
antigen_150|C1CLK6|ATP|CP145437.1|tpos:1029-1414	noTP	0.999919	0.000077	0.000004	
antigen_24|B8ZLB0|ATP|CP145437.1|tpos:1469-1760	noTP	0.998268	0.000057	0.001675	
antigen_163|C1CT54|Anthranilate|CP145437.1|tpos:571256-571589	noTP	0.999917	0.000055	0.000028	
antigen_185|P64063|GTPase|CP145437.1|tpos:139800-139951	noTP	0.997651	0.000905	0.001445	
antigen_172|B5E6L9|Homoserine|CP145437.1|tpos:634562-634875	noTP	0.999876	0.000049	0.000074	
antigen_106|B8ZMG1|Alanine|CP145437.1|tpos:602226-602592	noTP	0.845729	0.003519	0.150752	
