# SignalP-5.0	Organism: euk	Timestamp: 20250616101346
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_153|Q6GHG2|Small|HE681097.1|tpos:380962-381050	OTHER	0.000618	0.999382	
antigen_149|Q99QV7|Putative|HE681097.1|tpos:139239-139462	OTHER	0.000356	0.999644	
antigen_115|Q7A7G0|Uncharacterized|HE681097.1|tpos:132766-133024	SP(Sec/SPI)	0.930774	0.069226	CS pos: 23-24. AGC-GK. Pr: 0.2992
antigen_91|Q6GIE0|Na(+)/H(+)|HE681097.1|tpos:200454-200610	OTHER	0.016282	0.983718	
antigen_134|A7X1P4|DNA|HE681097.1|tpos:377161-378598	OTHER	0.000300	0.999700	
antigen_43|P06886|Toxic|HE681097.1|tpos:130593-130788	OTHER	0.000444	0.999556	
antigen_116|P0A0I7|Accessory|HE681097.1|tpos:652351-652588	OTHER	0.000412	0.999588	
antigen_162|A8Z1W7|DNA|HE681097.1|tpos:390113-390781	OTHER	0.000701	0.999299	
antigen_19|P68789|Elongation|HE681097.1|tpos:296931-297379	OTHER	0.000766	0.999234	
antigen_36|Q6GAB5|Spermidine/putrescine|HE681097.1|tpos:323039-323402	OTHER	0.001601	0.998399	
antigen_89|Q2YU53|Probable|HE681097.1|tpos:6066-6230	OTHER	0.001833	0.998167	
antigen_111|A5ISH9|DNA|HE681097.1|tpos:389237-390108	OTHER	0.000372	0.999628	
antigen_73|A8Z3N5|Bifunctional|HE681097.1|tpos:353961-354135	OTHER	0.000453	0.999547	
antigen_8|P64400|33|HE681097.1|tpos:158184-158476	OTHER	0.003241	0.996759	
antigen_18|Q5HIH8|Putative|HE681097.1|tpos:152964-153063	OTHER	0.000609	0.999391	
antigen_49|Q6GJN0|Uncharacterized|HE681097.1|tpos:132766-133021	SP(Sec/SPI)	0.930774	0.069226	CS pos: 23-24. AGC-GK. Pr: 0.2992
antigen_182|Q2FFV9|Fluoride-specific|HE681097.1|tpos:579511-579620	OTHER	0.030863	0.969137	
antigen_174|Q2FHM8|DNA-directed|HE681097.1|tpos:358227-358298	OTHER	0.000872	0.999128	
antigen_80|Q5HG90|Homoserine|HE681097.1|tpos:402636-402939	OTHER	0.002061	0.997939	
antigen_68|Q2FJK1|Uncharacterized|HE681097.1|tpos:132766-133021	SP(Sec/SPI)	0.930774	0.069226	CS pos: 23-24. AGC-GK. Pr: 0.2992
antigen_63|P65177|Ribitol-5-phosphate|HE681097.1|tpos:83183-83420	OTHER	0.003804	0.996196	
antigen_194|Q2FEK3|Urease|HE681097.1|tpos:731083-731121	OTHER	0.004277	0.995723	
antigen_192|P30329|Arsenical|HE681097.1|tpos:575879-576307	OTHER	0.164158	0.835842	
antigen_48|Q936F2|Uncharacterized|HE681097.1|tpos:26085-26339	SP(Sec/SPI)	0.895096	0.104904	CS pos: 24-25. TAG-CG. Pr: 0.2276
antigen_121|Q99U50|L-threonine|HE681097.1|tpos:32346-32556	OTHER	0.000841	0.999159	
antigen_163|Q6GAG7|1,4-dihydroxy-2-naphthoyl-CoA|HE681097.1|tpos:305258-305530	OTHER	0.000326	0.999674	
antigen_129|P63980|DNA|HE681097.1|tpos:377975-378452	OTHER	0.000978	0.999022	
antigen_37|Q2YY04|Signal|HE681097.1|tpos:8442-8661	OTHER	0.000448	0.999552	
antigen_168|A0A0H3K6Z9|Staphylococcal|HE681097.1|tpos:130563-130789	SP(Sec/SPI)	0.912169	0.087831	CS pos: 25-26. TEA-YS. Pr: 0.6102
antigen_177|P60611|Transcriptional|HE681097.1|tpos:85623-85868	OTHER	0.000267	0.999733	
antigen_86|P60946|Putative|HE681097.1|tpos:721959-722232	OTHER	0.061425	0.938575	
antigen_106|A0A0H3K9F2|Low|HE681097.1|tpos:610142-610295	OTHER	0.007514	0.992486	
antigen_112|Q99V03|Spermidine/putrescine|HE681097.1|tpos:323039-323402	OTHER	0.001601	0.998399	
antigen_183|Q8NYF5|Type|HE681097.1|tpos:92969-93977	OTHER	0.015531	0.984469	
antigen_95|Q7A7B2|Transcription-repair-coupling|HE681097.1|tpos:242623-243111	OTHER	0.007756	0.992244	
antigen_32|Q5HFH6|Elongation|HE681097.1|tpos:325933-326403	OTHER	0.000771	0.999229	
antigen_164|Q6GIM9|Putative|HE681097.1|tpos:244790-244950	OTHER	0.000336	0.999664	
antigen_79|Q2FK09|Transcriptional|HE681097.1|tpos:85623-85868	OTHER	0.000267	0.999733	
