# SignalP-5.0	Organism: euk	Timestamp: 20251028152226
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_41|Q9KN06|Aromatic|XSN69115.1|tpos:1-404	OTHER	0.020286	0.979714	
antigen_21|Q9KLG3||XSN68685.1|tpos:1-815	OTHER	0.010191	0.989809	
antigen_58|Q9KQ23|4-diphosphocytidyl-2-C-methyl-D-erythritol|XSN68582.1|tpos:1-290	OTHER	0.017561	0.982439	
antigen_61|Q9KQH9|3-oxoacyl-[acyl-carrier-protein]|XSN68051.1|tpos:1-414	OTHER	0.036614	0.963386	
antigen_17|Q9KL39||XSN68797.1|tpos:1-453	OTHER	0.002350	0.997650	
antigen_106|Q9KUG5|Glutamate--cysteine|XSN66899.1|tpos:1-524	OTHER	0.000480	0.999520	
antigen_71|Q9KR74|site-specific|XSN68275.1|tpos:1-793	OTHER	0.001557	0.998443	
antigen_50|Q9KPG1|Peptidoglycan|XSN67708.1|tpos:1-580	OTHER	0.012092	0.987908	
antigen_98|Q9KTW3|Inosine-5'-monophosphate|XSN66636.1|tpos:1-487	OTHER	0.003305	0.996695	
antigen_101|Q9KU47|Isoleucine--tRNA|XSN66708.1|tpos:1-949	OTHER	0.000958	0.999042	
antigen_23|Q9KLL6|Cobyric|XSN69562.1|tpos:1-484	OTHER	0.009635	0.990365	
antigen_38|Q9KMW0|nicotinate-nucleotide|XSN69154.1|tpos:1-175	OTHER	0.011700	0.988300	
antigen_39|Q9KMZ0||XSN69127.1|tpos:1-638	OTHER	0.102930	0.897070	
antigen_8|P41851|Type|XSN67424.1|tpos:1-165	OTHER	0.007111	0.992889	
antigen_9|P45777|Type|XSN67414.1|tpos:1-305	OTHER	0.088532	0.911468	
antigen_130|A0A059VJN5||XSN68758.1|tpos:2-159	SP(Sec/SPI)	0.995700	0.004300	CS pos: 20-21. VFA-HQ. Pr: 0.9202
antigen_131|A0A068FS16||XSN66832.1|tpos:1-341	SP(Sec/SPI)	0.986867	0.013133	CS pos: 21-22. AYA-DG. Pr: 0.7993
antigen_115|Q9KV53|Guanosine-5'-triphosphate,3'-diphosphate|XSN67115.1|tpos:1-497	OTHER	0.000757	0.999243	
antigen_76|Q9KRL2|AttH|XSN68397.1|tpos:1-372	OTHER	0.194977	0.805023	
antigen_107|Q9KUG7||XSN66900.1|tpos:1-951	SP(Sec/SPI)	0.997126	0.002874	CS pos: 19-20. CSS-SD. Pr: 0.4064
antigen_74|Q9KRB9|TVP38/TMEM64|XSN68310.1|tpos:1-229	OTHER	0.101606	0.898394	
antigen_75|Q9KRK5|Ribosomal|XSN68390.1|tpos:1-231	OTHER	0.001630	0.998370	
antigen_102|Q9KU65|cyclic-guanylate-specific|XSN66808.1|tpos:1-685	OTHER	0.163626	0.836374	
antigen_10|Q07024|Putative|XSN67166.1|tpos:1-465	OTHER	0.002204	0.997796	
antigen_5|P0C6D8|Toxin|XSN66585.1|tpos:1-620	OTHER	0.151148	0.848852	
antigen_112|Q9KUV8||XSN67029.1|tpos:1-383	OTHER	0.013859	0.986141	
antigen_113|Q9KUY4|Glucose-6-phosphate|XSN67055.1|tpos:1-550	OTHER	0.001855	0.998145	
antigen_4|P01556|Cholera|XSN68555.1|tpos:1-124	SP(Sec/SPI)	0.997921	0.002079	CS pos: 21-22. AHG-TP. Pr: 0.5734
antigen_53|Q9KPQ7|Probable|XSN67790.1|tpos:1-403	OTHER	0.003887	0.996113	
antigen_55|Q9KPW0|Outer|XSN67845.1|tpos:1-803	SP(Sec/SPI)	0.986194	0.013806	CS pos: 20-21. ANG-AE. Pr: 0.4771
antigen_85|Q9KSB0|histidine|XSN66118.1|tpos:1-1331	SP(Sec/SPI)	0.621236	0.378764	CS pos: 21-22. AVA-MF. Pr: 0.4225
antigen_18|Q9KL57|PepSY|XSN68781.1|tpos:1-470	OTHER	0.003205	0.996795	
antigen_46|Q9KNL9|Sensor|XSN67435.1|tpos:1-438	OTHER	0.339303	0.660697	
