# SignalP-5.0	Organism: euk	Timestamp: 20251028152226
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_22|Q9KLJ9|Glycerol|WP_142737229.1|tpos:1-505	OTHER	0.000783	0.999217	
antigen_45|Q9KNJ2|Glutamine|WP_000110151.1|tpos:1-469	OTHER	0.000470	0.999530	
antigen_115|Q9KV53|Guanosine-5'-triphosphate,3'-diphosphate|WP_000076049.1|tpos:1-497	OTHER	0.000757	0.999243	
antigen_117|Q9KV71||WP_000371411.1|tpos:1-458	OTHER	0.013554	0.986446	
antigen_101|Q9KU47|Isoleucine--tRNA|WP_248436828.1|tpos:1-949	OTHER	0.000958	0.999042	
antigen_15|Q9KKU4||WP_000104641.1|tpos:1-140	OTHER	0.002054	0.997946	
antigen_16|Q9KKV2||WP_000129737.1|tpos:1-347	OTHER	0.001407	0.998593	
antigen_94|Q9KTH6|Aspartate-semialdehyde|WP_069216404.1|tpos:1-390	OTHER	0.001860	0.998140	
antigen_93|Q9KTD7|Phosphoenolpyruvate-protein|WP_000623158.1|tpos:1-573	OTHER	0.003127	0.996873	
antigen_78|Q9KRT6|sn-glycerol-3-phosphate|WP_001189750.1|tpos:1-293	OTHER	0.073971	0.926029	
antigen_102|Q9KU65|cyclic-guanylate-specific|WP_000160069.1|tpos:1-685	OTHER	0.163626	0.836374	
antigen_109|Q9KUK6||WP_142629607.1|tpos:374-580	OTHER	0.000488	0.999512	
antigen_73|Q9KR89||WP_367007861.1|tpos:1-428	OTHER	0.001025	0.998975	
antigen_95|Q9KTN2|Phosphoribosylformylglycinamidine|WP_142737925.1|tpos:1-1298	OTHER	0.001252	0.998748	
antigen_67|Q9KQW8||WP_228006391.1|tpos:1-747	OTHER	0.005977	0.994023	
antigen_38|Q9KMW0|nicotinate-nucleotide|WP_000717535.1|tpos:1-175	OTHER	0.009886	0.990114	
antigen_39|Q9KMZ0||WP_000475387.1|tpos:1-638	OTHER	0.102930	0.897070	
antigen_107|Q9KUG7||WP_185841362.1|tpos:1-951	SP(Sec/SPI)	0.997126	0.002874	CS pos: 19-20. CSS-SD. Pr: 0.4064
antigen_17|Q9KL39||WP_185841306.1|tpos:1-453	OTHER	0.002350	0.997650	
antigen_97|Q9KTW2|GMP|WP_000164590.1|tpos:1-517	OTHER	0.000652	0.999348	
antigen_108|Q9KUJ8||WP_001885690.1|tpos:1-270	OTHER	0.000732	0.999268	
antigen_110|Q9KUM8|Glutamine--fructose-6-phosphate|WP_000334130.1|tpos:1-610	OTHER	0.002079	0.997921	
antigen_50|Q9KPG1|Peptidoglycan|WP_000725937.1|tpos:1-580	OTHER	0.012092	0.987908	
antigen_64|Q9KQJ2||WP_000017256.1|tpos:1-314	OTHER	0.000730	0.999270	
antigen_65|Q9KQN2|Phospholipid/glycerol|WP_185841247.1|tpos:1-623	OTHER	0.001727	0.998273	
antigen_136|A0A7Z7YF30|GlcNAc-binding|WP_367007948.1|tpos:1-485	SP(Sec/SPI)	0.982013	0.017987	CS pos: 23-24. AYG-HG. Pr: 0.6437
antigen_98|Q9KTW3|Inosine-5'-monophosphate|WP_000944163.1|tpos:1-487	OTHER	0.003305	0.996695	
antigen_99|Q9KTW7|GTPase|WP_057552471.1|tpos:1-494	OTHER	0.000878	0.999122	
antigen_121|Q9KVD0||WP_000953041.1|tpos:1-559	OTHER	0.257012	0.742988	
antigen_122|Q9KVD3|Lipid|WP_000076204.1|tpos:1-315	OTHER	0.000646	0.999354	
antigen_100|Q9KU42||WP_000964316.1|tpos:1-494	OTHER	0.254697	0.745303	
antigen_138|A0A2S1ZSI6||WP_032476160.1|tpos:1-957	SP(Sec/SPI)	0.996658	0.003342	CS pos: 22-23. AQA-TT. Pr: 0.7522
antigen_55|Q9KPW0|Outer|WP_001240969.1|tpos:1-803	SP(Sec/SPI)	0.986194	0.013806	CS pos: 20-21. ANG-AE. Pr: 0.4771
antigen_19|Q9KLB4||WP_000929763.1|tpos:1-192	OTHER	0.000412	0.999588	
antigen_20|Q9KLE4|Sulfatase|WP_185841262.1|tpos:1-654	OTHER	0.014261	0.985739	
antigen_23|Q9KLL6|Cobyric|WP_142737683.1|tpos:1-484	OTHER	0.007474	0.992526	
antigen_89|Q9KT56||WP_000762360.1|tpos:1-291	OTHER	0.000356	0.999644	
antigen_91|Q9KT88|Ion-translocating|WP_185841270.1|tpos:1-814	OTHER	0.001084	0.998916	
antigen_128|Q9X4W3|Lysine-acyltransferase|WP_001881196.1|tpos:1-153	OTHER	0.004229	0.995771	
antigen_51|Q9KPH9|Carbamoyl|WP_001126441.1|tpos:1-1076	OTHER	0.350147	0.649853	
antigen_71|Q9KR74|site-specific|WP_335920288.1|tpos:145-428	OTHER	0.000673	0.999327	
antigen_46|Q9KNL9|Sensor|WP_088127892.1|tpos:1-438	OTHER	0.339303	0.660697	
antigen_47|Q9KNS5|Fumarate|WP_123163015.1|tpos:1-602	OTHER	0.008835	0.991165	
antigen_69|Q9KR70|Kelch|WP_001008002.1|tpos:1-355	OTHER	0.002235	0.997765	
antigen_53|Q9KPQ7|Probable|WP_142629579.1|tpos:1-403	OTHER	0.004056	0.995944	
antigen_54|Q9KPS2|Na(+)-translocating|WP_000523294.1|tpos:1-415	OTHER	0.000826	0.999174	
antigen_1|H9L4Q6|cyclic-guanylate-specific|WP_142737515.1|tpos:1-584	OTHER	0.001041	0.998959	
antigen_82|Q9KS50||WP_001087674.1|tpos:1-395	OTHER	0.008523	0.991477	
antigen_36|Q9KMS1||WP_000370592.1|tpos:1-177	OTHER	0.002475	0.997525	
antigen_37|Q9KMV8|3'3'-cGAMP-specific|WP_000362852.1|tpos:1-513	OTHER	0.000685	0.999315	
antigen_18|Q9KL57|PepSY|WP_142737453.1|tpos:1-470	OTHER	0.004316	0.995684	
antigen_81|Q9KS01|endopeptidase|WP_001888517.1|tpos:1-549	OTHER	0.000629	0.999371	
antigen_79|Q9KRU2||WP_142737776.1|tpos:1-282	SP(Sec/SPI)	0.994661	0.005339	CS pos: 20-21. TLA-ND. Pr: 0.9536
antigen_80|Q9KRZ1||WP_193836624.1|tpos:1-1613	OTHER	0.001119	0.998881	
antigen_35|Q9KMN1|Chloramphenicol|WP_000856959.1|tpos:70-193	OTHER	0.003761	0.996239	
antigen_124|Q9KVI0||WP_185841372.1|tpos:1-193	OTHER	0.000718	0.999282	
antigen_126|Q9KVY0||WP_142737296.1|tpos:1-245	OTHER	0.000547	0.999453	
antigen_127|Q9KVY4|Membrane|WP_367007805.1|tpos:1-541	SP(Sec/SPI)	0.624377	0.375623	CS pos: 26-27. QVA-KN. Pr: 0.2575
antigen_130|A0A059VJN5||WP_000814590.1|tpos:2-159	SP(Sec/SPI)	0.995700	0.004300	CS pos: 20-21. VFA-HQ. Pr: 0.9202
antigen_131|A0A068FS16||WP_001044328.1|tpos:1-340	SP(Sec/SPI)	0.987213	0.012787	CS pos: 21-22. VNA-GE. Pr: 0.8919
antigen_7|P0C6R1|Ferric|WP_142738030.1|tpos:1-687	OTHER	0.286559	0.713441	
antigen_11|Q08790|Outer|WP_367007994.1|tpos:1-171	SP(Sec/SPI)	0.999268	0.000732	CS pos: 18-19. CLG-MP. Pr: 0.9630
antigen_62|Q9KQI9|PNPLA|WP_185841211.1|tpos:1-385	OTHER	0.002093	0.997907	
antigen_63|Q9KQJ0|Pyruvate|WP_000099573.1|tpos:1-481	OTHER	0.001068	0.998932	
antigen_58|Q9KQ23|4-diphosphocytidyl-2-C-methyl-D-erythritol|WP_053036892.1|tpos:1-290	OTHER	0.017561	0.982439	
antigen_59|Q9KQ28|UPF0162|WP_000933142.1|tpos:1-270	OTHER	0.000382	0.999618	
antigen_87|Q9KSU2|Carboxy-S-adenosyl-L-methionine|WP_142737346.1|tpos:1-242	OTHER	0.001478	0.998522	
antigen_88|Q9KT01|diguanylate|WP_114762807.1|tpos:1-489	OTHER	0.275658	0.724342	
antigen_66|Q9KQQ4||WP_185841248.1|tpos:1-282	OTHER	0.001726	0.998274	
antigen_85|Q9KSB0|histidine|WP_142737654.1|tpos:1-1331	SP(Sec/SPI)	0.771592	0.228408	CS pos: 21-22. AVA-MF. Pr: 0.3917
antigen_56|Q9KPX5||WP_142738027.1|tpos:1-532	SP(Sec/SPI)	0.991605	0.008395	CS pos: 16-17. VGC-QS. Pr: 0.3140
antigen_57|Q9KPX9|DNA|WP_001098047.1|tpos:1-247	OTHER	0.000416	0.999584	
antigen_123|Q9KVD4|Lipid|WP_142737857.1|tpos:1-325	OTHER	0.000516	0.999484	
