# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251001155155
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_163|C0RF52|ATP|NZ_CP018479.1|tpos:41073-41394	noTP	0.987669	0.000702	0.011629	
antigen_137|Q8YG89|Cysteine--tRNA|NZ_CP018478.1|tpos:221719-222224	noTP	0.999301	0.000100	0.000599	
antigen_29|P67228|UPF0102|NZ_CP018478.1|tpos:61684-61809	noTP	0.986600	0.003714	0.009686	
antigen_31|C0RLC2|Glycerol-3-phosphate|NZ_CP018479.1|tpos:184366-184566	noTP	0.993685	0.004864	0.001451	
antigen_32|Q8YDS2|Leu/Ile/Val-binding|NZ_CP018479.1|tpos:381603-381752	noTP	0.997477	0.001336	0.001186	
antigen_34|C0RLB8|Putative|NZ_CP018479.1|tpos:182877-183038	noTP	0.999787	0.000089	0.000124	
antigen_149|Q8YFR1|4-hydroxy-3-methylbut-2-enyl|NZ_CP018478.1|tpos:160413-160758	noTP	0.990424	0.002113	0.007463	
antigen_168|C0RGR3|Thiazole|NZ_CP018478.1|tpos:329361-329483	noTP	0.994390	0.001595	0.004015	
antigen_112|C0RIB3|Beta-ketoacyl-[acyl-carrier-protein]|NZ_CP018478.1|tpos:254067-254389	noTP	0.804238	0.002672	0.193091	
antigen_120|Q8YIR8|Ferric|NZ_CP018478.1|tpos:526971-527111	noTP	0.999723	0.000030	0.000248	
antigen_67|C0RJ23|NAD(P)H|NZ_CP018478.1|tpos:336682-336880	noTP	0.949451	0.049845	0.000704	
antigen_16|C0RJP4|Sugar|NZ_CP018478.1|tpos:409651-409888	noTP	0.916691	0.000547	0.082761	
antigen_18|C0RIG4|Small|NZ_CP018478.1|tpos:269450-269654	noTP	0.999851	0.000010	0.000139	
antigen_127|C0RKP1|Protein|NZ_CP018479.1|tpos:96808-96942	noTP	0.763437	0.007274	0.229289	
antigen_62|Q8YGM0|Lipoprotein-releasing|NZ_CP018478.1|tpos:267166-267392	noTP	0.999618	0.000242	0.000140	
antigen_66|Q8YI00|Urease|NZ_CP018478.1|tpos:97220-97431	SP	0.451137	0.467216	0.081647	CS pos: 18-19. SFS-YS. Pr: 0.3211
antigen_0|Q45321|25|NZ_CP018478.1|tpos:410495-410694	noTP	0.898820	0.099497	0.001683	
antigen_89|P0A3U4|31|NZ_CP018478.1|tpos:515777-515964	noTP	0.997546	0.002379	0.000075	
antigen_136|C0REI6|Oxygen-dependent|NZ_CP018478.1|tpos:493433-493735	noTP	0.999875	0.000026	0.000099	
antigen_161|Q8YCG3|Fe(3+)|NZ_CP018479.1|tpos:99648-99986	noTP	0.999961	0.000032	0.000006	
antigen_184|C0RFI1|Hydroxyacylglutathione|NZ_CP018478.1|tpos:612491-612750	noTP	0.999840	0.000110	0.000050	
antigen_150|Q8YJ23|Leu/Ile/Val-binding|NZ_CP018479.1|tpos:118081-118453	noTP	0.847449	0.110942	0.041610	
antigen_170|Q8YCA7|sn-glycerol-3-phosphate-binding|NZ_CP018479.1|tpos:154757-154995	noTP	0.998315	0.000961	0.000724	
antigen_105|C0RMK4|Uracil|NZ_CP018479.1|tpos:335145-335352	noTP	0.995436	0.001221	0.003344	
antigen_145|Q8YCB0|sn-glycerol-3-phosphate|NZ_CP018479.1|tpos:200927-201208	noTP	0.998499	0.000104	0.001398	
antigen_24|C0RGM7|Ribonuclease|NZ_CP018478.1|tpos:60351-60588	noTP	0.999822	0.000094	0.000084	
antigen_96|C0RJF0|NADPH-dependent|NZ_CP018478.1|tpos:382270-382424	noTP	0.997745	0.000845	0.001410	
antigen_132|C0RKF4|Tetraacyldisaccharide|NZ_CP018479.1|tpos:65602-65942	noTP	0.992758	0.004226	0.003016	
antigen_54|C0RJK4|Elongation|NZ_CP018478.1|tpos:66628-66765	noTP	0.999968	0.000022	0.000010	
antigen_42|Q8YHF9|Cyclic|NZ_CP018478.1|tpos:369700-369864	noTP	0.999903	0.000048	0.000049	
