# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251001125758
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_84|C0RFD2|tRNA|NZ_CP026337.1|tpos:983550-983908	noTP	0.999694	0.000254	0.000051	
antigen_86|C0RJ48|Phosphoribosyl-AMP|NZ_CP026337.1|tpos:345768-345906	noTP	0.999917	0.000073	0.000010	
antigen_182|C0RMG5|Acetylglutamate|NZ_CP026337.1|tpos:943438-943733	noTP	0.997471	0.001923	0.000606	
antigen_111|C0REX2|Elongation|NZ_CP026337.1|tpos:542895-543080	noTP	0.999700	0.000107	0.000193	
antigen_75|C0RG65|Formamidopyrimidine-DNA|NZ_CP026337.1|tpos:1075578-1075870	noTP	0.999248	0.000128	0.000624	
antigen_89|P0A3U4|31|NZ_CP026337.1|tpos:410720-410914	noTP	0.997664	0.002297	0.000039	
antigen_55|Q8YI12|Fluoride-specific|NZ_CP026337.1|tpos:876031-876148	noTP	0.986858	0.012232	0.000910	
antigen_62|Q8YGM0|Lipoprotein-releasing|NZ_CP026337.1|tpos:923298-923502	noTP	0.943123	0.000582	0.056295	
antigen_77|Q8YGK3|NADH-quinone|NZ_CP026337.1|tpos:260485-260880	noTP	0.999660	0.000062	0.000278	
antigen_22|P63566|Acetylornithine|NZ_CP026337.1|tpos:910441-910546	noTP	0.999584	0.000361	0.000054	
antigen_16|C0RJP4|Sugar|NZ_CP026337.1|tpos:409871-410108	noTP	0.916691	0.000547	0.082761	
antigen_32|Q8YDS2|Leu/Ile/Val-binding|NZ_CP026337.1|tpos:818451-818810	SP	0.021258	0.977265	0.001477	CS pos: 29-30. AYA-DV. Pr: 0.6955
antigen_9|Q8YHC4|UvrABC|NZ_CP026337.1|tpos:761230-761397	noTP	0.999711	0.000056	0.000233	
antigen_36|C0RM77|Urocanate|NZ_CP026337.1|tpos:912764-913320	noTP	0.999936	0.000044	0.000019	
antigen_150|Q8YJ23|Leu/Ile/Val-binding|NZ_CP026337.1|tpos:818459-818829	SP	0.000044	0.999933	0.000023	CS pos: 21-22. AYA-DV. Pr: 0.6642
antigen_155|C0RFV7|Shikimate|NZ_CP026337.1|tpos:1039878-1040166	noTP	0.997317	0.001310	0.001373	
antigen_60|Q8YCN8|Nickel|NZ_CP026337.1|tpos:970460-970712	noTP	0.998567	0.000272	0.001161	
antigen_0|Q45321|25|NZ_CP026337.1|tpos:410715-410914	noTP	0.898820	0.099497	0.001683	
antigen_170|Q8YCA7|sn-glycerol-3-phosphate-binding|NZ_CP026337.1|tpos:821057-821489	SP	0.012196	0.766191	0.221613	CS pos: 23-24. SQA-FA. Pr: 0.4221
antigen_25|D0B707|Phosphatidylcholine|NZ_CP026337.1|tpos:150958-151093	noTP	0.999809	0.000004	0.000187	
antigen_56|C0RIN3|Aspartyl/glutamyl-tRNA(Asn/Gln)|NZ_CP026337.1|tpos:290426-290925	noTP	0.999551	0.000308	0.000141	
antigen_85|C0RJB4|LexA|NZ_CP026337.1|tpos:370593-370832	noTP	0.998301	0.000199	0.001499	
antigen_141|C0RLJ5|Ribosomal|NZ_CP026337.1|tpos:830743-830982	noTP	0.999832	0.000006	0.000163	
antigen_88|Q8YEA2|tRNA-2-methylthio-N(6)-dimethylallyladenosine|NZ_CP026337.1|tpos:1065351-1065817	noTP	0.999990	0.000007	0.000003	
antigen_197|Q8YIM6|Cell-division|NZ_CP026337.1|tpos:510075-511109	noTP	0.999957	0.000037	0.000005	
antigen_193|Q8YAY5|HTH-type|NZ_CP026337.1|tpos:659425-659683	noTP	0.998568	0.000844	0.000588	
antigen_151|C0RFL5|7-cyano-7-deazaguanine|NZ_CP026337.1|tpos:1009462-1009693	noTP	0.925512	0.073944	0.000545	
antigen_42|Q8YHF9|Cyclic|NZ_CP026337.1|tpos:369924-370088	noTP	0.999903	0.000048	0.000049	
antigen_11|P63542|Adenine|NZ_CP026337.1|tpos:215695-215741	noTP	0.971792	0.021791	0.006417	
antigen_26|C0RFX3|Imidazole|NZ_CP026337.1|tpos:1043695-1043897	noTP	0.999728	0.000201	0.000071	
antigen_96|C0RJF0|NADPH-dependent|NZ_CP026337.1|tpos:382493-382647	noTP	0.997745	0.000845	0.001410	
antigen_71|Q8YG99|Probable|NZ_CP026337.1|tpos:226138-226175	noTP	0.743241	0.000978	0.255781	
antigen_121|Q8YEK2|Error-prone|NZ_CP026337.1|tpos:267420-268475	noTP	0.948835	0.016772	0.034393	
antigen_126|C0RM93|D-aminopeptidase|NZ_CP026337.1|tpos:918121-918638	noTP	0.999261	0.000638	0.000101	
antigen_35|Q8YJ03|Thiamine|NZ_CP026337.1|tpos:36238-36487	noTP	0.933691	0.066074	0.000236	
antigen_144|C0RH46|3-methyl-2-oxobutanoate|NZ_CP026337.1|tpos:117274-117548	noTP	0.989257	0.000302	0.010441	
antigen_177|Q8YH20|Beta-(1-->2)glucan|NZ_CP026337.1|tpos:150234-150600	noTP	0.999850	0.000066	0.000085	
antigen_6|Q8YHZ8|Urease|NZ_CP026337.1|tpos:299944-300373	noTP	0.969887	0.011333	0.018780	
antigen_29|P67228|UPF0102|NZ_CP026337.1|tpos:61441-61566	noTP	0.986600	0.003714	0.009686	
antigen_51|C0RIA7|Transcription|NZ_CP026337.1|tpos:251748-251918	noTP	0.992517	0.005466	0.002017	
antigen_54|C0RJK4|Elongation|NZ_CP026337.1|tpos:66385-66522	noTP	0.999968	0.000022	0.000010	
antigen_183|C0RIA3|Transcriptional|NZ_CP026337.1|tpos:250848-251005	noTP	0.999903	0.000004	0.000093	
antigen_24|C0RGM7|Ribonuclease|NZ_CP026337.1|tpos:60108-60345	noTP	0.999822	0.000094	0.000084	
antigen_82|Q8YEM5|Cytochrome|NZ_CP026337.1|tpos:32421-32635	noTP	0.997738	0.001220	0.001042	
antigen_156|Q8YED5|Chromosomal|NZ_CP026337.1|tpos:45-540	noTP	0.999788	0.000137	0.000075	
antigen_161|Q8YCG3|Fe(3+)|NZ_CP026337.1|tpos:923287-923515	noTP	0.996847	0.000296	0.002857	
antigen_30|C0RIG5|tRNA-cytidine(32)|NZ_CP026337.1|tpos:269672-269964	noTP	0.999952	0.000022	0.000027	
antigen_175|C0RIE0|NADH-quinone|NZ_CP026337.1|tpos:260054-260246	noTP	0.998754	0.001170	0.000076	
antigen_115|Q8YC76|DNA|NZ_CP026337.1|tpos:809659-810103	noTP	0.999813	0.000051	0.000136	
antigen_145|Q8YCB0|sn-glycerol-3-phosphate|NZ_CP026337.1|tpos:852257-852506	noTP	0.917880	0.081227	0.000892	
