# SignalP-5.0	Organism: euk	Timestamp: 20251101175209
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_3|Q9KM70|Multiphosphoryl|WP_057568891.1|tpos:1-400	OTHER	0.001371	0.998629	
antigen_182|C3LQZ5|23S|WP_142737278.1|tpos:1-440	OTHER	0.000419	0.999581	
antigen_122|Q9KUD9|Ribosomal|WP_000131547.1|tpos:1-288	OTHER	0.000596	0.999404	
antigen_123|C3LVM7|Large-conductance|WP_000054763.1|tpos:1-136	OTHER	0.003710	0.996290	
antigen_124|Q9KPI5|UPF0126|WP_000381501.1|tpos:1-206	OTHER	0.058194	0.941806	
antigen_177|C3LNU9|Peptide|WP_001903554.1|tpos:1-147	OTHER	0.002699	0.997301	
antigen_50|Q84I33|DNA|WP_142629304.1|tpos:1-960	OTHER	0.007919	0.992081	
antigen_163|Q9KSP8|Putative|WP_000818869.1|tpos:1-106	OTHER	0.000223	0.999777	
antigen_164|Q9KLC1|L-2,4-diaminobutyric|WP_000493522.1|tpos:8-180	OTHER	0.002718	0.997282	
antigen_166|C3LSG8|D-aminoacyl-tRNA|WP_000560961.1|tpos:1-144	OTHER	0.001626	0.998374	
antigen_161|A5F6M1|Nucleoid-associated|WP_000051797.1|tpos:1-333	OTHER	0.001310	0.998690	
antigen_162|C3LRA0|Small|WP_000090471.1|tpos:1-75	OTHER	0.001358	0.998642	
antigen_90|Q9KPG0|Cell|WP_001137975.1|tpos:1-106	OTHER	0.013322	0.986678	
antigen_91|Q9KQD8|Protein-glutamate|WP_000985860.1|tpos:1-377	OTHER	0.000415	0.999585	
antigen_92|C3LT10|Dual-specificity|WP_000206077.1|tpos:1-373	OTHER	0.000571	0.999429	
antigen_152|Q9KVC9|UPF0758|WP_367007799.1|tpos:1-224	OTHER	0.000409	0.999591	
antigen_153|Q9KNR7|Chaperonin|WP_001887299.1|tpos:1-544	OTHER	0.000421	0.999579	
antigen_74|C3LR57|Large|WP_001096669.1|tpos:1-233	OTHER	0.000648	0.999352	
antigen_75|C3LT39|D-amino|WP_142737720.1|tpos:1-420	OTHER	0.243821	0.756179	
antigen_13|C3LS25|DNA|WP_367007780.1|tpos:1-862	OTHER	0.000595	0.999405	
antigen_193|C3LRP2|Large|WP_000358092.1|tpos:1-117	OTHER	0.000682	0.999318	
antigen_194|C3LSG5|Phosphoenolpyruvate|WP_000217612.1|tpos:1-542	OTHER	0.001431	0.998569	
antigen_199|Q9KLP4|Glucose-1-phosphate|WP_142737698.1|tpos:1-407	OTHER	0.028017	0.971983	
antigen_120|Q9KUP7|Glutathione|WP_000593313.1|tpos:1-318	OTHER	0.001062	0.998938	
antigen_53|Q9KQB8|Zinc|WP_000996145.1|tpos:1-262	OTHER	0.000684	0.999316	
antigen_25|Q9KSA4|Acylphosphatase|WP_000414772.1|tpos:1-91	OTHER	0.001678	0.998322	
antigen_27|C3LSZ2|S-adenosylmethionine:tRNA|WP_142737704.1|tpos:1-352	OTHER	0.000855	0.999145	
antigen_128|C3LS21|5'-nucleotidase|WP_185841365.1|tpos:1-250	OTHER	0.001514	0.998486	
antigen_129|Q9KQI2|Thymidylate|WP_142547505.1|tpos:1-212	OTHER	0.000596	0.999404	
antigen_11|C3LTC2|UPF0253|WP_000870111.1|tpos:1-67	OTHER	0.000766	0.999234	
antigen_186|C3LSP4|Phosphoglucosamine|WP_001281053.1|tpos:1-446	OTHER	0.001452	0.998548	
antigen_40|C3LPZ8|Glutamate|WP_114735528.1|tpos:1-265	OTHER	0.000770	0.999230	
antigen_41|C3LR58|Large|WP_001207198.1|tpos:1-162	OTHER	0.000523	0.999477	
antigen_42|C3LPV3|Probable|WP_000111630.1|tpos:1-220	OTHER	0.000447	0.999553	
antigen_118|P0C6Q7|ToxR-activated|WP_142737620.1|tpos:218-977	OTHER	0.003376	0.996624	
antigen_196|C3LTC5|Proline--tRNA|WP_123162479.1|tpos:1-571	OTHER	0.000462	0.999538	
antigen_125|Q9KT00|tRNA-dihydrouridine(16)|WP_142737357.1|tpos:1-323	OTHER	0.001420	0.998580	
antigen_136|Q9KPF9|Ribosomal|WP_000127220.1|tpos:1-316	OTHER	0.001045	0.998955	
antigen_43|Q9KNM9|K(+)/H(+)|WP_142737546.1|tpos:1-581	OTHER	0.060568	0.939432	
antigen_168|C3LQX1|Cell|WP_000207194.1|tpos:1-246	OTHER	0.000210	0.999790	
antigen_189|Q9KMX5|Bifunctional|WP_185841333.1|tpos:1-490	OTHER	0.001289	0.998711	
antigen_79|Q9KVT3|Shikimate|WP_000168150.1|tpos:1-278	OTHER	0.000642	0.999358	
antigen_2|Q9KQG2|Aspartate-semialdehyde|WP_001263690.1|tpos:1-370	OTHER	0.020827	0.979173	
antigen_151|Q9KNM3|DNA-directed|WP_000135052.1|tpos:1-90	OTHER	0.000288	0.999712	
antigen_170|Q9KS33|Spermidine/putrescine|WP_001881184.1|tpos:1-377	OTHER	0.000940	0.999060	
antigen_87|C3LNM5|ATP-dependent|WP_000130332.1|tpos:1-426	OTHER	0.001495	0.998505	
antigen_88|C3LSP6|Ribosome|WP_000147148.1|tpos:1-151	OTHER	0.001266	0.998734	
antigen_134|C3LTC8|Large|WP_000643440.1|tpos:1-85	OTHER	0.000936	0.999064	
antigen_135|C3LN49|Glycogen|WP_193836587.1|tpos:1-484	OTHER	0.003123	0.996877	
