accession,label,feature,subfeature,value
Q8YDV4,random,rate4site_deeptmhmm,mean_outside_scores,2.8846153846074943e-06
Q8YDV4,random,rate4site_deeptmhmm,,-0.1458
Q8YDV4,random,rate4site_deeptmhmm,min_outside_scores,-1.4315
Q8YDV4,random,rate4site_deeptmhmm,max_outside_scores,8.0976
C0RF89,random,rate4site_deeptmhmm,mean_outside_scores,4.0804597701148616e-05
C0RF89,random,rate4site_deeptmhmm,,-0.1973
C0RF89,random,rate4site_deeptmhmm,min_outside_scores,-0.4331
C0RF89,random,rate4site_deeptmhmm,max_outside_scores,5.7698
Q8YI63,random,rate4site_deeptmhmm,mean_outside_scores,-1.1363636363630627e-05
Q8YI63,random,rate4site_deeptmhmm,,-0.1788
Q8YI63,random,rate4site_deeptmhmm,min_outside_scores,-1.2058
Q8YI63,random,rate4site_deeptmhmm,max_outside_scores,6.4063
C0REB5,random,rate4site_deeptmhmm,mean_outside_scores,1.5131578947361847e-05
C0REB5,random,rate4site_deeptmhmm,,-0.1572
C0REB5,random,rate4site_deeptmhmm,min_outside_scores,-1.0023
C0REB5,random,rate4site_deeptmhmm,max_outside_scores,5.2611
C0RK96,random,rate4site_deeptmhmm,mean_outside_scores,3.603603603600906e-05
C0RK96,random,rate4site_deeptmhmm,,-0.396
C0RK96,random,rate4site_deeptmhmm,min_outside_scores,-2.5081
C0RK96,random,rate4site_deeptmhmm,max_outside_scores,2.0606
Q8YIB0,random,rate4site_deeptmhmm,mean_outside_scores,1.5131578947361847e-05
Q8YIB0,random,rate4site_deeptmhmm,,-0.1572
Q8YIB0,random,rate4site_deeptmhmm,min_outside_scores,-1.0023
Q8YIB0,random,rate4site_deeptmhmm,max_outside_scores,5.2611
Q8YHG4,random,rate4site_deeptmhmm,mean_outside_scores,2.6849894291745844e-05
Q8YHG4,random,rate4site_deeptmhmm,,-0.193
Q8YHG4,random,rate4site_deeptmhmm,min_outside_scores,-1.1429
Q8YHG4,random,rate4site_deeptmhmm,max_outside_scores,5.8972
