# SignalP-5.0	Organism: euk	Timestamp: 20250821122025
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_59|Q9A1P7|ABC|NZ_CP151447.1|tpos:46608-46949	SP(Sec/SPI)	0.505637	0.494363	CS pos: 16-17. GGC-TN. Pr: 0.1240
antigen_82|Q9A0C5|RND|NZ_CP151447.1|tpos:210837-211259	OTHER	0.003795	0.996205	
antigen_83|Q99ZN4|Sortase|NZ_CP151447.1|tpos:39504-39649	OTHER	0.000815	0.999185	
antigen_84|Q99ZA4|ABC|NZ_CP151447.1|tpos:335775-336498	SP(Sec/SPI)	0.995411	0.004589	CS pos: 24-25. ASA-ET. Pr: 0.9092
antigen_35|A2T8Z5|PrtF2|NZ_CP151447.1|tpos:37058-37158	OTHER	0.000720	0.999280	
antigen_81|Q9A0D7|Capsule|NZ_CP151447.1|tpos:206782-207211	OTHER	0.000571	0.999429	
antigen_1|P0C0E0|DNA-directed|NZ_CP151447.1|tpos:30765-31977	OTHER	0.002323	0.997677	
antigen_87|Q99YL1|Penicillin-binding|NZ_CP151447.1|tpos:421363-422082	OTHER	0.001204	0.998796	
antigen_48|A0A0H2UUI7|Capsule|NZ_CP151447.1|tpos:206819-207211	OTHER	0.134469	0.865531	
antigen_36|A2T8Y9|Cpa|NZ_CP151447.1|tpos:37253-37712	OTHER	0.001443	0.998557	
antigen_51|Q9A1S2|Pilin|NZ_CP151447.1|tpos:37893-38232	SP(Sec/SPI)	0.982104	0.017896	CS pos: 23-24. VHG-ET. Pr: 0.8496
antigen_71|Q9A0L9|Zinc-binding|NZ_CP151447.1|tpos:62116-62384	OTHER	0.002914	0.997086	
antigen_0|P0C0D1|DNA|NZ_CP151447.1|tpos:570711-571078	OTHER	0.001237	0.998763	
antigen_6|Q99XU9|M|NZ_CP151447.1|tpos:55437-55558	OTHER	0.005284	0.994716	
antigen_15|Q9A080|Histidine|NZ_CP151447.1|tpos:227529-227790	OTHER	0.000926	0.999074	
antigen_72|Q99ZW9|YbbR-like|NZ_CP151447.1|tpos:247417-247734	SP(Sec/SPI)	0.900786	0.099214	CS pos: 29-30. ASS-NH. Pr: 0.3187
antigen_114|Q9A066|Ribosomal|NZ_CP151447.1|tpos:80277-80395	OTHER	0.000459	0.999541	
antigen_56|Q99XX8|pullulanase|NZ_CP151447.1|tpos:72416-73580	OTHER	0.065431	0.934569	
antigen_54|Q9A0C0|Gram-positive|NZ_CP151447.1|tpos:212914-213921	OTHER	0.434349	0.565651	
antigen_26|A0A5D3HKW0|Hypothetical|NZ_CP151447.1|tpos:247417-247734	SP(Sec/SPI)	0.900786	0.099214	CS pos: 29-30. ASS-NH. Pr: 0.3187
antigen_103|Q99Z67|NADP-dependent|NZ_CP151447.1|tpos:255940-256370	OTHER	0.000282	0.999718	
antigen_65|Q99ZD7|Amino|NZ_CP151447.1|tpos:229421-229687	SP(Sec/SPI)	0.993991	0.006009	CS pos: 19-20. AAC-AP. Pr: 0.5045
antigen_52|Q9A1S0|Streptococcal|NZ_CP151447.1|tpos:38479-38693	SP(Sec/SPI)	0.994015	0.005985	CS pos: 26-27. VEA-EN. Pr: 0.9699
antigen_93|Q99XU2|ATP-binding|NZ_CP151447.1|tpos:210844-211236	OTHER	0.029969	0.970031	
antigen_70|Q9A1G0|serine-type|NZ_CP151447.1|tpos:261829-262235	SP(Sec/SPI)	0.976603	0.023397	CS pos: 24-25. VLA-AD. Pr: 0.6411
antigen_29|A0A0H3BYZ6|Metal|NZ_CP151447.1|tpos:62128-62390	OTHER	0.000526	0.999474	
antigen_89|Q99YH8|Lipoprotein|NZ_CP151447.1|tpos:434703-434942	OTHER	0.025220	0.974780	
antigen_13|Q99ZH4|Lipoprotein|NZ_CP151447.1|tpos:46603-46948	SP(Sec/SPI)	0.945717	0.054283	CS pos: 21-22. GGC-TN. Pr: 0.4610
antigen_77|Q9A1X8|Acyltransferase|NZ_CP151447.1|tpos:17707-18297	OTHER	0.041163	0.958837	
antigen_92|Q99XV4|Histidine|NZ_CP151447.1|tpos:62394-63218	SP(Sec/SPI)	0.604041	0.395959	CS pos: 22-23. IGS-YQ. Pr: 0.4808
antigen_61|Q9A1E5|Solute-binding|NZ_CP151447.1|tpos:229428-229698	SP(Sec/SPI)	0.625990	0.374010	CS pos: 19-20. SQK-SS. Pr: 0.1655
antigen_62|P0A4G4|Iron|NZ_CP151447.1|tpos:62085-62390	SP(Sec/SPI)	0.997623	0.002377	CS pos: 19-20. AGC-DK. Pr: 0.6513
antigen_78|Q9A1U2|Penicillin-binding|NZ_CP151447.1|tpos:421423-421929	OTHER	0.000803	0.999197	
antigen_8|Q99Y17|PTS|NZ_CP151447.1|tpos:85404-85968	OTHER	0.001063	0.998937	
antigen_3|P0C0E3|Lantibiotic|NZ_CP151447.1|tpos:509485-509699	OTHER	0.000506	0.999494	
antigen_118|Q7DAM9|Signal|NZ_CP151447.1|tpos:100230-100729	OTHER	0.017068	0.982932	
antigen_91|Q99XY4|Proline--tRNA|NZ_CP151447.1|tpos:458263-458437	OTHER	0.001251	0.998749	
antigen_53|Q9A0J7|Endonuclease/exonuclease/phosphatase|NZ_CP151447.1|tpos:185702-186611	SP(Sec/SPI)	0.940498	0.059502	CS pos: 22-23. TSV-EE. Pr: 0.2967
antigen_86|P0C0D0|Ornithine|NZ_CP151447.1|tpos:209179-209329	OTHER	0.000419	0.999581	
antigen_12|Q99Z76|Internalin|NZ_CP151447.1|tpos:62731-62907	OTHER	0.001041	0.998959	
