# SignalP-5.0	Organism: euk	Timestamp: 20250821122030
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_16|Q9A0B0|Fructose-specific|CP119599.1|tpos:47043-47690	OTHER	0.000965	0.999035	
antigen_8|Q99Y17|PTS|CP119599.1|tpos:369651-370061	OTHER	0.321920	0.678080	
antigen_129|Q99XH9|DUF4115|CP119599.1|tpos:332564-332904	OTHER	0.000272	0.999728	
antigen_5|Q7DAL7|Protein|CP119599.1|tpos:388142-388179	OTHER	0.047650	0.952350	
antigen_6|Q99XU9|M|CP119599.1|tpos:376609-377138	OTHER	0.002443	0.997557	
antigen_7|Q99XV0|M|CP119599.1|tpos:377688-378108	OTHER	0.208828	0.791172	
antigen_77|Q9A1X8|Acyltransferase|CP119599.1|tpos:423408-423998	OTHER	0.041163	0.958837	
antigen_40|A0A5S4TFJ9|M-related|CP119599.1|tpos:377688-378108	OTHER	0.208828	0.791172	
antigen_103|Q99Z67|NADP-dependent|CP119599.1|tpos:86240-86670	OTHER	0.000282	0.999718	
antigen_61|Q9A1E5|Solute-binding|CP119599.1|tpos:59926-60196	OTHER	0.448022	0.551978	
antigen_62|P0A4G4|Iron|CP119599.1|tpos:522989-523298	SP(Sec/SPI)	0.957774	0.042226	CS pos: 23-24. CSS-TG. Pr: 0.2690
antigen_57|Q7DAL3|Collagen-like|CP119599.1|tpos:387879-388180	OTHER	0.000215	0.999785	
antigen_41|P49054|Plasminogen-binding|CP119599.1|tpos:377700-378080	SP(Sec/SPI)	0.942072	0.057928	CS pos: 23-24. GFA-NQ. Pr: 0.4003
antigen_19|Q9A155|DNA|CP119599.1|tpos:524211-525011	OTHER	0.001380	0.998620	
antigen_21|Q9A1H3|Surface|CP119599.1|tpos:479933-480805	OTHER	0.058183	0.941817	
antigen_22|Q9A1Z8|Secreted|CP119599.1|tpos:376179-376267	OTHER	0.002202	0.997798	
antigen_33|A0A0H3BVP3|Sugar|CP119599.1|tpos:475400-475597	OTHER	0.000865	0.999135	
antigen_70|Q9A1G0|serine-type|CP119599.1|tpos:92129-92535	SP(Sec/SPI)	0.976603	0.023397	CS pos: 24-25. VLA-AD. Pr: 0.6411
antigen_110|P63770|Co-chaperonin|CP119599.1|tpos:364869-364964	OTHER	0.001437	0.998563	
antigen_113|P66058|Large|CP119599.1|tpos:525215-525355	OTHER	0.001246	0.998754	
antigen_29|A0A0H3BYZ6|Metal|CP119599.1|tpos:523025-523298	OTHER	0.001879	0.998121	
antigen_71|Q9A0L9|Zinc-binding|CP119599.1|tpos:522991-523290	SP(Sec/SPI)	0.984991	0.015009	CS pos: 21-22. CSS-TG. Pr: 0.2866
antigen_34|A0A059T9M1|M|CP119599.1|tpos:377834-378027	OTHER	0.000259	0.999741	
antigen_25|A0A0H3BWS8|Oligopeptide|CP119599.1|tpos:487396-488051	SP(Sec/SPI)	0.993954	0.006046	CS pos: 21-22. ALA-AC. Pr: 0.7214
antigen_56|Q99XX8|pullulanase|CP119599.1|tpos:392459-393623	OTHER	0.061236	0.938764	
antigen_74|P0C0J1|Streptopain|CP119599.1|tpos:372991-373122	OTHER	0.003636	0.996364	
antigen_82|Q9A0C5|RND|CP119599.1|tpos:41441-41863	OTHER	0.006668	0.993332	
antigen_84|Q99ZA4|ABC|CP119599.1|tpos:59964-60194	OTHER	0.000589	0.999411	
antigen_87|Q99YL1|Penicillin-binding|CP119599.1|tpos:251608-252327	OTHER	0.001204	0.998796	
antigen_80|P69887|Triosephosphate|CP119599.1|tpos:561280-561531	OTHER	0.000591	0.999409	
antigen_98|P69952|Elongation|CP119599.1|tpos:560812-561209	OTHER	0.000711	0.999289	
antigen_65|Q99ZD7|Amino|CP119599.1|tpos:59919-60185	SP(Sec/SPI)	0.991927	0.008073	CS pos: 19-20. AAC-AP. Pr: 0.5476
antigen_31|P0DD26|Probable|CP119599.1|tpos:4712-5099	OTHER	0.002708	0.997292	
antigen_39|B1NWV1|Collagen-like|CP119599.1|tpos:387958-388180	OTHER	0.003051	0.996949	
antigen_1|P0C0E0|DNA-directed|CP119599.1|tpos:436382-437594	OTHER	0.002323	0.997677	
antigen_3|P0C0E3|Lantibiotic|CP119599.1|tpos:15250-15471	OTHER	0.000672	0.999328	
antigen_14|Q99ZW2|CRISPR-associated|CP119599.1|tpos:80169-81536	OTHER	0.000829	0.999171	
antigen_75|Q99XS1|Probable|CP119599.1|tpos:4712-5099	OTHER	0.002708	0.997292	
antigen_18|Q9A147|42|CP119599.1|tpos:526714-527098	SP(Sec/SPI)	0.990627	0.009373	CS pos: 25-26. AQA-QE. Pr: 0.7385
antigen_114|Q9A066|Ribosomal|CP119599.1|tpos:533860-533986	OTHER	0.000786	0.999214	
antigen_127|Q99XL2|DUF2179|CP119599.1|tpos:342790-343058	OTHER	0.010280	0.989720	
antigen_49|A0A0H2UW86|Probable|CP119599.1|tpos:523567-523806	OTHER	0.007184	0.992816	
antigen_78|Q9A1U2|Penicillin-binding|CP119599.1|tpos:367703-368207	OTHER	0.001148	0.998852	
antigen_10|Q99Y99|Immunogenic|CP119599.1|tpos:375953-376289	OTHER	0.000561	0.999439	
