# SignalP-5.0	Organism: euk	Timestamp: 20251012004215
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_78|Q9A203|Cell|WP_002987674.1|tpos:1-123	OTHER	0.000751	0.999249	
antigen_89|Q99YL1|Penicillin-binding|WP_011285057.1|tpos:1-721	OTHER	0.000962	0.999038	
antigen_103|Q99ZE5|Stress|WP_002984475.1|tpos:1-179	OTHER	0.000499	0.999501	
antigen_104|Q99ZD1|Pyruvate|WP_011284835.1|tpos:1-500	OTHER	0.004171	0.995829	
antigen_12|Q99Z76|Internalin|WP_011284924.1|tpos:1-792	SP(Sec/SPI)	0.971413	0.028587	CS pos: 23-24. ISC-QS. Pr: 0.4405
antigen_58|Q99XX8|pullulanase|WP_021340950.1|tpos:1-1165	OTHER	0.065431	0.934569	
antigen_66|Q99ZT1|NodB|WP_011284764.1|tpos:1-320	OTHER	0.002677	0.997323	
antigen_68|Q99ZC0|Maltose/maltodextrin-binding|WP_021340804.1|tpos:1-415	SP(Sec/SPI)	0.531866	0.468134	CS pos: 24-25. VGC-GS. Pr: 0.1205
antigen_70|Q99Y38|Acid|WP_011285153.1|tpos:1-284	SP(Sec/SPI)	0.952229	0.047771	CS pos: 23-24. GCA-KV. Pr: 0.4214
antigen_45|Q9XDB6|Surface|WP_127821080.1|tpos:1-905	OTHER	0.089746	0.910254	
antigen_120|Q7DAM9|Signal|WP_011284516.1|tpos:1-500	OTHER	0.017068	0.982932	
antigen_24|A0A0H2UUQ6|Putative|WP_021340804.1|tpos:1-415	SP(Sec/SPI)	0.531866	0.468134	CS pos: 24-25. VGC-GS. Pr: 0.1205
antigen_26|A0A5D3HKW0|Hypothetical|WP_002989967.1|tpos:1-318	SP(Sec/SPI)	0.900786	0.099214	CS pos: 29-30. ASS-NH. Pr: 0.3187
antigen_28|A0A4U7GRV0|Elongation|WP_002982258.1|tpos:1-346	OTHER	0.000525	0.999475	
antigen_33|A0A0H3BVP3|Sugar|WP_011284489.1|tpos:1-439	SP(Sec/SPI)	0.956127	0.043873	CS pos: 22-23. AAC-GG. Pr: 0.2602
antigen_36|A2T8Y9|Cpa|WP_011284436.1|tpos:271-747	OTHER	0.000902	0.999098	
antigen_37|Q9EZF5|Sof|WP_030126554.1|tpos:23-449	OTHER	0.001912	0.998088	
antigen_17|Q9A0Z2|DUF2326|WP_011284604.1|tpos:272-552	OTHER	0.000470	0.999530	
antigen_18|Q9A147|42|WP_011284572.1|tpos:1-393	SP(Sec/SPI)	0.990466	0.009534	CS pos: 25-26. AQA-QE. Pr: 0.7388
antigen_49|Q5XD01|Enolase|WP_002985288.1|tpos:1-435	OTHER	0.001066	0.998934	
antigen_51|A0A0H2UW86|Probable|WP_002995381.1|tpos:1-340	OTHER	0.002110	0.997890	
antigen_53|Q9A1S2|Pilin|WP_021340674.1|tpos:1-345	SP(Sec/SPI)	0.984904	0.015096	CS pos: 20-21. GTA-SL. Pr: 0.3111
antigen_54|Q9A1S0|Streptococcal|WP_021340678.1|tpos:23-193	OTHER	0.002056	0.997944	
antigen_56|Q9A0C0|Gram-positive|WP_413222379.1|tpos:1-967	OTHER	0.001060	0.998940	
antigen_81|Q9A1S3|Signal|WP_011284437.1|tpos:42-171	OTHER	0.003512	0.996488	
antigen_82|P69887|Triosephosphate|WP_002990539.1|tpos:1-252	OTHER	0.000591	0.999409	
antigen_90|Q99YI6|PepSY|WP_011054910.1|tpos:1-130	SP(Sec/SPI)	0.577534	0.422466	CS pos: 38-39. AAC-DM. Pr: 0.3479
antigen_91|Q99YH8|Lipoprotein|WP_002994282.1|tpos:1-240	OTHER	0.025220	0.974780	
antigen_92|Q99Y34|Serine|WP_002988151.1|tpos:1-308	OTHER	0.180054	0.819946	
antigen_115|P66058|Large|WP_002990800.1|tpos:1-141	OTHER	0.001246	0.998754	
antigen_116|Q9A066|Ribosomal|WP_002984905.1|tpos:1-401	OTHER	0.000387	0.999613	
antigen_20|Q9A180|Cell|WP_011284539.1|tpos:1-1645	SP(Sec/SPI)	0.799194	0.200806	CS pos: 34-35. VAA-DE. Pr: 0.6577
antigen_10|Q99Y99|Immunogenic|WP_011285111.1|tpos:1-503	SP(Sec/SPI)	0.978459	0.021541	CS pos: 22-23. AES-MT. Pr: 0.7807
