# SignalP-5.0	Organism: euk	Timestamp: 20251012004215
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
antigen_42|A0A0H2UTU2|Ribosomal|SQG54290.1|tpos:1-108	OTHER	0.002740	0.997260	
antigen_43|A0A0H3BZD9|Protein|SQG55047.1|tpos:1-177	OTHER	0.000109	0.999891	
antigen_44|A0A4U7GVK4|Glycine|SQG54605.1|tpos:1-110	OTHER	0.001383	0.998617	
antigen_45|Q9XDB6|Surface|SQG54715.1|tpos:153-185	OTHER	0.030484	0.969516	
antigen_26|A0A5D3HKW0|Hypothetical|SQG54462.1|tpos:1-318	SP(Sec/SPI)	0.900786	0.099214	CS pos: 29-30. ASS-NH. Pr: 0.3187
antigen_28|A0A4U7GRV0|Elongation|SQG55302.1|tpos:1-346	OTHER	0.000525	0.999475	
antigen_29|A0A0H3BYZ6|Metal|SQG54054.1|tpos:37-310	OTHER	0.002182	0.997818	
antigen_98|Q99XG9|Serine|SQG55384.1|tpos:1-407	OTHER	0.230773	0.769227	
antigen_99|P0C0G7|Glyceraldehyde-3-phosphate|SQG53800.1|tpos:1-336	OTHER	0.001760	0.998240	
antigen_113|Q9A1W2|Large|SQG53030.1|tpos:1-180	OTHER	0.000523	0.999477	
antigen_114|P66634|Small|SQG53034.1|tpos:1-132	OTHER	0.000853	0.999147	
antigen_115|P66058|Large|SQG54060.1|tpos:1-141	OTHER	0.001246	0.998754	
antigen_116|Q9A066|Ribosomal|SQG54366.1|tpos:1-401	OTHER	0.000387	0.999613	
antigen_117|P0C0H3|DNA-binding|SQG54775.1|tpos:1-91	OTHER	0.000532	0.999468	
antigen_55|Q9A0J7|Endonuclease/exonuclease/phosphatase|SQG54229.1|tpos:1-910	SP(Sec/SPI)	0.912570	0.087430	CS pos: 22-23. TSV-EE. Pr: 0.2827
antigen_71|P0C0I3|Streptolysin|SQG53308.1|tpos:1-571	SP(Sec/SPI)	0.505939	0.494061	CS pos: 31-32. ANA-ES. Pr: 0.2944
antigen_72|Q9A1G0|serine-type|SQG53839.1|tpos:1-410	SP(Sec/SPI)	0.997243	0.002757	CS pos: 22-23. VSG-EE. Pr: 0.9341
antigen_121|Q9A0X2|Phosphate|SQG54145.1|tpos:1-271	OTHER	0.006046	0.993954	
antigen_122|Q99ZX2|Lipid|SQG54459.1|tpos:1-262	OTHER	0.000585	0.999415	
antigen_65|Q9A156|Peptidyl-prolyl|SQG54057.1|tpos:1-268	SP(Sec/SPI)	0.997488	0.002512	CS pos: 20-21. SAC-ES. Pr: 0.6617
antigen_84|Q9A0C5|RND|SQG54300.1|tpos:1-423	OTHER	0.006668	0.993332	
antigen_85|Q99ZN4|Sortase|SQG54567.1|tpos:1-249	OTHER	0.056660	0.943340	
antigen_87|Q99Z68|Deacetylase|SQG54727.1|tpos:1-424	OTHER	0.242758	0.757242	
antigen_88|P0C0D0|Ornithine|SQG54823.1|tpos:1-337	OTHER	0.000541	0.999459	
antigen_7|Q99XV0|M|SQG54477.1|tpos:368-407	OTHER	0.029919	0.970081	
antigen_8|Q99Y17|PTS|SQG55170.1|tpos:1-564	OTHER	0.001059	0.998941	
antigen_9|Q99Y20|Salivaricin|SQG55167.1|tpos:1-541	OTHER	0.000507	0.999493	
antigen_73|Q9A0L9|Zinc-binding|SQG54203.1|tpos:1-515	SP(Sec/SPI)	0.996666	0.003334	CS pos: 23-24. TQA-KQ. Pr: 0.9522
antigen_74|Q99ZW9|YbbR-like|SQG54462.1|tpos:1-318	SP(Sec/SPI)	0.900786	0.099214	CS pos: 29-30. ASS-NH. Pr: 0.3187
antigen_20|Q9A180|Cell|SQG54028.1|tpos:1-1647	SP(Sec/SPI)	0.805687	0.194313	CS pos: 34-35. VAA-DE. Pr: 0.6638
antigen_46|F8THZ1|Leucine|SQG54718.1|tpos:1-792	SP(Sec/SPI)	0.971801	0.028199	CS pos: 23-24. ISC-QS. Pr: 0.4404
antigen_106|Q99Z66|Phosphoenolpyruvate-protein|SQG54729.1|tpos:1-577	OTHER	0.001214	0.998786	
antigen_107|P0C0B4|Arginine|SQG54825.1|tpos:1-411	OTHER	0.000277	0.999723	
antigen_128|P60812|Foldase|SQG55260.1|tpos:1-306	SP(Sec/SPI)	0.953061	0.046939	CS pos: 22-23. CQS-SH. Pr: 0.3654
antigen_14|Q99ZW2|CRISPR-associated|SQG54469.1|tpos:1-1368	OTHER	0.000819	0.999181	
antigen_48|P0C0G6|Glyceraldehyde-3-phosphate|SQG53800.1|tpos:1-336	OTHER	0.001760	0.998240	
