,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
0,antigen_85|Q83E03||CP001020.1|tpos:399988-400385,Extracellular,0.0009,0.9556,0.0122,0.0017,0.0294,0.0002
1,antigen_30|Q83B06|Aminomethyltransferase|CP001020.1|tpos:85311-85673,Cytoplasmic,0.0000,0.0003,0.9959,0.0011,0.0025,0.0002
2,antigen_86|Q83E37|3-oxoacyl-[acyl-carrier-protein]|CP001020.1|tpos:189897-190168,Cytoplasmic,0.0002,0.0134,0.5541,0.4079,0.0129,0.0114
3,antigen_94|Q83ES6|Elongation|CP001020.1|tpos:120468-120864,Cytoplasmic,0.0000,0.0000,0.9844,0.0005,0.0149,0.0001
4,antigen_120|Q83DG2||CP001020.1|tpos:186138-186219,Cytoplasmic Membrane,0.0000,0.0021,0.0001,0.9900,0.0078,0.0000
5,antigen_128|Q83A87||CP001020.1|tpos:158538-158915,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9991,0.0009,0.0000
6,antigen_111|A9KBP9|Succinate|CP001020.1|tpos:594158-594670,Cytoplasmic,0.0003,0.0060,0.9195,0.0651,0.0085,0.0007
7,antigen_68|Q83DA5||CP001020.1|tpos:634916-635141,Cytoplasmic Membrane,0.0001,0.0003,0.2479,0.7501,0.0015,0.0001
8,antigen_52|Q83C94||CP001020.1|tpos:332974-333212,Cytoplasmic,0.0006,0.0079,0.9236,0.0366,0.0304,0.0008
9,antigen_66|Q83D89||CP001020.1|tpos:212668-212956,Cytoplasmic Membrane,0.0000,0.0059,0.0002,0.9902,0.0036,0.0000
10,antigen_110|A9KFJ2||CP001020.1|tpos:209400-209593,Cytoplasmic,0.0002,0.0051,0.9120,0.0401,0.0396,0.0030
11,antigen_108|Q93N39||CP001020.1|tpos:267707-267906,Cytoplasmic Membrane,0.0001,0.0003,0.0575,0.9365,0.0050,0.0005
12,antigen_124|Q83DG0||CP001020.1|tpos:267712-267924,Cytoplasmic Membrane,0.0001,0.0002,0.0632,0.9289,0.0071,0.0005
13,antigen_59|Q83CH8||CP001020.1|tpos:274088-274242,Extracellular,0.0006,0.3290,0.1338,0.1405,0.0912,0.3050
14,antigen_67|Q83DA1||CP001020.1|tpos:207252-207745,Cytoplasmic Membrane,0.0000,0.0027,0.0015,0.9927,0.0031,0.0000
15,antigen_71|Q83DF6|Putative|CP001020.1|tpos:187466-187514,Extracellular,0.0002,0.8210,0.1595,0.0154,0.0026,0.0013
16,antigen_76|Q83DK8||CP001020.1|tpos:467997-468090,Cytoplasmic Membrane,0.0058,0.0146,0.0129,0.8289,0.1372,0.0005
17,antigen_3|P19421|Chaperonin|CP001020.1|tpos:84699-85250,Cytoplasmic,0.0009,0.0049,0.9157,0.0009,0.0769,0.0007
18,antigen_7|Q81ZP4||CP001020.1|tpos:545350-545730,Extracellular,0.0010,0.6064,0.3856,0.0010,0.0035,0.0025
19,antigen_11|Q83A39||CP001020.1|tpos:645004-645168,Periplasmic,0.0003,0.2712,0.0130,0.0773,0.0482,0.5900
20,antigen_14|Q83A56|DNA|CP001020.1|tpos:639469-640191,Cytoplasmic,0.0001,0.0021,0.9934,0.0029,0.0008,0.0007
21,antigen_20|Q83AF7|ATP|CP001020.1|tpos:15052-15566,Cytoplasmic,0.0020,0.0034,0.5481,0.3603,0.0842,0.0020
22,antigen_21|Q83AI2|Cell|CP001020.1|tpos:250197-250416,Cytoplasmic Membrane,0.0002,0.0011,0.2439,0.7478,0.0062,0.0008
23,antigen_38|Q83BJ5||CP001020.1|tpos:269440-269625,Cytoplasmic,0.0023,0.0182,0.7622,0.1341,0.0419,0.0414
24,antigen_70|Q83DF0||CP001020.1|tpos:189650-191261,Cytoplasmic,0.0019,0.0267,0.7453,0.1980,0.0272,0.0008
25,antigen_9|Q83A25|Transcription|CP001020.1|tpos:15206-15471,Cytoplasmic,0.0003,0.0008,0.5599,0.2645,0.1713,0.0031
26,antigen_121|Q83DD8||CP001020.1|tpos:194710-194846,Cytoplasmic,0.0001,0.0016,0.9844,0.0045,0.0090,0.0005
27,antigen_129|Q83DH3||CP001020.1|tpos:70865-70991,Cytoplasmic,0.0000,0.0007,0.9869,0.0012,0.0102,0.0010
28,antigen_126|Q83EF7|histidine|CP001020.1|tpos:70589-70827,Cytoplasmic,0.0005,0.0011,0.8387,0.1092,0.0490,0.0015
29,antigen_53|Q83C98|DNA|CP001020.1|tpos:639654-640048,Cytoplasmic,0.0012,0.0129,0.9658,0.0115,0.0043,0.0043
30,antigen_89|Q83EE1|DNA-3-methyladenine|CP001020.1|tpos:166966-167177,Cytoplasmic,0.0010,0.0707,0.8805,0.0052,0.0423,0.0003
31,antigen_107|B6J161|Lipid-A-disaccharide|CP001020.1|tpos:499479-499854,Cytoplasmic,0.0002,0.0002,0.8343,0.1572,0.0078,0.0003
32,antigen_90|Q83EF6|Phosphate|CP001020.1|tpos:329025-329245,Cytoplasmic,0.0000,0.0001,0.9938,0.0017,0.0043,0.0001
33,antigen_117|Q83D46||CP001020.1|tpos:226434-226543,Cytoplasmic,0.0366,0.3168,0.4615,0.1574,0.0266,0.0012
34,antigen_10|Q83A33||CP001020.1|tpos:337506-337659,Cytoplasmic,0.0053,0.0574,0.8994,0.0144,0.0210,0.0025
