Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen34|Q6GC27|CP002114.3|bcell|seq1,0.361,0.0,0,0.361,Allergen
antigen34|Q6GC27|CP002114.3|bcell|seq2,0.381,0.0,0,0.381,Allergen
antigen34|Q6GC27|CP002114.3|bcell|seq3,0.315,0.0,0,0.315,Allergen
antigen34|Q6GC27|CP002114.3|bcell|seq4,0.406,0.0,0,0.406,Allergen
antigen34|Q6GC27|CP002114.3|bcell|seq5,0.423,0.0,0,0.423,Allergen
antigen22|Q2FV63|CP002114.3|bcell|seq1,0.335,0.0,0,0.335,Allergen
antigen22|Q2FV63|CP002114.3|bcell|seq2,0.337,0.0,0,0.337,Allergen
antigen22|Q2FV63|CP002114.3|bcell|seq3,0.385,0.0,0,0.385,Allergen
antigen63|P65177|CP002114.3|bcell|seq1,0.335,0.0,0,0.335,Allergen
antigen63|P65177|CP002114.3|bcell|seq2,0.362,0.0,0,0.362,Allergen
antigen63|P65177|CP002114.3|bcell|seq3,0.316,0.0,0,0.316,Allergen
antigen63|P65177|CP002114.3|bcell|seq4,0.359,0.0,0,0.359,Allergen
antigen63|P65177|CP002114.3|bcell|seq6,0.404,0.0,0,0.404,Allergen
antigen63|P65177|CP002114.3|bcell|seq7,0.402,0.0,0,0.402,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq1,0.348,0.0,0,0.348,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq2,0.302,0.0,0,0.302,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq3,0.44,0.0,0,0.44,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq4,0.415,0.0,0,0.415,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq5,0.4,0.0,0,0.4,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq6,0.335,0.0,0,0.335,Allergen
antigen73|A8Z3N5|CP002114.3|bcell|seq1,0.394,0.0,0,0.394,Allergen
antigen73|A8Z3N5|CP002114.3|bcell|seq2,0.38,0.0,0,0.38,Allergen
antigen73|A8Z3N5|CP002114.3|bcell|seq3,0.304,0.0,0,0.304,Allergen
antigen5|Q7A768|CP002114.3|bcell|seq1,0.378,0.0,0,0.378,Allergen
antigen5|Q7A768|CP002114.3|bcell|seq2,0.354,0.0,0,0.354,Allergen
antigen5|Q7A768|CP002114.3|bcell|seq4,0.372,0.0,0,0.372,Allergen
antigen5|Q7A768|CP002114.3|bcell|seq5,0.339,0.0,0,0.339,Allergen
antigen5|Q7A768|CP002114.3|bcell|seq6,0.346,0.0,0,0.346,Allergen
antigen5|Q7A768|CP002114.3|bcell|seq7,0.372,0.0,0,0.372,Allergen
antigen5|Q7A768|CP002114.3|bcell|seq8,0.47,0.0,0,0.47,Allergen
