Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen89|Q2YU53|BX571856.1|mhci|seq1,0.332,0,0,0.332,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq2,0.325,0,0,0.325,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq5,0.425,0,0,0.425,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq6,0.419,0,0,0.419,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq7,0.394,0,0,0.394,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq8,0.406,0,0,0.406,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq9,0.311,0,0,0.311,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq10,0.31,0,0,0.31,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq11,0.315,0,0,0.315,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq12,0.436,0,0,0.436,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq13,0.414,0,0,0.414,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq14,0.337,0,0,0.337,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq15,0.338,0,0,0.338,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq16,0.332,0,0,0.332,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq19,0.339,0,0,0.339,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq28,0.32,0,0,0.32,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq29,0.32,0,0,0.32,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq30,0.341,0,0,0.341,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq31,0.316,0,0,0.316,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq32,0.307,0,0,0.307,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq40,0.456,0,0,0.456,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq41,0.421,0,0,0.421,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq42,0.437,0,0,0.437,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq43,0.303,0,0,0.303,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq45,0.302,0,0,0.302,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq48,0.326,0,0,0.326,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq50,0.304,0,0,0.304,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq52,0.405,0,0,0.405,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq53,0.416,0,0,0.416,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq54,0.387,0,0,0.387,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq55,0.368,0,0,0.368,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq57,0.33,0,0,0.33,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq58,0.355,0,0,0.355,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq59,0.328,0,0,0.328,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq60,0.338,0,0,0.338,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq61,0.337,0,0,0.337,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq64,0.365,0,0,0.365,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq65,0.352,0,0,0.352,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq66,0.342,0,0,0.342,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq67,0.307,0,0,0.307,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq68,0.362,0,0,0.362,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq69,0.359,0,0,0.359,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq70,0.373,0,0,0.373,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq71,0.35,0,0,0.35,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq73,0.313,0,0,0.313,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq74,0.309,0,0,0.309,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq75,0.304,0,0,0.304,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq80,0.424,0,0,0.424,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq81,0.413,0,0,0.413,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq82,0.418,0,0,0.418,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq83,0.408,0,0,0.408,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq86,0.309,0,0,0.309,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq88,0.355,0,0,0.355,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq89,0.33,0,0,0.33,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq90,0.324,0,0,0.324,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq91,0.31,0,0,0.31,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq92,0.458,0,0,0.458,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq93,0.448,0,0,0.448,Allergen
antigen89|Q2YU53|BX571856.1|mhci|seq94,0.448,0,0,0.448,Allergen
