Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen179|Q5HEW2|BX571856.1|mhci|seq1,0.45,0,0,0.45,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq2,0.44,0,0,0.44,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq3,0.448,0,0,0.448,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq4,0.446,0,0,0.446,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq5,0.458,0,0,0.458,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq6,0.437,0,0,0.437,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq7,0.433,0,0,0.433,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq8,0.422,0,0,0.422,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq9,0.448,0,0,0.448,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq10,0.434,0,0,0.434,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq11,0.448,0,0,0.448,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq12,0.42,0,0,0.42,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq13,0.337,0,0,0.337,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq14,0.314,0,0,0.314,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq15,0.351,0,0,0.351,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq16,0.358,0,0,0.358,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq25,0.338,0,0,0.338,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq26,0.364,0,0,0.364,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq27,0.376,0,0,0.376,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq28,0.382,0,0,0.382,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq29,0.334,0,0,0.334,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq30,0.324,0,0,0.324,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq31,0.317,0,0,0.317,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq32,0.339,0,0,0.339,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq33,0.34,0,0,0.34,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq34,0.355,0,0,0.355,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq35,0.35,0,0,0.35,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq36,0.371,0,0,0.371,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq39,0.331,0,0,0.331,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq40,0.31,0,0,0.31,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq41,0.399,0,0,0.399,Allergen
antigen179|Q5HEW2|BX571856.1|mhci|seq42,0.392,0,0,0.392,Allergen
