Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen134|A7X1P4|BA000018.3|mhci|seq1,0.46,0.0,0,0.46,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq2,0.408,0.0,0,0.408,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq4,0.31,0.0,0,0.31,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq9,0.334,0.0,0,0.334,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq10,0.351,0.0,0,0.351,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq11,0.347,0.0,0,0.347,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq12,0.353,0.0,0,0.353,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq13,0.445,0.0,0,0.445,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq14,0.307,0.0,0,0.307,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq15,0.309,0.0,0,0.309,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq16,0.315,0.0,0,0.315,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq17,0.346,0.0,0,0.346,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq18,0.351,0.0,0,0.351,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq19,0.359,0.0,0,0.359,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq20,0.351,0.0,0,0.351,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq25,0.451,0.0,0,0.451,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq26,0.476,0.0,0,0.476,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq27,0.502,0.0,0,0.502,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq28,0.462,0.0,0,0.462,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq29,0.415,0.0,0,0.415,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq30,0.484,0.0,0,0.484,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq31,0.459,0.0,0,0.459,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq32,0.431,0.0,0,0.431,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq33,0.316,0.0,0,0.316,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq34,0.302,0.0,0,0.302,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq35,0.307,0.0,0,0.307,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq36,0.311,0.0,0,0.311,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq42,0.322,0.0,0,0.322,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq43,0.316,0.0,0,0.316,Allergen
antigen134|A7X1P4|BA000018.3|mhci|seq44,0.325,0.0,0,0.325,Allergen
