Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen37|Q2YY04|BX571856.1|mhci|seq1,0.361,0,0,0.361,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq2,0.301,0,0,0.301,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq3,0.305,0,0,0.305,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq4,0.309,0,0,0.309,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq5,0.338,0,0,0.338,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq6,0.351,0,0,0.351,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq7,0.348,0,0,0.348,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq8,0.349,0,0,0.349,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq9,0.309,0,0,0.309,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq11,0.309,0,0,0.309,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq13,0.343,0,0,0.343,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq14,0.342,0,0,0.342,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq15,0.356,0,0,0.356,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq16,0.363,0,0,0.363,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq20,0.309,0,0,0.309,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq21,0.312,0,0,0.312,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq22,0.31,0,0,0.31,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq24,0.322,0,0,0.322,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq25,0.325,0,0,0.325,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq26,0.358,0,0,0.358,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq27,0.353,0,0,0.353,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq28,0.353,0,0,0.353,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq29,0.349,0,0,0.349,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq30,0.33,0,0,0.33,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq31,0.342,0,0,0.342,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq32,0.347,0,0,0.347,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq33,0.325,0,0,0.325,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq34,0.342,0,0,0.342,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq35,0.373,0,0,0.373,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq36,0.336,0,0,0.336,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq37,0.342,0,0,0.342,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq38,0.346,0,0,0.346,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq39,0.328,0,0,0.328,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq40,0.336,0,0,0.336,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq45,0.327,0,0,0.327,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq46,0.336,0,0,0.336,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq47,0.342,0,0,0.342,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq48,0.341,0,0,0.341,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq49,0.303,0,0,0.303,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq53,0.303,0,0,0.303,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq54,0.334,0,0,0.334,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq55,0.343,0,0,0.343,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq56,0.353,0,0,0.353,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq57,0.316,0,0,0.316,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq58,0.316,0,0,0.316,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq59,0.315,0,0,0.315,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq60,0.324,0,0,0.324,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq61,0.341,0,0,0.341,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq62,0.34,0,0,0.34,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq63,0.336,0,0,0.336,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq64,0.348,0,0,0.348,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq65,0.341,0,0,0.341,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq66,0.354,0,0,0.354,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq67,0.364,0,0,0.364,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq68,0.378,0,0,0.378,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq69,0.354,0,0,0.354,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq70,0.328,0,0,0.328,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq71,0.317,0,0,0.317,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq72,0.336,0,0,0.336,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq73,0.348,0,0,0.348,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq74,0.336,0,0,0.336,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq75,0.356,0,0,0.356,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq76,0.323,0,0,0.323,Allergen
antigen37|Q2YY04|BX571856.1|mhci|seq77,0.32,0,0,0.32,Allergen
