Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen164|Q6GIM9|BX571856.1|mhcii|seq1,0.435,0,0,0.435,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq2,0.447,0,0,0.447,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq3,0.444,0,0,0.444,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq4,0.444,0,0,0.444,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq5,0.433,0,0,0.433,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq6,0.424,0,0,0.424,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq7,0.43,0,0,0.43,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq8,0.443,0,0,0.443,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq9,0.435,0,0,0.435,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq10,0.433,0,0,0.433,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq11,0.435,0,0,0.435,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq12,0.45,0,0,0.45,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq13,0.444,0,0,0.444,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq14,0.434,0,0,0.434,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq15,0.431,0,0,0.431,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq16,0.424,0,0,0.424,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq17,0.435,0,0,0.435,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq18,0.434,0,0,0.434,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq19,0.431,0,0,0.431,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq20,0.403,0,0,0.403,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq21,0.455,0,0,0.455,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq22,0.445,0,0,0.445,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq23,0.438,0,0,0.438,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq24,0.399,0,0,0.399,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq25,0.402,0,0,0.402,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq26,0.403,0,0,0.403,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq27,0.42,0,0,0.42,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq28,0.417,0,0,0.417,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq29,0.453,0,0,0.453,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq30,0.436,0,0,0.436,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq31,0.426,0,0,0.426,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq32,0.431,0,0,0.431,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq33,0.423,0,0,0.423,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq34,0.391,0,0,0.391,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq35,0.389,0,0,0.389,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq36,0.368,0,0,0.368,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq37,0.377,0,0,0.377,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq38,0.374,0,0,0.374,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq39,0.387,0,0,0.387,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq40,0.398,0,0,0.398,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq41,0.384,0,0,0.384,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq42,0.372,0,0,0.372,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq43,0.371,0,0,0.371,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq44,0.381,0,0,0.381,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq45,0.42,0,0,0.42,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq46,0.419,0,0,0.419,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq47,0.422,0,0,0.422,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq48,0.418,0,0,0.418,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq49,0.395,0,0,0.395,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq50,0.444,0,0,0.444,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq51,0.436,0,0,0.436,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq52,0.409,0,0,0.409,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq53,0.418,0,0,0.418,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq54,0.422,0,0,0.422,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq55,0.454,0,0,0.454,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq56,0.468,0,0,0.468,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq57,0.453,0,0,0.453,Allergen
antigen164|Q6GIM9|BX571856.1|mhcii|seq58,0.451,0,0,0.451,Allergen
