Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen161|P99154|BX571856.1|mhcii|seq1,0.737,0,0,0.737,Allergen
antigen161|P99154|BX571856.1|mhcii|seq2,0.682,0,0,0.682,Allergen
antigen161|P99154|BX571856.1|mhcii|seq3,0.62,0,0,0.62,Allergen
antigen161|P99154|BX571856.1|mhcii|seq4,0.618,0,0,0.618,Allergen
antigen161|P99154|BX571856.1|mhcii|seq5,0.658,0,0,0.658,Allergen
antigen161|P99154|BX571856.1|mhcii|seq6,0.643,0,0,0.643,Allergen
antigen161|P99154|BX571856.1|mhcii|seq7,0.574,0,0,0.574,Allergen
antigen161|P99154|BX571856.1|mhcii|seq8,0.49,0,0,0.49,Allergen
antigen161|P99154|BX571856.1|mhcii|seq9,0.523,0,0,0.523,Allergen
antigen161|P99154|BX571856.1|mhcii|seq10,0.556,0,0,0.556,Allergen
antigen161|P99154|BX571856.1|mhcii|seq11,0.539,0,0,0.539,Allergen
antigen161|P99154|BX571856.1|mhcii|seq12,0.511,0,0,0.511,Allergen
antigen161|P99154|BX571856.1|mhcii|seq13,0.486,0,0,0.486,Allergen
antigen161|P99154|BX571856.1|mhcii|seq14,0.444,0,0,0.444,Allergen
antigen161|P99154|BX571856.1|mhcii|seq15,0.465,0,0,0.465,Allergen
antigen161|P99154|BX571856.1|mhcii|seq16,0.452,0,0,0.452,Allergen
antigen161|P99154|BX571856.1|mhcii|seq17,0.464,0,0,0.464,Allergen
antigen161|P99154|BX571856.1|mhcii|seq18,0.483,0,0,0.483,Allergen
antigen161|P99154|BX571856.1|mhcii|seq19,0.485,0,0,0.485,Allergen
antigen161|P99154|BX571856.1|mhcii|seq20,0.451,0,0,0.451,Allergen
antigen161|P99154|BX571856.1|mhcii|seq21,0.452,0,0,0.452,Allergen
antigen161|P99154|BX571856.1|mhcii|seq22,0.455,0,0,0.455,Allergen
antigen161|P99154|BX571856.1|mhcii|seq23,0.462,0,0,0.462,Allergen
antigen161|P99154|BX571856.1|mhcii|seq24,0.478,0,0,0.478,Allergen
antigen161|P99154|BX571856.1|mhcii|seq25,0.577,0,0,0.577,Allergen
antigen161|P99154|BX571856.1|mhcii|seq26,0.591,0,0,0.591,Allergen
antigen161|P99154|BX571856.1|mhcii|seq27,0.598,0,0,0.598,Allergen
antigen161|P99154|BX571856.1|mhcii|seq28,0.606,0,0,0.606,Allergen
