Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen80|Q5HG90|HE681097.1|mhcii|seq1,0.557,0,0,0.557,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq2,0.492,0,0,0.492,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq3,0.467,0,0,0.467,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq4,0.399,0,0,0.399,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq5,0.467,0,0,0.467,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq6,0.463,0,0,0.463,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq7,0.511,0,0,0.511,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq8,0.532,0,0,0.532,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq9,0.552,0,0,0.552,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq10,0.511,0,0,0.511,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq11,0.444,0,0,0.444,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq12,0.452,0,0,0.452,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq13,0.487,0,0,0.487,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq14,0.42,0,0,0.42,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq15,0.564,0,0,0.564,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq16,0.422,0,0,0.422,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq17,0.445,0,0,0.445,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq18,0.398,0,0,0.398,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq19,0.342,0,0,0.342,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq31,0.368,0,0,0.368,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq32,0.397,0,0,0.397,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq33,0.359,0,0,0.359,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq34,0.301,0,0,0.301,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq35,0.323,0,0,0.323,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq36,0.347,0,0,0.347,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq37,0.369,0,0,0.369,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq38,0.376,0,0,0.376,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq39,0.364,0,0,0.364,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq40,0.339,0,0,0.339,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq41,0.321,0,0,0.321,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq42,0.375,0,0,0.375,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq43,0.387,0,0,0.387,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq44,0.372,0,0,0.372,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq45,0.395,0,0,0.395,Allergen
antigen80|Q5HG90|HE681097.1|mhcii|seq46,0.466,0,0,0.466,Allergen
