Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen192|P30329|CP002114.3|mhci|seq1,0.427,0,0,0.427,Allergen
antigen192|P30329|CP002114.3|mhci|seq2,0.433,0,0,0.433,Allergen
antigen192|P30329|CP002114.3|mhci|seq3,0.435,0,0,0.435,Allergen
antigen192|P30329|CP002114.3|mhci|seq4,0.453,0,0,0.453,Allergen
antigen192|P30329|CP002114.3|mhci|seq5,0.38,0,0,0.38,Allergen
antigen192|P30329|CP002114.3|mhci|seq6,0.373,0,0,0.373,Allergen
antigen192|P30329|CP002114.3|mhci|seq7,0.373,0,0,0.373,Allergen
antigen192|P30329|CP002114.3|mhci|seq8,0.372,0,0,0.372,Allergen
antigen192|P30329|CP002114.3|mhci|seq9,0.362,0,0,0.362,Allergen
antigen192|P30329|CP002114.3|mhci|seq10,0.354,0,0,0.354,Allergen
antigen192|P30329|CP002114.3|mhci|seq11,0.361,0,0,0.361,Allergen
antigen192|P30329|CP002114.3|mhci|seq12,0.354,0,0,0.354,Allergen
antigen192|P30329|CP002114.3|mhci|seq13,0.336,0,0,0.336,Allergen
antigen192|P30329|CP002114.3|mhci|seq14,0.32,0,0,0.32,Allergen
antigen192|P30329|CP002114.3|mhci|seq15,0.319,0,0,0.319,Allergen
antigen192|P30329|CP002114.3|mhci|seq16,0.321,0,0,0.321,Allergen
antigen192|P30329|CP002114.3|mhci|seq17,0.427,0,0,0.427,Allergen
antigen192|P30329|CP002114.3|mhci|seq18,0.433,0,0,0.433,Allergen
antigen192|P30329|CP002114.3|mhci|seq19,0.426,0,0,0.426,Allergen
antigen192|P30329|CP002114.3|mhci|seq20,0.435,0,0,0.435,Allergen
antigen192|P30329|CP002114.3|mhci|seq21,0.419,0,0,0.419,Allergen
antigen192|P30329|CP002114.3|mhci|seq22,0.403,0,0,0.403,Allergen
antigen192|P30329|CP002114.3|mhci|seq23,0.394,0,0,0.394,Allergen
antigen192|P30329|CP002114.3|mhci|seq24,0.359,0,0,0.359,Allergen
antigen192|P30329|CP002114.3|mhci|seq33,0.323,0,0,0.323,Allergen
antigen192|P30329|CP002114.3|mhci|seq34,0.335,0,0,0.335,Allergen
antigen192|P30329|CP002114.3|mhci|seq35,0.334,0,0,0.334,Allergen
antigen192|P30329|CP002114.3|mhci|seq36,0.324,0,0,0.324,Allergen
antigen192|P30329|CP002114.3|mhci|seq37,0.395,0,0,0.395,Allergen
antigen192|P30329|CP002114.3|mhci|seq38,0.405,0,0,0.405,Allergen
antigen192|P30329|CP002114.3|mhci|seq39,0.403,0,0,0.403,Allergen
antigen192|P30329|CP002114.3|mhci|seq40,0.435,0,0,0.435,Allergen
antigen192|P30329|CP002114.3|mhci|seq41,0.474,0,0,0.474,Allergen
antigen192|P30329|CP002114.3|mhci|seq42,0.417,0,0,0.417,Allergen
antigen192|P30329|CP002114.3|mhci|seq43,0.445,0,0,0.445,Allergen
antigen192|P30329|CP002114.3|mhci|seq44,0.447,0,0,0.447,Allergen
antigen192|P30329|CP002114.3|mhci|seq45,0.405,0,0,0.405,Allergen
antigen192|P30329|CP002114.3|mhci|seq46,0.42,0,0,0.42,Allergen
