Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen34|Q6GC27|CP002114.3|bcell|seq2,0.311,0.0,0.0,0.311,Allergen
antigen34|Q6GC27|CP002114.3|bcell|seq3,0.308,0.0,0.0,0.308,Allergen
antigen34|Q6GC27|CP002114.3|bcell|seq4,0.314,0.0,0.0,0.314,Allergen
antigen34|Q6GC27|CP002114.3|bcell|seq6,0.315,0.0,0.0,0.315,Allergen
antigen34|Q6GC27|CP002114.3|bcell|seq9,0.373,0.0,0.0,0.373,Allergen
antigen22|Q2FV63|CP002114.3|bcell|seq1,0.371,0.0,0.0,0.371,Allergen
antigen22|Q2FV63|CP002114.3|bcell|seq2,0.353,0.0,0.0,0.353,Allergen
antigen63|P65177|CP002114.3|bcell|seq1,0.317,0.0,0.0,0.317,Allergen
antigen63|P65177|CP002114.3|bcell|seq2,0.38,0.0,0.0,0.38,Allergen
antigen63|P65177|CP002114.3|bcell|seq4,0.469,0.5,0.0,0.969,Allergen
antigen63|P65177|CP002114.3|bcell|seq5,0.45,0.0,0.0,0.45,Allergen
antigen63|P65177|CP002114.3|bcell|seq9,0.324,0.0,0.0,0.324,Allergen
antigen63|P65177|CP002114.3|bcell|seq10,0.321,0.0,0.0,0.321,Allergen
antigen63|P65177|CP002114.3|bcell|seq11,0.327,0.0,0.0,0.327,Allergen
antigen63|P65177|CP002114.3|bcell|seq12,0.407,0.0,0.0,0.407,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq1,0.466,0.0,0.0,0.466,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq2,0.453,0.0,0.0,0.453,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq3,0.453,0.0,0.0,0.453,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq4,0.363,0.0,0.0,0.363,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq5,0.31,0.0,0.0,0.31,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq6,0.642,0.0,0.0,0.642,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq8,0.336,0.0,0.0,0.336,Allergen
antigen98|A5IVY0|CP002114.3|bcell|seq9,0.421,0.0,0.0,0.421,Allergen
