feature,value
length,[701.]
aac_A,0.11554921540656206
aac_C,0.0
aac_D,0.0456490727532097
aac_E,0.11697574893009986
aac_F,0.009985734664764621
aac_G,0.06134094151212553
aac_H,0.005706134094151213
aac_I,0.018544935805991442
aac_K,0.12981455064194009
aac_L,0.05991440798858773
aac_M,0.019971469329529243
aac_N,0.06704707560627675
aac_P,0.034236804564907276
aac_Q,0.039942938659058486
aac_R,0.034236804564907276
aac_S,0.05991440798858773
aac_T,0.05563480741797432
aac_V,0.04850213980028531
aac_W,0.029957203994293864
aac_Y,0.047075606276747506
aaindex1_ANDN920101,4.373138373751783
aaindex1_ARGP820101,0.8091155492154066
aaindex1_ARGP820102,0.7601283880171182
aaindex1_ARGP820103,0.8573323823109843
aaindex1_BEGF750101,0.6119258202567761
aaindex1_BEGF750102,0.6941654778887304
aaindex1_BEGF750103,0.6980313837375178
aaindex1_BHAR880101,0.4468659058487875
aaindex1_BIGC670101,82.41198288159772
aaindex1_BIOV880101,-21.53780313837375
aaindex1_BIOV880102,-35.80456490727532
aaindex1_BROC820101,1.3308131241084165
aaindex1_BROC820102,1.1736091298145506
aaindex1_BULH740101,-0.6749072753209701
aaindex1_BULH740102,0.6887246790299572
aaindex1_BUNA790101,8.079898716119828
aaindex1_BUNA790102,4.404871611982881
aaindex1_BUNA790103,6.147218259629101
aaindex1_BURA740101,0.3502396576319543
aaindex1_BURA740102,0.3195991440798859
aaindex1_CHAM810101,0.630870185449358
aaindex1_CHAM820101,0.15283309557774608
aaindex1_CHAM820102,0.5131925820256776
aaindex1_CHAM830101,0.9979315263908702
aaindex1_CHAM830102,0.04354921540656205
aaindex1_CHAM830103,0.9115549215406562
aaindex1_CHAM830104,0.6847360912981455
aaindex1_CHAM830105,0.4486447931526391
aaindex1_CHAM830106,2.209700427960057
aaindex1_CHAM830107,0.29101283880171186
aaindex1_CHAM830108,0.38373751783166904
aaindex1_CHOC750101,143.44407988587733
aaindex1_CHOC760101,164.50784593437945
aaindex1_CHOC760102,49.48216833095578
aaindex1_CHOC760103,0.23449358059914407
aaindex1_CHOC760104,0.08067047075606276
aaindex1_CHOP780101,0.9978031383737518
aaindex1_CHOP780201,1.0617261055634808
aaindex1_CHOP780202,0.9112981455064196
aaindex1_CHOP780203,1.0435378031383737
aaindex1_CHOP780204,1.1275748930099858
aaindex1_CHOP780205,1.0504992867332381
aaindex1_CHOP780206,0.9926248216833095
aaindex1_CHOP780207,0.9728958630527818
aaindex1_CHOP780208,0.9299857346647645
aaindex1_CHOP780209,0.9268616262482169
aaindex1_CHOP780210,1.0264621968616263
aaindex1_CHOP780211,1.0046504992867333
aaindex1_CHOP780212,0.08157631954350926
aaindex1_CHOP780213,0.0889358059914408
aaindex1_CHOP780214,0.08466619115549215
aaindex1_CHOP780215,0.08628815977175462
aaindex1_CHOP780216,1.0110271041369472
aaindex1_CIDH920101,-0.17375178316690443
aaindex1_CIDH920102,-0.07751783166904422
aaindex1_CIDH920103,-0.1596291012838802
aaindex1_CIDH920104,-0.25243937232524966
aaindex1_CIDH920105,-0.19970042796005708
aaindex1_COHE430101,0.7287018544935807
aaindex1_CRAJ730101,1.0653352353780312
aaindex1_CRAJ730102,0.9489586305278175
aaindex1_CRAJ730103,0.9788159771754635
aaindex1_DAWD720101,4.83737517831669
aaindex1_DAYM780101,5.994579172610556
aaindex1_DAYM780201,80.92724679029958
aaindex1_DESM900101,0.8144650499286734
aaindex1_DESM900102,0.7924393723252496
aaindex1_EISD840101,-0.2756918687589158
aaindex1_EISD860101,0.2590299572039943
aaindex1_EISD860102,2.1090727532097007
aaindex1_EISD860103,-0.3230385164051355
aaindex1_FASG760101,130.82502139800286
aaindex1_FASG760102,263.7146932952924
aaindex1_FASG760103,-3.3169472182596293
aaindex1_FASG760104,9.426390870185449
aaindex1_FASG760105,2.176619115549215
aaindex1_FAUJ830101,0.10059914407988585
aaindex1_FAUJ880101,1.9757489300998574
aaindex1_FAUJ880102,0.633323823109843
aaindex1_FAUJ880103,3.3827674750356636
aaindex1_FAUJ880104,4.934322396576319
aaindex1_FAUJ880105,1.5252639087018545
aaindex1_FAUJ880106,3.788787446504993
aaindex1_FAUJ880107,10.867617689015693
aaindex1_FAUJ880108,0.032753209700427964
aaindex1_FAUJ880109,0.9714693295292439
aaindex1_FAUJ880110,1.5349500713266762
aaindex1_FAUJ880111,0.16975748930099857
aaindex1_FAUJ880112,0.16262482168330955
aaindex1_FAUJ880113,4.3544935805991445
aaindex1_FINA770101,0.9878316690442226
aaindex1_FINA910101,1.2340941512125534
aaindex1_FINA910102,1.493865905848787
aaindex1_FINA910103,1.1079885877318116
aaindex1_FINA910104,1.0659058487874467
aaindex1_GARJ730101,0.5410841654778886
aaindex1_GEIM800101,1.082938659058488
aaindex1_GEIM800102,1.0680028530670471
aaindex1_GEIM800103,1.142225392296719
aaindex1_GEIM800104,1.0937232524964338
aaindex1_GEIM800105,0.9366904422253923
aaindex1_GEIM800106,0.9221398002853066
aaindex1_GEIM800107,0.9120399429386591
aaindex1_GEIM800108,1.0155206847360914
aaindex1_GEIM800109,1.0231526390870185
aaindex1_GEIM800110,1.0379315263908702
aaindex1_GEIM800111,1.011355206847361
aaindex1_GOLD730101,1.0483594864479318
aaindex1_GOLD730102,136.7388017118402
aaindex1_GRAR740101,0.5603708987161198
aaindex1_GRAR740102,9.202282453637661
aaindex1_GRAR740103,77.44793152639087
aaindex1_GUYH850101,0.3076034236804565
aaindex1_HOPA770101,2.7253922967189728
aaindex1_HOPT810101,0.4614835948644793
aaindex1_HUTJ700101,41.21500713266762
aaindex1_HUTJ700102,45.14363766048502
aaindex1_HUTJ700103,216.41900142653353
aaindex1_ISOY800101,1.0896861626248215
aaindex1_ISOY800102,0.9305135520684737
aaindex1_ISOY800103,1.0225106990014265
aaindex1_ISOY800104,1.044679029957204
aaindex1_ISOY800105,0.9675891583452211
aaindex1_ISOY800106,1.0369757489300997
aaindex1_ISOY800107,1.1750499286733238
aaindex1_ISOY800108,0.9631098430813124
aaindex1_JANJ780101,53.70613409415121
aaindex1_JANJ780102,31.450784593437945
aaindex1_JANJ780103,40.16262482168331
aaindex1_JANJ790101,0.994222539229672
aaindex1_JANJ790102,-0.35206847360912985
aaindex1_JOND750101,1.1508559201141226
aaindex1_JOND750102,2.171483594864479
aaindex1_JOND920101,0.05872325249643366
aaindex1_JOND920102,80.90727532097004
aaindex1_JUKT750101,3.664479315263909
aaindex1_JUNJ780101,485.0870185449358
aaindex1_KANM800101,1.0715549215406563
aaindex1_KANM800102,0.9071184022824537
aaindex1_KANM800103,1.0584593437945793
aaindex1_KANM800104,0.8481883024251069
aaindex1_KARP850101,1.0610727532097004
aaindex1_KARP850102,1.0086676176890157
aaindex1_KARP850103,0.9256861626248216
aaindex1_KHAG800101,26.573466476462198
aaindex1_KLEP840101,0.0014265335235378032
aaindex1_KRIW710101,5.4395863052781745
aaindex1_KRIW790101,5.43833095577746
aaindex1_KRIW790102,0.3215121255349501
aaindex1_KRIW790103,66.20356633380884
aaindex1_KYTJ820101,-1.0878744650499288
aaindex1_LAWE840101,0.00041369472182596677
aaindex1_LEVM760101,0.3322396576319544
aaindex1_LEVM760102,2.025534950071327
aaindex1_LEVM760103,110.43480741797433
aaindex1_LEVM760104,222.2034236804565
aaindex1_LEVM760105,1.5073038516405135
aaindex1_LEVM760106,5.794293865905849
aaindex1_LEVM760107,0.14265335235378032
aaindex1_LEVM780101,1.0660627674750356
aaindex1_LEVM780102,0.9359201141226818
aaindex1_LEVM780103,1.0089586305278173
aaindex1_LEVM780104,1.0678887303851639
aaindex1_LEVM780105,0.9336233951497861
aaindex1_LEVM780106,1.0085021398002854
aaindex1_LEWP710101,0.3258915834522111
aaindex1_LIFS790101,0.921968616262482
aaindex1_LIFS790102,0.8731241084165478
aaindex1_LIFS790103,0.941055634807418
aaindex1_MANP780101,12.462039942938658
aaindex1_MAXF760101,1.0888873038516405
aaindex1_MAXF760102,0.9302139800285307
aaindex1_MAXF760103,1.0411554921540656
aaindex1_MAXF760104,0.931355206847361
aaindex1_MAXF760105,1.0028530670470757
aaindex1_MAXF760106,1.0305991440798858
aaindex1_MCMT640101,15.466162624821685
aaindex1_MEEJ800101,-0.10299572039942936
aaindex1_MEEJ800102,0.5031383737517829
aaindex1_MEEJ810101,1.5313837375178316
aaindex1_MEEJ810102,1.2827389443651926
aaindex1_MEIH800101,0.9647218259629101
aaindex1_MEIH800102,1.0227817403708988
aaindex1_MEIH800103,81.08844507845934
aaindex1_MIYS850101,2.249928673323823
aaindex1_NAGK730101,1.0655634807417975
aaindex1_NAGK730102,0.9106276747503567
aaindex1_NAGK730103,0.9721825962910129
aaindex1_NAKH900101,5.887660485021398
aaindex1_NAKH900102,2.861626248216833
aaindex1_NAKH900103,5.162567760342368
aaindex1_NAKH900104,-0.17433666191155486
aaindex1_NAKH900105,5.095592011412268
aaindex1_NAKH900106,-0.19831669044222536
aaindex1_NAKH900107,5.319129814550642
aaindex1_NAKH900108,-0.11820256776034235
aaindex1_NAKH900109,5.633922967189728
aaindex1_NAKH900110,-0.07291012838801712
aaindex1_NAKH900111,5.06848787446505
aaindex1_NAKH900112,4.894037089871612
aaindex1_NAKH900113,1.1715977175463623
aaindex1_NAKH920101,6.162282453637661
aaindex1_NAKH920102,6.465991440798859
aaindex1_NAKH920103,5.693523537803138
aaindex1_NAKH920104,5.759486447931527
aaindex1_NAKH920105,5.005563480741798
aaindex1_NAKH920106,6.124721825962911
aaindex1_NAKH920107,5.56077032810271
aaindex1_NAKH920108,4.818273894436519
aaindex1_NISK800101,-0.21696148359486447
aaindex1_NISK860101,-0.9351925820256776
aaindex1_NOZY710101,0.5579172610556349
aaindex1_OOBM770101,-1.6932068473609132
aaindex1_OOBM770102,-1.2044707560627677
aaindex1_OOBM770103,-0.48852781740370893
aaindex1_OOBM770104,-13.25990014265335
aaindex1_OOBM770105,-9.327776034236804
aaindex1_OOBM850101,1.534864479315264
aaindex1_OOBM850102,1.2089586305278173
aaindex1_OOBM850103,-0.20536376604850212
aaindex1_OOBM850104,-1.6741226818830242
aaindex1_OOBM850105,5.712710413694722
aaindex1_PALJ810101,1.0581169757489302
aaindex1_PALJ810102,1.055049928673324
aaindex1_PALJ810103,0.931169757489301
aaindex1_PALJ810104,0.9130813124108416
aaindex1_PALJ810105,1.0074893009985735
aaindex1_PALJ810106,0.9836376604850213
aaindex1_PALJ810107,1.007774607703281
aaindex1_PALJ810108,1.0665192582025678
aaindex1_PALJ810109,1.056447931526391
aaindex1_PALJ810110,0.9706847360912982
aaindex1_PALJ810111,0.923509272467903
aaindex1_PALJ810112,0.9321968616262483
aaindex1_PALJ810113,1.0131669044222538
aaindex1_PALJ810114,0.9617689015691869
aaindex1_PALJ810115,1.0076034236804565
aaindex1_PALJ810116,1.0241226818830245
aaindex1_PARJ860101,2.872753209700428
aaindex1_PLIV810101,-2.838644793152639
aaindex1_PONP800101,12.011497860199716
aaindex1_PONP800102,7.284022824536375
aaindex1_PONP800103,2.542482168330956
aaindex1_PONP800104,12.657546362339513
aaindex1_PONP800105,14.01793152639087
aaindex1_PONP800106,11.302853067047076
aaindex1_PONP800107,3.4174465049928675
aaindex1_PONP800108,5.834893009985735
aaindex1_PRAM820101,0.3090413694721826
aaindex1_PRAM820102,0.11939372325249645
aaindex1_PRAM820103,0.5825962910128388
aaindex1_PRAM900101,10.975035663338089
aaindex1_PRAM900102,1.0660627674750356
aaindex1_PRAM900103,0.9359201141226818
aaindex1_PRAM900104,1.0107845934379458
aaindex1_PTIO830101,0.9214693295292439
aaindex1_PTIO830102,1.2482168330955778
aaindex1_QIAN880101,0.009871611982881598
aaindex1_QIAN880102,0.008316690442225392
aaindex1_QIAN880103,0.0923965763195435
aaindex1_QIAN880104,0.0065905848787446465
aaindex1_QIAN880105,0.07410841654778888
aaindex1_QIAN880106,-0.07151212553495008
aaindex1_QIAN880107,-0.021797432239657643
