,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
0,antigen_70|A0A378W0B8||WP_017146691.1|tpos:239-285,Extracellular,0.0336,0.7229,0.0903,0.0285,0.0890,0.0356
1,antigen_45|Q50964||WP_003687545.1|tpos:1-331,Periplasmic,0.0000,0.0351,0.0002,0.0012,0.0062,0.9573
2,antigen_49|A0A378VW91||WP_003693736.1|tpos:219-277,Outer Membrane,0.0015,0.1881,0.2010,0.0412,0.3521,0.2160
3,antigen_53|A0A1D3EZB0|Catalase|WP_003689973.1|tpos:1-504,Periplasmic,0.0000,0.0224,0.3828,0.0006,0.0568,0.5374
4,antigen_7|Q6W764||WP_010358244.1|tpos:1-508,Cytoplasmic Membrane,0.0007,0.0141,0.2030,0.4569,0.3062,0.0191
5,antigen_9|A0A088NJH2||WP_003696681.1|tpos:1-253,Periplasmic,0.0005,0.0084,0.0012,0.0097,0.2437,0.7364
6,antigen_78|A0A378VXT8||WP_002232586.1|tpos:1-22,Cytoplasmic,0.0000,0.0045,0.9193,0.0070,0.0684,0.0007
7,antigen_79|A0A379B0L0||WP_003694346.1|tpos:117-164,Outer Membrane,0.0001,0.2067,0.1128,0.1260,0.5403,0.0141
8,antigen_80|A0AB74ETB9|Ribosomal|WP_003692488.1|tpos:1-295,Cytoplasmic,0.0000,0.0001,0.9912,0.0017,0.0004,0.0066
9,"antigen_81|A0AB74ECY7|6,7-dimethyl-8-ribityllumazine|WP_003687601.1|tpos:1-158",Cytoplasmic,0.0002,0.0317,0.9629,0.0004,0.0040,0.0008
10,antigen_82|B4RRB6||WP_229930602.1|tpos:405-1468,Outer Membrane,0.0003,0.0816,0.0002,0.0001,0.8718,0.0459
11,antigen_34|Q5F8S0||WP_003691259.1|tpos:1-122,Outer Membrane,0.0001,0.0095,0.0061,0.0314,0.9233,0.0296
12,antigen_35|Q5F8J5||WP_003688638.1|tpos:1-144,Cytoplasmic Membrane,0.0002,0.1121,0.0001,0.8749,0.0127,0.0001
13,antigen_0|Q5F5U2|Large|WP_003690068.1|tpos:1-177,Outer Membrane,0.0001,0.0005,0.0287,0.0013,0.9670,0.0023
14,antigen_22|P09790|IgA-specific|WP_003699543.1|tpos:1-1594,Extracellular,0.0014,0.5395,0.0004,0.0005,0.4361,0.0221
15,antigen_85|Q9F7Y5||WP_002214937.1|tpos:1-21,Cytoplasmic Membrane,0.0000,0.0114,0.0001,0.9878,0.0007,0.0000
16,antigen_86|A0AB74ER28|Succinyl-diaminopimelate|WP_003691026.1|tpos:1-381,Cytoplasmic,0.0000,0.0002,0.9937,0.0005,0.0041,0.0015
17,antigen_2|Q5F875|Dihydrolipoyllysine-residue|WP_003699869.1|tpos:1-389,Cytoplasmic,0.0001,0.0002,0.9695,0.0044,0.0150,0.0108
18,antigen_27|A0AA44ZGW8|Outer|WP_003689992.1|tpos:1-125,Outer Membrane,0.0000,0.0001,0.0001,0.0339,0.9639,0.0019
19,antigen_28|A0A378W121|Outer-membrane|WP_025456175.1|tpos:1-156,Outer Membrane,0.0000,0.0002,0.0003,0.0397,0.9348,0.0250
20,antigen_29|A0A379B184|LPS-assembly|WP_003698952.1|tpos:11-667,Outer Membrane,0.0000,0.0000,0.0000,0.0001,0.9994,0.0005
21,antigen_23|E0WDF8|Peptidyl-prolyl|WP_003697530.1|tpos:1-272,Outer Membrane,0.0001,0.0005,0.0010,0.0153,0.9768,0.0063
22,antigen_24|Q51006||WP_003693770.1|tpos:1-467,Outer Membrane,0.0007,0.0006,0.0002,0.0170,0.9586,0.0229
23,antigen_25|A0A378VZL0||WP_003699543.1|tpos:154-202,Extracellular,0.0002,0.3754,0.3257,0.0582,0.2368,0.0037
24,antigen_26|P95359|Outer|WP_003700563.1|tpos:1-792,Outer Membrane,0.0000,0.0000,0.0000,0.0004,0.9993,0.0002
25,antigen_60|A0A378VZD7|DNA|WP_003687706.1|tpos:167-454,Cytoplasmic,0.0000,0.0001,0.9942,0.0008,0.0007,0.0042
26,antigen_42|A8RU91||WP_229935886.1|tpos:228-296,Outer Membrane,0.0001,0.2817,0.3578,0.0005,0.3589,0.0009
27,antigen_43|Q50966|Fe(3+)|WP_003692653.1|tpos:1-352,Cytoplasmic Membrane,0.0000,0.0002,0.2535,0.7451,0.0009,0.0003
28,antigen_46|A0A1D3FCT2||WP_003693740.1|tpos:1-144,Cytoplasmic Membrane,0.0000,0.0008,0.0151,0.8105,0.0263,0.1472
29,antigen_47|A0A378VW04|Biopolymer|WP_003695658.1|tpos:1-145,Cytoplasmic Membrane,0.0000,0.0000,0.0000,0.9995,0.0004,0.0001
30,antigen_11|Q9S369||WP_003695151.1|tpos:1-262,Outer Membrane,0.0000,0.0000,0.0000,0.0002,0.9998,0.0000
31,antigen_14|Q50952||WP_003692697.1|tpos:1-943,Outer Membrane,0.0000,0.0000,0.0000,0.0000,0.9999,0.0001
32,antigen_36|Q5F848|Lipoprotein|WP_003693315.1|tpos:24-398,Outer Membrane,0.0000,0.0000,0.0014,0.0231,0.9645,0.0110
33,antigen_3|Q5F8Y0|DNA|WP_003692988.1|tpos:1-916,Cytoplasmic,0.0008,0.0046,0.9157,0.0138,0.0644,0.0006
34,antigen_65|A0A378W2W5||WP_229944338.1|tpos:117-235,Outer Membrane,0.0003,0.0009,0.0056,0.0070,0.9856,0.0006
