# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251013210305
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_130|B0B9B0|Glutamyl-tRNA(Gln)|UFW27294.1|tpos:1-491	noTP	0.997890	0.000157	0.001953	
antigen_84|C4PQQ9|Deubiquitinase|UFW27283.1|tpos:1-339	noTP	0.999440	0.000554	0.000006	
antigen_86|O84672|Uncharacterized|UFW27064.1|tpos:1-83	noTP	0.996486	0.000969	0.002545	
antigen_101|Q3KKR1|Lysine--tRNA|UFW27196.1|tpos:1-526	noTP	0.999960	0.000032	0.000009	
antigen_78|O84294|Deoxyuridine|UFW27573.1|tpos:1-145	noTP	0.999139	0.000250	0.000611	
antigen_0|B0BBB5|Adenylate|UFW27412.1|tpos:1-245	noTP	0.851302	0.143259	0.005439	
antigen_87|B0BAF8|GTPase|UFW27103.1|tpos:1-490	mTP	0.402187	0.000201	0.597612	CS pos: 25-26. RSL-AI. Pr: 0.3806
antigen_82|O84719|Glycerol-3-phosphate|UFW27114.1|tpos:1-334	SP	0.434300	0.503313	0.062387	CS pos: 18-19. SLA-NL. Pr: 0.4010
antigen_83|B0B887|Large|UFW27798.1|tpos:1-123	noTP	0.983502	0.000259	0.016240	
antigen_99|O84694|Probable|UFW27088.1|tpos:1-281	noTP	0.999963	0.000022	0.000015	
antigen_119|O84369|4-hydroxy-tetrahydrodipicolinate|UFW27648.1|tpos:8-253	noTP	0.777550	0.036851	0.185599	
antigen_155|Q3KL90|dITP/XTP|UFW27889.1|tpos:1-209	noTP	0.998782	0.000276	0.000942	
antigen_156|B0BCE1|Crossover|UFW27787.1|tpos:1-170	noTP	0.999523	0.000288	0.000189	
antigen_157|O84456|Isoprenyl|UFW27735.1|tpos:1-253	noTP	0.999054	0.000056	0.000889	
antigen_197|Q3KMH8|Putative|UFW27469.1|tpos:1-148	noTP	0.991161	0.005597	0.003242	
antigen_198|B0B896|Small|UFW27807.1|tpos:1-224	noTP	0.997773	0.000069	0.002158	
antigen_138|B0BAZ0|Aspartyl/glutamyl-tRNA(Asn/Gln)|UFW27295.1|tpos:1-488	noTP	0.999585	0.000360	0.000055	
antigen_183|O84130|Adenylate|UFW27412.1|tpos:1-245	noTP	0.851302	0.143259	0.005439	
antigen_184|Q3KMH4|Thymidylate|UFW27473.1|tpos:1-203	noTP	0.999885	0.000084	0.000031	
antigen_185|O84549|DNA|UFW27830.1|tpos:1-1237	noTP	0.999601	0.000101	0.000298	
antigen_189|B0B874|Nucleoside|UFW27785.1|tpos:1-141	noTP	0.999895	0.000070	0.000035	
antigen_190|B0B971|Polyribonucleotide|UFW27257.1|tpos:1-695	noTP	0.999653	0.000184	0.000163	
antigen_142|O84222|Flavin|UFW27502.1|tpos:1-192	noTP	0.834079	0.160634	0.005287	
antigen_143|O84179|Probable|UFW27462.1|tpos:1-135	noTP	0.996033	0.003910	0.000057	
antigen_144|Q3KKK3|Phenylalanine--tRNA|UFW27251.1|tpos:1-342	noTP	0.999903	0.000041	0.000056	
antigen_199|B0BB32|Probable|UFW27334.1|tpos:1-499	noTP	0.997503	0.001548	0.000948	
antigen_172|B0BAX0|4-hydroxy-3-methylbut-2-enyl|UFW27275.1|tpos:1-307	noTP	0.512699	0.005609	0.481692	
antigen_173|Q3KLU5|Lipoprotein|UFW27690.1|tpos:1-167	noTP	0.935611	0.064053	0.000337	
