# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250905174241
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_115|B0BC28|Proline--tRNA|CP156064.1|tpos:207845-207971	noTP	0.998653	0.000279	0.001068	
antigen_81|O84874|1,4-alpha-glucan|CP156064.1|tpos:323494-324231	noTP	0.999354	0.000430	0.000217	
antigen_4|B0BAL3|UDP-N-acetylmuramoylalanine--D-glutamate|CP156064.1|tpos:282546-282961	noTP	0.943750	0.031482	0.024767	
antigen_141|Q3KKW5|Serine--tRNA|CP156064.1|tpos:207765-208059	noTP	0.998864	0.000089	0.001048	
antigen_2|O84737|6,7-dimethyl-8-ribityllumazine|CP156064.1|tpos:267996-268152	noTP	0.977576	0.015258	0.007166	
antigen_88|Q3KM93|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate|CP156064.1|tpos:282620-282741	noTP	0.992810	0.003538	0.003652	
antigen_126|B0BAL6|UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)|CP156064.1|tpos:283517-283868	noTP	0.971518	0.026253	0.002229	
antigen_194|B0BAB7|Glutamyl-tRNA|CP156064.1|tpos:240729-241063	noTP	0.999563	0.000280	0.000157	
antigen_62|P08780|Major|CP156064.1|tpos:309582-309665	noTP	0.998513	0.000565	0.000922	
antigen_182|B0BBT8|V-type|CP156064.1|tpos:242724-243119	noTP	0.971358	0.019784	0.008859	
antigen_99|O84694|Probable|CP156064.1|tpos:250750-251030	noTP	0.999960	0.000027	0.000014	
antigen_20|O84421|Probable|CP156064.1|tpos:45863-46047	noTP	0.817407	0.009992	0.172601	
antigen_98|B0B7U3|Arginine/agmatine|CP156064.1|tpos:135087-135569	noTP	0.993265	0.002761	0.003974	
antigen_172|B0BAX0|4-hydroxy-3-methylbut-2-enyl|CP156064.1|tpos:320622-320928	noTP	0.532914	0.005662	0.461425	
antigen_157|O84456|Isoprenyl|CP156064.1|tpos:166441-166693	noTP	0.999054	0.000056	0.000889	
antigen_175|B0B846|Putative|CP156064.1|tpos:173606-173709	noTP	0.562257	0.090389	0.347354	
antigen_171|O84834|Ribonucleoside-diphosphate|CP156064.1|tpos:308834-309880	noTP	0.999748	0.000029	0.000223	
antigen_142|O84222|Flavin|CP156064.1|tpos:78747-78938	noTP	0.831262	0.163330	0.005408	
antigen_134|P0DPS8|Serine/threonine-protein|CP156064.1|tpos:243986-244216	noTP	0.992630	0.000184	0.007187	
antigen_193|O84188|Glucose-6-phosphate|CP156064.1|tpos:65330-65768	noTP	0.996184	0.000073	0.003743	
antigen_25|Q3KLY0|Arginine/agmatine|CP156064.1|tpos:135087-135569	noTP	0.993265	0.002761	0.003974	
antigen_162|O84734|Serine--tRNA|CP156064.1|tpos:207765-208059	noTP	0.998864	0.000089	0.001048	
antigen_9|B0BAI4|Serine--tRNA|CP156064.1|tpos:207765-208059	noTP	0.998864	0.000089	0.001048	
antigen_74|O84127|Large|CP156064.1|tpos:44757-44906	noTP	0.999806	0.000031	0.000164	
antigen_56|Q3KLG6|Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine|CP156064.1|tpos:85970-86162	noTP	0.999359	0.000481	0.000161	
antigen_109|O84420|Putative|CP156064.1|tpos:25332-25545	noTP	0.999760	0.000180	0.000059	
antigen_57|P13467|Major|CP156064.1|tpos:309582-309662	noTP	0.997466	0.001610	0.000924	
antigen_105|Q3KLY3|Pyruvoyl-dependent|CP156064.1|tpos:134887-135081	noTP	0.997496	0.001936	0.000568	
antigen_131|B0BBD3|DNA|CP156064.1|tpos:51727-52389	noTP	0.999849	0.000070	0.000081	
antigen_11|B0B8V8|6,7-dimethyl-8-ribityllumazine|CP156064.1|tpos:267996-268152	noTP	0.977576	0.015258	0.007166	
antigen_89|Q3KLZ0|3-phosphoshikimate|CP156064.1|tpos:132419-132858	noTP	0.999632	0.000285	0.000084	
antigen_35|Q3KL32|Glutamyl-tRNA|CP156064.1|tpos:240729-241063	noTP	0.999563	0.000280	0.000157	
antigen_123|P0DPS7|Serine/threonine-protein|CP156064.1|tpos:243980-244172	noTP	0.989932	0.000167	0.009901	
antigen_120|B0B8Y7|UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide)|CP156064.1|tpos:283517-283868	noTP	0.971518	0.026253	0.002229	
antigen_147|B0B8D2|Lipoyl|CP156064.1|tpos:200051-200361	noTP	0.997171	0.001880	0.000949	
antigen_148|Q3KKJ9|tRNA(Ile)-lysidine|CP156064.1|tpos:313441-313761	noTP	0.999719	0.000053	0.000228	
antigen_146|O84847|tRNA(Ile)-lysidine|CP156064.1|tpos:313441-313761	noTP	0.999719	0.000053	0.000228	
