# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250915200730
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_14|Q02K95|3-hydroxydecanoyl-[acyl-carrier-protein]|NZ_CP116721.1|tpos:1393031-1393201	noTP	0.997195	0.001354	0.001451	
antigen_34|Q01610|Putative|NZ_CP116721.1|tpos:1122992-1123278	noTP	0.937991	0.041523	0.020486	
antigen_63|P72131|HTH-type|NZ_CP116721.1|tpos:1122981-1123292	noTP	0.989848	0.001063	0.009089	
antigen_2|B7V0F9|Large-conductance|NZ_CP116721.1|tpos:1935204-1935340	noTP	0.995462	0.002865	0.001673	
antigen_74|Q02EV4|Ubiquinone/menaquinone|NZ_CP116721.1|tpos:388106-388222	noTP	0.999078	0.000560	0.000363	
antigen_0|P28809|MmsAB|NZ_CP116721.1|tpos:177625-177865	noTP	0.999943	0.000029	0.000028	
antigen_129|A6VDX3|Probable|NZ_CP116721.1|tpos:1014430-1014620	noTP	0.999958	0.000038	0.000005	
antigen_15|Q9I6B3|tRNA|NZ_CP116721.1|tpos:165009-165252	noTP	0.999998	0.000001	0.000001	
antigen_16|Q02U32|Thiazole|NZ_CP116721.1|tpos:164714-164978	noTP	0.999136	0.000319	0.000545	
antigen_17|Q9HT07|tRNA|NZ_CP116721.1|tpos:457418-457512	noTP	0.992849	0.000966	0.006185	
antigen_131|O69077|Aspartokinase|NZ_CP116721.1|tpos:538098-538233	noTP	0.579651	0.388178	0.032172	
antigen_135|Q9I589|Chitin-binding|NZ_CP116721.1|tpos:1673422-1673810	SP	0.000121	0.999876	0.000003	CS pos: 25-26. AHA-HG. Pr: 0.8886
antigen_85|Q02RC6|Uridylate|NZ_CP116721.1|tpos:538002-538246	noTP	0.996476	0.000739	0.002785	
antigen_194|Q9HUE8|K(+)/H(+)|NZ_CP116721.1|tpos:426371-426700	noTP	0.999750	0.000091	0.000159	
antigen_140|Q00513|Type|NZ_CP116721.1|tpos:1873953-1874349	noTP	0.999759	0.000057	0.000184	
antigen_132|P72171|Ornithine|NZ_CP116721.1|tpos:1136824-1137094	noTP	0.983871	0.015417	0.000713	
antigen_195|Q02SE5|Glutamate-1-semialdehyde|NZ_CP116721.1|tpos:218489-218780	noTP	0.993120	0.001046	0.005834	
antigen_49|A6V1D4|Uridylate|NZ_CP116721.1|tpos:538002-538246	noTP	0.996476	0.000739	0.002785	
antigen_50|Q9I703|Probable|NZ_CP116721.1|tpos:1201839-1202240	noTP	0.998298	0.001092	0.000610	
antigen_161|Q02R89|Protein|NZ_CP116721.1|tpos:551262-551607	noTP	0.995087	0.001149	0.003763	
antigen_162|Q9I476|4-hydroxyproline|NZ_CP116721.1|tpos:1531609-1531936	noTP	0.999576	0.000240	0.000184	
antigen_143|Q02DZ0|Oxygen-dependent|NZ_CP116721.1|tpos:517317-517859	noTP	0.892606	0.101512	0.005882	
antigen_67|A6VBV3|GTPase|NZ_CP116721.1|tpos:1957355-1957486	noTP	0.991842	0.000586	0.007572	
antigen_87|Q9HYH5|Putative|NZ_CP116721.1|tpos:613204-613462	noTP	0.999738	0.000242	0.000021	
antigen_130|Q02PI7|Probable|NZ_CP116721.1|tpos:763766-764067	noTP	0.999265	0.000680	0.000055	
antigen_165|Q02FU2|Pantothenate|NZ_CP116721.1|tpos:1996525-1996807	noTP	0.949306	0.003594	0.047101	
antigen_141|Q9I5Y4|Phosphoglycerate|NZ_CP116721.1|tpos:225782-226168	noTP	0.997176	0.002785	0.000039	
antigen_182|B7V7U2|UDP-3-O-acylglucosamine|NZ_CP116721.1|tpos:540764-541116	noTP	0.656108	0.305121	0.038771	
antigen_26|Q59650|UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate|NZ_CP116721.1|tpos:728774-729145	noTP	0.994639	0.000363	0.004999	
antigen_40|Q9I4L6|Outer-membrane|NZ_CP116721.1|tpos:586047-586150	noTP	0.999480	0.000439	0.000081	
antigen_61|Q02FW7|Hemin|NZ_CP116721.1|tpos:1095943-1096145	noTP	0.944424	0.001817	0.053759	
antigen_176|A6VCI7|Aspartate|NZ_CP116721.1|tpos:1996838-1996963	noTP	0.996454	0.001283	0.002263	
antigen_180|Q02FH0|Ribosomal|NZ_CP116721.1|tpos:2039618-2039911	noTP	0.999370	0.000426	0.000204	
antigen_147|B7UY90|Sulfate|NZ_CP116721.1|tpos:1675692-1675937	noTP	0.999941	0.000028	0.000032	
antigen_39|Q9HUY1|Dihydrolipoyl|NZ_CP116721.1|tpos:775539-775992	noTP	0.998476	0.000637	0.000888	
antigen_157|Q9I4N4|Sensor|NZ_CP116721.1|tpos:1994434-1994766	noTP	0.999489	0.000092	0.000418	
antigen_73|Q9I4F8|Two-component|NZ_CP116721.1|tpos:944522-944827	noTP	0.989317	0.008225	0.002458	
antigen_18|Q01269|Cyclohexadienyl|NZ_CP116721.1|tpos:597155-597422	SP	0.006488	0.992704	0.000808	CS pos: 25-26. LQA-QE. Pr: 0.5910
antigen_125|P0C003|Dihydropteroate|NZ_CP116721.1|tpos:1129457-1129735	noTP	0.999030	0.000905	0.000065	
antigen_12|Q02QU2|UPF0502|NZ_CP116721.1|tpos:606817-607037	noTP	0.999984	0.000013	0.000003	
antigen_13|Q9HTX3|Probable|NZ_CP116721.1|tpos:1978655-1978952	SP	0.162982	0.585789	0.251229	CS pos: 16-17. AAA-DP. Pr: 0.7624
antigen_22|Q02FF5|Urease|NZ_CP116721.1|tpos:2045356-2045635	noTP	0.987573	0.001636	0.010791	
antigen_72|A6V3A2|Na(+)-translocating|NZ_CP116721.1|tpos:1006036-1006325	noTP	0.999824	0.000129	0.000047	
antigen_92|Q9HZP7|Electron|NZ_CP116721.1|tpos:788184-788492	noTP	0.968751	0.020294	0.010954	
antigen_108|A6UZG6|Iron-sulfur|NZ_CP116721.1|tpos:257289-257404	noTP	0.961026	0.038195	0.000779	
antigen_133|Q9HV68|Aspartate|NZ_CP116721.1|tpos:1996838-1996963	noTP	0.996454	0.001283	0.002263	
antigen_114|A6VDE4|Protein|NZ_CP116721.1|tpos:2108056-2108541	noTP	0.999561	0.000260	0.000179	
antigen_95|Q9HU43|1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]|NZ_CP116721.1|tpos:715242-715471	noTP	0.999074	0.000511	0.000415	
antigen_179|Q9HZN8|Thymidylate|NZ_CP116721.1|tpos:784907-785116	noTP	0.999933	0.000046	0.000020	
antigen_189|Q9HTB6|GDP-6-deoxy-D-mannose|NZ_CP116721.1|tpos:2159737-2160001	noTP	0.993861	0.003239	0.002900	
antigen_139|P29370|Uncharacterized|NZ_CP116721.1|tpos:1241660-1241946	noTP	0.968671	0.030881	0.000448	
antigen_185|Q02RB8|UDP-3-O-acylglucosamine|NZ_CP116721.1|tpos:540764-541116	noTP	0.656108	0.305121	0.038771	
antigen_186|Q9I0I6|Methyl-accepting|NZ_CP116721.1|tpos:909442-910002	noTP	0.515471	0.472740	0.011789	
antigen_153|Q01602|Transcription|NZ_CP116721.1|tpos:1101525-1101873	noTP	0.984450	0.004108	0.011442	
antigen_55|Q02FU9|Glutamyl-Q|NZ_CP116721.1|tpos:720820-721067	noTP	0.956309	0.041387	0.002304	
antigen_160|A6UZJ9|Large|NZ_CP116721.1|tpos:269071-269174	noTP	0.999876	0.000035	0.000090	
antigen_127|Q02DY9|Betaine|NZ_CP116721.1|tpos:1146934-1147408	noTP	0.987375	0.011766	0.000859	
antigen_198|Q02FU1|Aspartate|NZ_CP116721.1|tpos:1996838-1996963	noTP	0.996454	0.001283	0.002263	
antigen_155|Q02RX7|Queuine|NZ_CP116721.1|tpos:450209-450580	noTP	0.994621	0.000932	0.004448	
antigen_158|A6V4H6|Siroheme|NZ_CP116721.1|tpos:926115-926579	noTP	0.972754	0.005441	0.021805	
antigen_159|Q9I2W4|Uroporphyrinogen-III|NZ_CP116721.1|tpos:926330-926564	noTP	0.999913	0.000071	0.000016	
