# TargetP-2.0	Organism: Non-Plant	Timestamp: 20250915200729
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_144|Q02FP9|S-adenosylmethionine|CP116724.1|tpos:2021886-2022045	noTP	0.999848	0.000115	0.000036	
antigen_174|A6VD32|NH(3)-dependent|CP116724.1|tpos:2073349-2073623	noTP	0.998890	0.000259	0.000851	
antigen_179|Q9HZN8|Thymidylate|CP116724.1|tpos:775037-775246	noTP	0.999933	0.000046	0.000020	
antigen_61|Q02FW7|Hemin|CP116724.1|tpos:1112717-1112956	noTP	0.998070	0.000290	0.001639	
antigen_73|Q9I4F8|Two-component|CP116724.1|tpos:2023032-2023375	noTP	0.994607	0.000810	0.004583	
antigen_86|Q9HUK1|DNA|CP116724.1|tpos:696449-697214	noTP	0.964050	0.019873	0.016078	
antigen_189|Q9HTB6|GDP-6-deoxy-D-mannose|CP116724.1|tpos:707113-707357	noTP	0.710519	0.035350	0.254131	
antigen_1|O52760|DNA-directed|CP116724.1|tpos:269228-269560	noTP	0.999435	0.000109	0.000456	
antigen_54|Q9HU05|Monofunctional|CP116724.1|tpos:2177469-2177653	SP	0.005859	0.989093	0.005048	CS pos: 23-24. LQA-QP. Pr: 0.9118
antigen_40|Q9I4L6|Outer-membrane|CP116724.1|tpos:1606081-1606247	SP	0.002196	0.997591	0.000213	CS pos: 25-26. AGC-QT. Pr: 0.6411
antigen_159|Q9I2W4|Uroporphyrinogen-III|CP116724.1|tpos:796117-796329	noTP	0.971397	0.018009	0.010593	
antigen_79|A6VCN1|S-adenosylmethionine|CP116724.1|tpos:2021886-2022045	noTP	0.999848	0.000115	0.000036	
antigen_195|Q02SE5|Glutamate-1-semialdehyde|CP116724.1|tpos:1057006-1057325	noTP	0.982674	0.001498	0.015828	
antigen_92|Q9HZP7|Electron|CP116724.1|tpos:778314-778622	noTP	0.968751	0.020294	0.010954	
antigen_170|Q02FC7|Urease|CP116724.1|tpos:2062673-2062839	noTP	0.963721	0.000320	0.035958	
