Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen_32|Q83B70||CP020616.1|tpos:492335-492706,0.086,0.0,-0.5,-0.414,Non-Allergen
antigen_92|Q83EL2||CP020616.1|tpos:543132-543344,0.363,0.0,0.0,0.363,Allergen
antigen_145|Q83AQ5||CP020616.1|tpos:546357-546471,0.127,0.0,0.0,0.127,Non-Allergen
antigen_19|Q83AD7|Bcr/CflA|CP020616.1|tpos:345713-346038,0.029,0.0,-0.5,-0.471,Non-Allergen
antigen_39|Q83BP6||CP020616.1|tpos:151664-151717,0.222,0.0,0.0,0.222,Non-Allergen
antigen_65|Q83D57||CP020616.1|tpos:256191-256578,0.063,0.5,0.0,0.563,Allergen
antigen_120|Q83DG2||CP020616.1|tpos:218635-218716,0.102,0.0,0.0,0.102,Non-Allergen
antigen_91|Q83EK8|Outer|CP020616.1|tpos:87583-87834,0.128,0.0,-0.5,-0.372,Non-Allergen
antigen_108|Q93N39||CP020616.1|tpos:197918-198175,0.111,0.0,-0.5,-0.389,Non-Allergen
antigen_117|Q83D46||CP020616.1|tpos:260082-260191,0.178,0.0,0.0,0.178,Non-Allergen
antigen_86|Q83E37|3-oxoacyl-[acyl-carrier-protein]|CP020616.1|tpos:222374-222645,0.309,0.5,-0.5,0.309,Allergen
antigen_103|Q83F92||CP020616.1|tpos:151836-151915,0.272,0.0,0.0,0.272,Non-Allergen
antigen_52|Q83C94||CP020616.1|tpos:581605-581955,0.101,0.0,0.0,0.101,Non-Allergen
antigen_74|Q83DH8||CP020616.1|tpos:228966-229975,0.067,0.0,-0.5,-0.433,Non-Allergen
antigen_83|Q83DY1|Leucine--tRNA|CP020616.1|tpos:113397-113975,0.106,0.0,-0.5,-0.394,Non-Allergen
antigen_114|Q83D11||CP020616.1|tpos:346959-347035,0.247,0.0,-0.5,-0.253,Non-Allergen
antigen_99|Q83F42|Lipoprotein|CP020616.1|tpos:32143-32409,0.088,0.5,0.0,0.588,Allergen
antigen_90|Q83EF6|Phosphate|CP020616.1|tpos:363431-363651,0.027,0.0,-0.5,-0.473,Non-Allergen
antigen_94|Q83ES6|Elongation|CP020616.1|tpos:70583-70979,0.174,0.5,-0.5,0.174,Non-Allergen
antigen_41|Q83BT6|Uncharacterized|CP020616.1|tpos:423342-423557,0.013,0.0,-0.5,-0.487,Non-Allergen
antigen_21|Q83AI2|Cell|CP020616.1|tpos:31585-31805,0.021,0.0,-0.5,-0.479,Non-Allergen
antigen_124|Q83DG0||CP020616.1|tpos:197957-198156,0.229,0.0,-0.5,-0.271,Non-Allergen
antigen_70|Q83DF0||CP020616.1|tpos:222127-223738,0.017,0.5,-0.5,0.017,Non-Allergen
antigen_68|Q83DA5||CP020616.1|tpos:605991-606212,0.045,0.0,-0.5,-0.455,Non-Allergen
antigen_110|A9KFJ2||CP020616.1|tpos:241211-241576,0.05,0.0,-0.5,-0.45,Non-Allergen
antigen_87|Q83E44||CP020616.1|tpos:135420-135654,0.086,0.0,-0.5,-0.414,Non-Allergen
antigen_44|Q83BY5|ATP-dependent|CP020616.1|tpos:206927-207003,0.415,0.0,0.0,0.415,Allergen
antigen_71|Q83DF6|Putative|CP020616.1|tpos:219967-220304,0.017,0.0,0.0,0.017,Non-Allergen
antigen_129|Q83DH3||CP020616.1|tpos:363436-363537,0.103,0.0,-0.5,-0.397,Non-Allergen
antigen_29|Q83B02|Thiol:disulfide|CP020616.1|tpos:514879-515508,0.063,0.0,-0.5,-0.437,Non-Allergen
antigen_67|Q83DA1||CP020616.1|tpos:240628-241121,0.01,0.0,0.0,0.01,Non-Allergen
antigen_133|Q83ED4|Riboflavin|CP020616.1|tpos:112071-112415,0.038,0.0,-0.5,-0.462,Non-Allergen
antigen_75|Q83DJ3|Trigger|CP020616.1|tpos:206163-206604,0.082,0.0,-0.5,-0.418,Non-Allergen
antigen_123|Q83B22|Endonuclease|CP020616.1|tpos:506768-506985,0.063,0.0,-0.5,-0.437,Non-Allergen
antigen_144|Q83DD7|[Ribosomal|CP020616.1|tpos:228167-228311,0.184,0.0,-0.5,-0.316,Non-Allergen
antigen_109|A0A7G6J4B0||CP020616.1|tpos:26525-26606,0.162,0.0,0.0,0.162,Non-Allergen
antigen_7|Q81ZP4||CP020616.1|tpos:146934-146953,0.195,0.0,0.0,0.195,Non-Allergen
antigen_42|Q83BU7|Dihydrolipoyllysine-residue|CP020616.1|tpos:128252-128681,0.287,0.0,-0.5,-0.213,Non-Allergen
antigen_50|Q83C69|Uncharacterized|CP020616.1|tpos:374193-374440,0.62,0.0,0.0,0.62,Allergen
antigen_56|Q83CG9|Transcription-repair-coupling|CP020616.1|tpos:145194-145408,0.088,0.5,0.0,0.588,Allergen
antigen_45|Q83BY8||CP020616.1|tpos:401873-402451,0.014,0.0,0.0,0.014,Non-Allergen
antigen_38|Q83BJ5||CP020616.1|tpos:197379-197591,0.219,0.0,-0.5,-0.281,Non-Allergen
