,ACC,Localization,Cell wall & surface,Extracellular,Cytoplasmic,Cytoplasmic Membrane,Outer Membrane,Periplasmic
0,antigen_42|O83458|LysM|AHN67124.1|tpos:1-342,Outer Membrane,0.0061,0.0161,0.1725,0.0264,0.4157,0.3632
1,antigen_49|O83795||AHN67475.1|tpos:1-128,Cytoplasmic,0.0025,0.1139,0.4687,0.0028,0.1133,0.2988
2,antigen_12|O83138||AHN66804.1|tpos:1-200,Periplasmic,0.0001,0.0107,0.0049,0.0384,0.1233,0.8226
3,antigen_79|O83669||AHN67326.1|tpos:1-242,Periplasmic,0.0003,0.0069,0.0097,0.0410,0.0475,0.8946
4,antigen_118|A0A8F8KRN6||AHN67220.1|tpos:36-62,Extracellular,0.0012,0.8257,0.0155,0.0007,0.1568,0.0001
5,antigen_119|O83831|UPF0164|AHN67511.1|tpos:1-476,Outer Membrane,0.0003,0.0003,0.0015,0.2082,0.7863,0.0036
6,antigen_70|F7IVK2||AHN67050.1|tpos:1-154,Cytoplasmic,0.0003,0.0094,0.9456,0.0237,0.0187,0.0021
7,antigen_71|O83349|Serine|AHN67014.1|tpos:1-504,Cytoplasmic,0.0000,0.0031,0.9754,0.0050,0.0152,0.0012
8,antigen_72|O83164|Uncharacterized|AHN66829.1|tpos:1-116,Outer Membrane,0.0001,0.0068,0.0012,0.1828,0.7625,0.0466
9,antigen_57|P96116|Zinc-binding|AHN66866.1|tpos:1-308,Periplasmic,0.0012,0.0273,0.0054,0.0094,0.0553,0.9013
10,antigen_33|O83768|Uncharacterized|AHN67447.1|tpos:1-258,Periplasmic,0.0035,0.0247,0.1037,0.1110,0.2126,0.5444
11,antigen_76|O83613|Ribosome-recycling|AHN67273.1|tpos:1-183,Cytoplasmic,0.0000,0.0009,0.9952,0.0016,0.0021,0.0002
12,antigen_77|O83251|Uncharacterized|AHN66922.1|tpos:1-148,Cytoplasmic Membrane,0.1659,0.3171,0.0441,0.3817,0.0891,0.0021
13,antigen_78|O83080|D-lactate|AHN66739.1|tpos:1-331,Cytoplasmic,0.0001,0.0008,0.9839,0.0016,0.0061,0.0075
14,antigen_102|P56822|Uncharacterized|AHN67288.1|tpos:1-207,Outer Membrane,0.0019,0.0972,0.0253,0.3235,0.5212,0.0308
15,antigen_22|O83413|Flagellar|AHN67080.1|tpos:1-124,Extracellular,0.0013,0.6152,0.0645,0.0298,0.1105,0.1787
16,antigen_23|O07884|Flagellar|AHN67385.1|tpos:1-463,Outer Membrane,0.0100,0.2774,0.0114,0.0091,0.5768,0.1154
17,antigen_108|O83055||AHN66716.1|tpos:1-660,Outer Membrane,0.0008,0.0085,0.0061,0.2499,0.7277,0.0069
18,antigen_65|O83520|ATP-dependent|AHN67179.1|tpos:1-203,Cytoplasmic,0.0004,0.0614,0.8470,0.0365,0.0141,0.0405
19,antigen_29|O83213|Uncharacterized|AHN66882.1|tpos:8-288,Outer Membrane,0.0045,0.0389,0.3617,0.1325,0.3983,0.0640
20,antigen_60|O83410|Tyrosine|AHN67074.1|tpos:25-295,Cytoplasmic,0.0001,0.0007,0.9929,0.0016,0.0045,0.0002
21,antigen_73|O83487|Probable|AHN67152.1|tpos:1-245,Cytoplasmic,0.0000,0.0007,0.9955,0.0004,0.0030,0.0003
22,antigen_74|O83249|Anti-sigma|AHN66920.1|tpos:1-108,Cytoplasmic,0.0000,0.0071,0.9361,0.0184,0.0376,0.0008
23,antigen_114|F7IWA5||AHN67003.1|tpos:1-94,Outer Membrane,0.0007,0.0158,0.0034,0.1773,0.7244,0.0785
24,antigen_26|O83967|DUF2259|AHN67644.1|tpos:1-222,Periplasmic,0.0244,0.3334,0.0149,0.0360,0.2554,0.3359
25,antigen_124|O83935|Uncharacterized|AHN67609.1|tpos:1-539,Outer Membrane,0.0003,0.0121,0.0006,0.0067,0.9751,0.0052
26,antigen_82|O83661||AHN67319.1|tpos:1-348,Outer Membrane,0.0019,0.1541,0.0196,0.1773,0.4688,0.1782
27,antigen_16|F7IW56||AHN66925.1|tpos:1-246,Extracellular,0.0078,0.4987,0.0603,0.0113,0.3495,0.0722
28,antigen_7|P29722|17|AHN67114.1|tpos:1-156,Outer Membrane,0.0002,0.0234,0.0003,0.0849,0.7411,0.1502
29,antigen_8|O83958|Probable|AHN67635.1|tpos:1-289,Outer Membrane,0.0054,0.0504,0.0835,0.0255,0.4655,0.3697
30,antigen_19|P29725|Basic|AHN67658.1|tpos:1-361,Outer Membrane,0.0015,0.0073,0.0274,0.0560,0.5191,0.3886
31,antigen_54|O83731|Uncharacterized|AHN67407.1|tpos:1-223,Outer Membrane,0.0152,0.1672,0.1374,0.1729,0.2650,0.2422
32,antigen_112|O83619||AHN67279.1|tpos:1-693,Outer Membrane,0.0006,0.0034,0.0067,0.2759,0.7120,0.0014
33,antigen_9|O30405|Glycerophosphodiester|AHN66956.1|tpos:1-356,Periplasmic,0.0034,0.0556,0.0902,0.0183,0.1417,0.6908
34,antigen_109|O88138||AHN66820.1|tpos:1-598,Outer Membrane,0.0024,0.0117,0.0058,0.3520,0.6261,0.0021
35,antigen_11|O83633|Uncharacterized|AHN67294.1|tpos:1-212,Outer Membrane,0.0002,0.0025,0.0013,0.2074,0.7833,0.0053
36,antigen_131|O83964|DNA|AHN67641.1|tpos:1-799,Cytoplasmic Membrane,0.0002,0.0210,0.0065,0.9589,0.0131,0.0002
37,antigen_68|O83246|Chaperone|AHN66916.1|tpos:1-635,Cytoplasmic,0.0009,0.0022,0.9305,0.0031,0.0626,0.0008
38,antigen_3|P16055|15|AHN66874.1|tpos:20-161,Cytoplasmic Membrane,0.0146,0.1072,0.0053,0.4381,0.4116,0.0233
39,antigen_105|R4IYZ3||AHN67289.1|tpos:1-609,Outer Membrane,0.0018,0.0131,0.0033,0.2108,0.7687,0.0023
40,antigen_2|P07643|Treponemal|AHN67427.1|tpos:1-345,Cytoplasmic Membrane,0.0033,0.0055,0.0017,0.5128,0.4676,0.0091
41,antigen_130|B0LGY7||AHN67011.1|tpos:495-818,Outer Membrane,0.0000,0.0000,0.0003,0.0308,0.9688,0.0001
42,antigen_47|O83448|Acidic|AHN67113.1|tpos:1-251,Outer Membrane,0.0046,0.0431,0.1074,0.2023,0.4217,0.2209
43,antigen_48|O83666|Flagellar|AHN67323.1|tpos:1-625,Extracellular,0.0095,0.4674,0.1052,0.0196,0.2438,0.1545
44,antigen_41|O83865|DUF302|AHN67544.1|tpos:1-168,Outer Membrane,0.0050,0.1023,0.1241,0.2735,0.3319,0.1632
45,antigen_134|O83930||AHN67604.1|tpos:1-220,Cytoplasmic Membrane,0.0001,0.0006,0.1097,0.8820,0.0071,0.0006
46,antigen_66|O83581||AHN67243.1|tpos:1-221,Cytoplasmic Membrane,0.0002,0.0039,0.0005,0.9036,0.0884,0.0034
47,antigen_67|O83275|N-acetylmuramoyl-L-alanine|AHN66946.1|tpos:1-343,Outer Membrane,0.0044,0.0527,0.0410,0.0122,0.6767,0.2129
48,antigen_55|O83522|Alkyl|AHN67181.1|tpos:1-188,Cytoplasmic,0.0002,0.0027,0.7065,0.0009,0.1190,0.1707
49,antigen_45|O83325|DNA|AHN66993.1|tpos:29-648,Cytoplasmic,0.0001,0.0231,0.9630,0.0131,0.0008,0.0000
50,antigen_129|O67998|Outer|AHN67134.1|tpos:1-268,Outer Membrane,0.0070,0.0288,0.0482,0.3693,0.5410,0.0057
51,antigen_35|O83482||AHN67148.1|tpos:1-482,Cytoplasmic Membrane,0.0148,0.0566,0.0109,0.8341,0.0776,0.0059
52,antigen_97|O83086|DUF327|AHN66750.1|tpos:1-173,Cytoplasmic,0.0044,0.0163,0.7385,0.2253,0.0022,0.0134
53,antigen_98|O54312|UDP-N-acetylglucosamine|AHN66731.1|tpos:1-425,Cytoplasmic,0.0000,0.0024,0.9813,0.0089,0.0067,0.0006
54,antigen_88|O83478|Uncharacterized|AHN67146.1|tpos:1-271,Cytoplasmic Membrane,0.0026,0.2048,0.0334,0.5143,0.1909,0.0539
55,antigen_4|P23033|Chaperonin|AHN66732.1|tpos:1-544,Cytoplasmic,0.0025,0.0091,0.8896,0.0022,0.0948,0.0016
56,antigen_17|P19478|34|AHN67611.1|tpos:1-204,Cytoplasmic Membrane,0.0004,0.0033,0.0061,0.5501,0.3554,0.0847
57,antigen_111|O83337||AHN67004.1|tpos:1-608,Outer Membrane,0.0061,0.1540,0.0102,0.2875,0.5249,0.0173
58,antigen_84|O83828|UPF0164|AHN67509.1|tpos:1-315,Outer Membrane,0.0001,0.0002,0.0019,0.1691,0.8271,0.0016
59,antigen_96|O83548|Triosephosphate|AHN67208.1|tpos:1-249,Cytoplasmic,0.0001,0.0055,0.9817,0.0002,0.0086,0.0038
60,antigen_85|O83830|UPF0164|AHN67510.1|tpos:1-370,Outer Membrane,0.0000,0.0000,0.0006,0.1057,0.8933,0.0004
61,antigen_18|A0A2P1DUM7||AHN67011.1|tpos:443-636,Outer Membrane,0.0000,0.0000,0.0002,0.0305,0.9692,0.0001
62,antigen_110|O83335||AHN67002.1|tpos:1-762,Outer Membrane,0.0046,0.0323,0.0047,0.2657,0.6875,0.0051
63,antigen_39|O83481||AHN67148.1|tpos:476-650,Extracellular,0.0171,0.3168,0.3058,0.0367,0.1738,0.1498
64,antigen_46|P19649|Treponemal|AHN67428.1|tpos:1-325,Outer Membrane,0.0076,0.0163,0.0269,0.0719,0.6523,0.2251
65,antigen_58|O83912|Uncharacterized|AHN67582.1|tpos:1-154,Cytoplasmic,0.0001,0.0542,0.9224,0.0168,0.0052,0.0014
66,antigen_63|O83159|Phosphoenolpyruvate|AHN66825.1|tpos:1-618,Cytoplasmic,0.0006,0.0297,0.5385,0.0701,0.0743,0.2869
67,antigen_113|O83629||AHN67289.1|tpos:1-609,Outer Membrane,0.0018,0.0131,0.0033,0.2108,0.7687,0.0023
68,antigen_135|O83782||AHN67459.1|tpos:6-372,Cytoplasmic Membrane,0.0001,0.0002,0.1330,0.8612,0.0050,0.0005
69,antigen_27|O83169|Uncharacterized|AHN66836.1|tpos:1-409,Extracellular,0.0093,0.5828,0.0021,0.0659,0.2522,0.0878
