antigen13|Q6GHM6|BX571857.1|mhci|seq33	antigen13|Q6GHM6|BX571857.1|mhci|seq33
antigen13|Q6GHM6|BX571857.1|mhci|seq193	antigen13|Q6GHM6|BX571857.1|mhci|seq193
antigen13|Q6GHM6|BX571857.1|mhci|seq257	antigen13|Q6GHM6|BX571857.1|mhci|seq257
antigen13|Q6GHM6|BX571857.1|mhci|seq641	antigen13|Q6GHM6|BX571857.1|mhci|seq641
antigen13|Q6GHM6|BX571857.1|mhci|seq769	antigen13|Q6GHM6|BX571857.1|mhci|seq769
antigen13|Q6GHM6|CP002114.3|mhci|seq423	antigen13|Q6GHM6|CP002114.3|mhci|seq423
antigen13|Q6GHM6|CP002114.3|mhci|seq455	antigen13|Q6GHM6|CP002114.3|mhci|seq455
antigen13|Q6GHM6|CP002114.3|mhci|seq551	antigen13|Q6GHM6|CP002114.3|mhci|seq551
antigen13|Q6GHM6|CP002114.3|mhci|seq583	antigen13|Q6GHM6|CP002114.3|mhci|seq583
antigen13|Q6GHM6|BX571857.1|mhci|seq34	antigen13|Q6GHM6|BX571857.1|mhci|seq34
antigen13|Q6GHM6|BX571857.1|mhci|seq194	antigen13|Q6GHM6|BX571857.1|mhci|seq194
antigen13|Q6GHM6|BX571857.1|mhci|seq258	antigen13|Q6GHM6|BX571857.1|mhci|seq258
antigen13|Q6GHM6|BX571857.1|mhci|seq418	antigen13|Q6GHM6|BX571857.1|mhci|seq418
antigen13|Q6GHM6|BX571857.1|mhci|seq514	antigen13|Q6GHM6|BX571857.1|mhci|seq514
antigen13|Q6GHM6|BX571857.1|mhci|seq99	antigen13|Q6GHM6|BX571857.1|mhci|seq99
antigen13|Q6GHM6|BX571857.1|mhci|seq99	antigen13|Q6GHM6|CP002114.3|mhci|seq103
antigen13|Q6GHM6|BX571857.1|mhci|seq419	antigen13|Q6GHM6|BX571857.1|mhci|seq419
antigen13|Q6GHM6|BX571857.1|mhci|seq515	antigen13|Q6GHM6|BX571857.1|mhci|seq515
antigen13|Q6GHM6|CP002114.3|mhci|seq73	antigen13|Q6GHM6|CP002114.3|mhci|seq73
antigen13|Q6GHM6|CP002114.3|mhci|seq137	antigen13|Q6GHM6|CP002114.3|mhci|seq137
antigen13|Q6GHM6|CP002114.3|mhci|seq169	antigen13|Q6GHM6|CP002114.3|mhci|seq169
antigen13|Q6GHM6|CP002114.3|mhci|seq329	antigen13|Q6GHM6|CP002114.3|mhci|seq329
antigen13|Q6GHM6|BX571857.1|mhci|seq100	antigen13|Q6GHM6|BX571857.1|mhci|seq100
antigen13|Q6GHM6|BX571857.1|mhci|seq100	antigen13|Q6GHM6|CP002114.3|mhci|seq104
antigen13|Q6GHM6|BX571857.1|mhci|seq132	antigen13|Q6GHM6|BX571857.1|mhci|seq132
antigen13|Q6GHM6|BX571857.1|mhci|seq132	antigen13|Q6GHM6|CP002114.3|mhci|seq136
antigen13|Q6GHM6|BX571857.1|mhci|seq132	antigen13|Q6GHM6|BX571857.1|mhci|seq131
antigen13|Q6GHM6|BX571857.1|mhci|seq132	antigen13|Q6GHM6|CP002114.3|mhci|seq135
antigen13|Q6GHM6|BX571857.1|mhci|seq740	antigen13|Q6GHM6|BX571857.1|mhci|seq740
antigen13|Q6GHM6|CP002114.3|mhci|seq74	antigen13|Q6GHM6|CP002114.3|mhci|seq74
antigen13|Q6GHM6|CP002114.3|mhci|seq138	antigen13|Q6GHM6|CP002114.3|mhci|seq138
antigen13|Q6GHM6|CP002114.3|mhci|seq170	antigen13|Q6GHM6|CP002114.3|mhci|seq170
antigen13|Q6GHM6|CP002114.3|mhci|seq330	antigen13|Q6GHM6|CP002114.3|mhci|seq330
antigen13|Q6GHM6|CP002114.3|mhci|seq394	antigen13|Q6GHM6|CP002114.3|mhci|seq394
antigen13|Q6GHM6|CP002114.3|mhci|seq522	antigen13|Q6GHM6|CP002114.3|mhci|seq522
antigen13|Q6GHM6|BX571857.1|mhci|seq101	antigen13|Q6GHM6|BX571857.1|mhci|seq101
antigen13|Q6GHM6|BX571857.1|mhci|seq101	antigen13|Q6GHM6|CP002114.3|mhci|seq105
antigen13|Q6GHM6|BX571857.1|mhci|seq133	antigen13|Q6GHM6|BX571857.1|mhci|seq133
antigen13|Q6GHM6|BX571857.1|mhci|seq197	antigen13|Q6GHM6|BX571857.1|mhci|seq197
antigen13|Q6GHM6|BX571857.1|mhci|seq741	antigen13|Q6GHM6|BX571857.1|mhci|seq741
antigen13|Q6GHM6|CP002114.3|mhci|seq171	antigen13|Q6GHM6|CP002114.3|mhci|seq171
antigen13|Q6GHM6|CP002114.3|mhci|seq395	antigen13|Q6GHM6|CP002114.3|mhci|seq395
antigen13|Q6GHM6|CP002114.3|mhci|seq523	antigen13|Q6GHM6|CP002114.3|mhci|seq523
antigen13|Q6GHM6|BX571857.1|mhci|seq102	antigen13|Q6GHM6|BX571857.1|mhci|seq102
antigen13|Q6GHM6|BX571857.1|mhci|seq102	antigen13|Q6GHM6|CP002114.3|mhci|seq106
antigen13|Q6GHM6|BX571857.1|mhci|seq134	antigen13|Q6GHM6|BX571857.1|mhci|seq134
antigen13|Q6GHM6|BX571857.1|mhci|seq198	antigen13|Q6GHM6|BX571857.1|mhci|seq198
antigen13|Q6GHM6|BX571857.1|mhci|seq422	antigen13|Q6GHM6|BX571857.1|mhci|seq422
antigen13|Q6GHM6|BX571857.1|mhci|seq454	antigen13|Q6GHM6|BX571857.1|mhci|seq454
antigen13|Q6GHM6|BX571857.1|mhci|seq550	antigen13|Q6GHM6|BX571857.1|mhci|seq550
antigen13|Q6GHM6|BX571857.1|mhci|seq582	antigen13|Q6GHM6|BX571857.1|mhci|seq582
antigen13|Q6GHM6|BX571857.1|mhci|seq7	antigen13|Q6GHM6|BX571857.1|mhci|seq7
antigen13|Q6GHM6|BX571857.1|mhci|seq7	antigen13|Q6GHM6|CP002114.3|mhci|seq7
antigen13|Q6GHM6|BX571857.1|mhci|seq7	antigen13|Q6GHM6|BX571857.1|mhci|seq8
antigen13|Q6GHM6|BX571857.1|mhci|seq7	antigen13|Q6GHM6|CP002114.3|mhci|seq8
antigen13|Q6GHM6|BX571857.1|mhci|seq39	antigen13|Q6GHM6|BX571857.1|mhci|seq39
antigen13|Q6GHM6|BX571857.1|mhci|seq39	antigen13|Q6GHM6|CP002114.3|mhci|seq39
antigen13|Q6GHM6|BX571857.1|mhci|seq39	antigen13|Q6GHM6|BX571857.1|mhci|seq40
antigen13|Q6GHM6|BX571857.1|mhci|seq39	antigen13|Q6GHM6|CP002114.3|mhci|seq40
antigen13|Q6GHM6|BX571857.1|mhci|seq71	antigen13|Q6GHM6|BX571857.1|mhci|seq71
antigen13|Q6GHM6|BX571857.1|mhci|seq71	antigen13|Q6GHM6|CP002114.3|mhci|seq71
antigen13|Q6GHM6|BX571857.1|mhci|seq71	antigen13|Q6GHM6|BX571857.1|mhci|seq72
antigen13|Q6GHM6|BX571857.1|mhci|seq71	antigen13|Q6GHM6|CP002114.3|mhci|seq72
antigen13|Q6GHM6|BX571857.1|mhci|seq103	antigen13|Q6GHM6|BX571857.1|mhci|seq103
antigen13|Q6GHM6|BX571857.1|mhci|seq103	antigen13|Q6GHM6|CP002114.3|mhci|seq107
antigen13|Q6GHM6|BX571857.1|mhci|seq103	antigen13|Q6GHM6|BX571857.1|mhci|seq104
antigen13|Q6GHM6|BX571857.1|mhci|seq103	antigen13|Q6GHM6|CP002114.3|mhci|seq108
antigen13|Q6GHM6|BX571857.1|mhci|seq135	antigen13|Q6GHM6|BX571857.1|mhci|seq135
antigen13|Q6GHM6|BX571857.1|mhci|seq135	antigen13|Q6GHM6|CP002114.3|mhci|seq139
antigen13|Q6GHM6|BX571857.1|mhci|seq135	antigen13|Q6GHM6|BX571857.1|mhci|seq136
antigen13|Q6GHM6|BX571857.1|mhci|seq135	antigen13|Q6GHM6|CP002114.3|mhci|seq140
antigen13|Q6GHM6|BX571857.1|mhci|seq167	antigen13|Q6GHM6|BX571857.1|mhci|seq167
antigen13|Q6GHM6|BX571857.1|mhci|seq167	antigen13|Q6GHM6|CP002114.3|mhci|seq167
antigen13|Q6GHM6|BX571857.1|mhci|seq167	antigen13|Q6GHM6|BX571857.1|mhci|seq168
antigen13|Q6GHM6|BX571857.1|mhci|seq167	antigen13|Q6GHM6|CP002114.3|mhci|seq168
antigen13|Q6GHM6|BX571857.1|mhci|seq199	antigen13|Q6GHM6|BX571857.1|mhci|seq199
antigen13|Q6GHM6|BX571857.1|mhci|seq199	antigen13|Q6GHM6|CP002114.3|mhci|seq199
antigen13|Q6GHM6|BX571857.1|mhci|seq199	antigen13|Q6GHM6|BX571857.1|mhci|seq200
antigen13|Q6GHM6|BX571857.1|mhci|seq199	antigen13|Q6GHM6|CP002114.3|mhci|seq200
antigen13|Q6GHM6|BX571857.1|mhci|seq231	antigen13|Q6GHM6|BX571857.1|mhci|seq231
antigen13|Q6GHM6|BX571857.1|mhci|seq231	antigen13|Q6GHM6|CP002114.3|mhci|seq231
antigen13|Q6GHM6|BX571857.1|mhci|seq231	antigen13|Q6GHM6|BX571857.1|mhci|seq232
antigen13|Q6GHM6|BX571857.1|mhci|seq231	antigen13|Q6GHM6|CP002114.3|mhci|seq232
antigen13|Q6GHM6|BX571857.1|mhci|seq263	antigen13|Q6GHM6|BX571857.1|mhci|seq263
antigen13|Q6GHM6|BX571857.1|mhci|seq263	antigen13|Q6GHM6|CP002114.3|mhci|seq263
antigen13|Q6GHM6|BX571857.1|mhci|seq263	antigen13|Q6GHM6|BX571857.1|mhci|seq264
antigen13|Q6GHM6|BX571857.1|mhci|seq263	antigen13|Q6GHM6|CP002114.3|mhci|seq264
antigen13|Q6GHM6|BX571857.1|mhci|seq295	antigen13|Q6GHM6|BX571857.1|mhci|seq295
antigen13|Q6GHM6|BX571857.1|mhci|seq295	antigen13|Q6GHM6|CP002114.3|mhci|seq295
antigen13|Q6GHM6|BX571857.1|mhci|seq295	antigen13|Q6GHM6|BX571857.1|mhci|seq296
antigen13|Q6GHM6|BX571857.1|mhci|seq295	antigen13|Q6GHM6|CP002114.3|mhci|seq296
antigen13|Q6GHM6|BX571857.1|mhci|seq327	antigen13|Q6GHM6|BX571857.1|mhci|seq327
antigen13|Q6GHM6|BX571857.1|mhci|seq327	antigen13|Q6GHM6|CP002114.3|mhci|seq327
antigen13|Q6GHM6|BX571857.1|mhci|seq327	antigen13|Q6GHM6|BX571857.1|mhci|seq328
antigen13|Q6GHM6|BX571857.1|mhci|seq327	antigen13|Q6GHM6|CP002114.3|mhci|seq328
antigen13|Q6GHM6|BX571857.1|mhci|seq359	antigen13|Q6GHM6|BX571857.1|mhci|seq359
antigen13|Q6GHM6|BX571857.1|mhci|seq359	antigen13|Q6GHM6|CP002114.3|mhci|seq359
antigen13|Q6GHM6|BX571857.1|mhci|seq359	antigen13|Q6GHM6|BX571857.1|mhci|seq360
antigen13|Q6GHM6|BX571857.1|mhci|seq359	antigen13|Q6GHM6|CP002114.3|mhci|seq360
antigen13|Q6GHM6|BX571857.1|mhci|seq391	antigen13|Q6GHM6|BX571857.1|mhci|seq391
antigen13|Q6GHM6|BX571857.1|mhci|seq391	antigen13|Q6GHM6|CP002114.3|mhci|seq391
antigen13|Q6GHM6|BX571857.1|mhci|seq423	antigen13|Q6GHM6|BX571857.1|mhci|seq423
antigen13|Q6GHM6|BX571857.1|mhci|seq455	antigen13|Q6GHM6|BX571857.1|mhci|seq455
antigen13|Q6GHM6|BX571857.1|mhci|seq487	antigen13|Q6GHM6|BX571857.1|mhci|seq487
antigen13|Q6GHM6|BX571857.1|mhci|seq487	antigen13|Q6GHM6|CP002114.3|mhci|seq487
antigen13|Q6GHM6|BX571857.1|mhci|seq519	antigen13|Q6GHM6|BX571857.1|mhci|seq519
antigen13|Q6GHM6|BX571857.1|mhci|seq519	antigen13|Q6GHM6|CP002114.3|mhci|seq519
antigen13|Q6GHM6|BX571857.1|mhci|seq551	antigen13|Q6GHM6|BX571857.1|mhci|seq551
antigen13|Q6GHM6|BX571857.1|mhci|seq583	antigen13|Q6GHM6|BX571857.1|mhci|seq583
antigen13|Q6GHM6|BX571857.1|mhci|seq647	antigen13|Q6GHM6|BX571857.1|mhci|seq647
antigen13|Q6GHM6|BX571857.1|mhci|seq647	antigen13|Q6GHM6|CP002114.3|mhci|seq647
antigen13|Q6GHM6|BX571857.1|mhci|seq775	antigen13|Q6GHM6|BX571857.1|mhci|seq775
antigen13|Q6GHM6|BX571857.1|mhci|seq775	antigen13|Q6GHM6|CP002114.3|mhci|seq775
antigen13|Q6GHM6|BX571857.1|mhci|seq392	antigen13|Q6GHM6|BX571857.1|mhci|seq392
antigen13|Q6GHM6|BX571857.1|mhci|seq392	antigen13|Q6GHM6|CP002114.3|mhci|seq392
antigen13|Q6GHM6|BX571857.1|mhci|seq392	antigen13|Q6GHM6|BX571857.1|mhci|seq393
antigen13|Q6GHM6|BX571857.1|mhci|seq392	antigen13|Q6GHM6|CP002114.3|mhci|seq393
antigen13|Q6GHM6|BX571857.1|mhci|seq424	antigen13|Q6GHM6|BX571857.1|mhci|seq424
antigen13|Q6GHM6|BX571857.1|mhci|seq424	antigen13|Q6GHM6|CP002114.3|mhci|seq424
antigen13|Q6GHM6|BX571857.1|mhci|seq424	antigen13|Q6GHM6|BX571857.1|mhci|seq425
antigen13|Q6GHM6|BX571857.1|mhci|seq424	antigen13|Q6GHM6|CP002114.3|mhci|seq425
antigen13|Q6GHM6|BX571857.1|mhci|seq456	antigen13|Q6GHM6|BX571857.1|mhci|seq456
antigen13|Q6GHM6|BX571857.1|mhci|seq456	antigen13|Q6GHM6|CP002114.3|mhci|seq456
antigen13|Q6GHM6|BX571857.1|mhci|seq456	antigen13|Q6GHM6|BX571857.1|mhci|seq457
antigen13|Q6GHM6|BX571857.1|mhci|seq456	antigen13|Q6GHM6|CP002114.3|mhci|seq457
antigen13|Q6GHM6|BX571857.1|mhci|seq488	antigen13|Q6GHM6|BX571857.1|mhci|seq488
antigen13|Q6GHM6|BX571857.1|mhci|seq488	antigen13|Q6GHM6|CP002114.3|mhci|seq488
antigen13|Q6GHM6|BX571857.1|mhci|seq488	antigen13|Q6GHM6|BX571857.1|mhci|seq489
antigen13|Q6GHM6|BX571857.1|mhci|seq488	antigen13|Q6GHM6|CP002114.3|mhci|seq489
antigen13|Q6GHM6|BX571857.1|mhci|seq520	antigen13|Q6GHM6|BX571857.1|mhci|seq520
antigen13|Q6GHM6|BX571857.1|mhci|seq520	antigen13|Q6GHM6|CP002114.3|mhci|seq520
antigen13|Q6GHM6|BX571857.1|mhci|seq520	antigen13|Q6GHM6|BX571857.1|mhci|seq521
antigen13|Q6GHM6|BX571857.1|mhci|seq520	antigen13|Q6GHM6|CP002114.3|mhci|seq521
antigen13|Q6GHM6|BX571857.1|mhci|seq552	antigen13|Q6GHM6|BX571857.1|mhci|seq552
antigen13|Q6GHM6|BX571857.1|mhci|seq552	antigen13|Q6GHM6|CP002114.3|mhci|seq552
antigen13|Q6GHM6|BX571857.1|mhci|seq552	antigen13|Q6GHM6|BX571857.1|mhci|seq553
antigen13|Q6GHM6|BX571857.1|mhci|seq552	antigen13|Q6GHM6|CP002114.3|mhci|seq553
antigen13|Q6GHM6|BX571857.1|mhci|seq584	antigen13|Q6GHM6|BX571857.1|mhci|seq584
antigen13|Q6GHM6|BX571857.1|mhci|seq584	antigen13|Q6GHM6|CP002114.3|mhci|seq584
antigen13|Q6GHM6|BX571857.1|mhci|seq584	antigen13|Q6GHM6|BX571857.1|mhci|seq585
antigen13|Q6GHM6|BX571857.1|mhci|seq584	antigen13|Q6GHM6|CP002114.3|mhci|seq585
antigen13|Q6GHM6|BX571857.1|mhci|seq616	antigen13|Q6GHM6|BX571857.1|mhci|seq616
antigen13|Q6GHM6|BX571857.1|mhci|seq616	antigen13|Q6GHM6|CP002114.3|mhci|seq616
antigen13|Q6GHM6|BX571857.1|mhci|seq648	antigen13|Q6GHM6|BX571857.1|mhci|seq648
antigen13|Q6GHM6|BX571857.1|mhci|seq648	antigen13|Q6GHM6|CP002114.3|mhci|seq648
antigen13|Q6GHM6|BX571857.1|mhci|seq680	antigen13|Q6GHM6|BX571857.1|mhci|seq680
antigen13|Q6GHM6|BX571857.1|mhci|seq680	antigen13|Q6GHM6|CP002114.3|mhci|seq680
antigen13|Q6GHM6|BX571857.1|mhci|seq712	antigen13|Q6GHM6|BX571857.1|mhci|seq712
antigen13|Q6GHM6|BX571857.1|mhci|seq712	antigen13|Q6GHM6|CP002114.3|mhci|seq712
antigen13|Q6GHM6|BX571857.1|mhci|seq744	antigen13|Q6GHM6|BX571857.1|mhci|seq744
antigen13|Q6GHM6|BX571857.1|mhci|seq744	antigen13|Q6GHM6|CP002114.3|mhci|seq744
antigen13|Q6GHM6|BX571857.1|mhci|seq776	antigen13|Q6GHM6|BX571857.1|mhci|seq776
antigen13|Q6GHM6|BX571857.1|mhci|seq776	antigen13|Q6GHM6|CP002114.3|mhci|seq776
antigen13|Q6GHM6|BX571857.1|mhci|seq9	antigen13|Q6GHM6|BX571857.1|mhci|seq9
antigen13|Q6GHM6|BX571857.1|mhci|seq9	antigen13|Q6GHM6|CP002114.3|mhci|seq9
antigen13|Q6GHM6|BX571857.1|mhci|seq41	antigen13|Q6GHM6|BX571857.1|mhci|seq41
antigen13|Q6GHM6|BX571857.1|mhci|seq41	antigen13|Q6GHM6|CP002114.3|mhci|seq41
antigen13|Q6GHM6|BX571857.1|mhci|seq73	antigen13|Q6GHM6|BX571857.1|mhci|seq73
antigen13|Q6GHM6|BX571857.1|mhci|seq73	antigen13|Q6GHM6|CP002114.3|mhci|seq77
antigen13|Q6GHM6|BX571857.1|mhci|seq105	antigen13|Q6GHM6|BX571857.1|mhci|seq105
antigen13|Q6GHM6|BX571857.1|mhci|seq105	antigen13|Q6GHM6|CP002114.3|mhci|seq109
antigen13|Q6GHM6|BX571857.1|mhci|seq137	antigen13|Q6GHM6|BX571857.1|mhci|seq137
antigen13|Q6GHM6|BX571857.1|mhci|seq169	antigen13|Q6GHM6|BX571857.1|mhci|seq169
antigen13|Q6GHM6|BX571857.1|mhci|seq201	antigen13|Q6GHM6|BX571857.1|mhci|seq201
antigen13|Q6GHM6|BX571857.1|mhci|seq201	antigen13|Q6GHM6|CP002114.3|mhci|seq201
antigen13|Q6GHM6|BX571857.1|mhci|seq233	antigen13|Q6GHM6|BX571857.1|mhci|seq233
antigen13|Q6GHM6|BX571857.1|mhci|seq233	antigen13|Q6GHM6|CP002114.3|mhci|seq233
antigen13|Q6GHM6|BX571857.1|mhci|seq265	antigen13|Q6GHM6|BX571857.1|mhci|seq265
antigen13|Q6GHM6|BX571857.1|mhci|seq265	antigen13|Q6GHM6|CP002114.3|mhci|seq265
antigen13|Q6GHM6|BX571857.1|mhci|seq297	antigen13|Q6GHM6|BX571857.1|mhci|seq297
antigen13|Q6GHM6|BX571857.1|mhci|seq297	antigen13|Q6GHM6|CP002114.3|mhci|seq297
antigen13|Q6GHM6|BX571857.1|mhci|seq329	antigen13|Q6GHM6|BX571857.1|mhci|seq329
antigen13|Q6GHM6|BX571857.1|mhci|seq361	antigen13|Q6GHM6|BX571857.1|mhci|seq361
antigen13|Q6GHM6|BX571857.1|mhci|seq361	antigen13|Q6GHM6|CP002114.3|mhci|seq361
antigen13|Q6GHM6|BX571857.1|mhci|seq617	antigen13|Q6GHM6|BX571857.1|mhci|seq617
antigen13|Q6GHM6|BX571857.1|mhci|seq617	antigen13|Q6GHM6|CP002114.3|mhci|seq617
antigen13|Q6GHM6|BX571857.1|mhci|seq649	antigen13|Q6GHM6|BX571857.1|mhci|seq649
antigen13|Q6GHM6|BX571857.1|mhci|seq649	antigen13|Q6GHM6|CP002114.3|mhci|seq649
antigen13|Q6GHM6|BX571857.1|mhci|seq681	antigen13|Q6GHM6|BX571857.1|mhci|seq681
antigen13|Q6GHM6|BX571857.1|mhci|seq681	antigen13|Q6GHM6|CP002114.3|mhci|seq681
antigen13|Q6GHM6|BX571857.1|mhci|seq713	antigen13|Q6GHM6|BX571857.1|mhci|seq713
antigen13|Q6GHM6|BX571857.1|mhci|seq713	antigen13|Q6GHM6|CP002114.3|mhci|seq713
antigen13|Q6GHM6|BX571857.1|mhci|seq745	antigen13|Q6GHM6|BX571857.1|mhci|seq745
antigen13|Q6GHM6|BX571857.1|mhci|seq745	antigen13|Q6GHM6|CP002114.3|mhci|seq745
