antigen129|P63980|BA000018.3|mhci|seq1708	antigen129|P63980|BA000018.3|mhci|seq1708
antigen129|P63980|BA000018.3|mhci|seq1772	antigen129|P63980|BA000018.3|mhci|seq1772
antigen129|P63980|BA000018.3|mhci|seq1868	antigen129|P63980|BA000018.3|mhci|seq1868
antigen129|P63980|CP002114.3|mhci|seq22	antigen129|P63980|CP002114.3|mhci|seq22
antigen129|P63980|CP002114.3|mhci|seq86	antigen129|P63980|CP002114.3|mhci|seq86
antigen129|P63980|CP002114.3|mhci|seq310	antigen129|P63980|CP002114.3|mhci|seq310
antigen129|P63980|CP002114.3|mhci|seq630	antigen129|P63980|CP002114.3|mhci|seq630
antigen129|P63980|CP002114.3|mhci|seq662	antigen129|P63980|CP002114.3|mhci|seq662
antigen129|P63980|CP002114.3|mhci|seq1142	antigen129|P63980|CP002114.3|mhci|seq1142
antigen129|P63980|CP002114.3|mhci|seq1398	antigen129|P63980|CP002114.3|mhci|seq1398
antigen129|P63980|HE681097.1|mhci|seq463	antigen129|P63980|HE681097.1|mhci|seq463
antigen129|P63980|CP000253.1|mhci|seq345	antigen129|P63980|CP000253.1|mhci|seq345
antigen129|P63980|CP000253.1|mhci|seq441	antigen129|P63980|CP000253.1|mhci|seq441
antigen129|P63980|CP000253.1|mhci|seq537	antigen129|P63980|CP000253.1|mhci|seq537
antigen129|P63980|CP000253.1|mhci|seq569	antigen129|P63980|CP000253.1|mhci|seq569
antigen129|P63980|CP000253.1|mhci|seq761	antigen129|P63980|CP000253.1|mhci|seq761
antigen129|P63980|CP000253.1|mhci|seq1113	antigen129|P63980|CP000253.1|mhci|seq1113
antigen129|P63980|CP000253.1|mhci|seq1337	antigen129|P63980|CP000253.1|mhci|seq1337
antigen129|P63980|CP000253.1|mhci|seq1529	antigen129|P63980|CP000253.1|mhci|seq1529
antigen129|P63980|BX571857.1|mhci|seq291	antigen129|P63980|BX571857.1|mhci|seq291
antigen129|P63980|BX571857.1|mhci|seq483	antigen129|P63980|BX571857.1|mhci|seq483
antigen129|P63980|BA000018.3|mhci|seq461	antigen129|P63980|BA000018.3|mhci|seq461
antigen129|P63980|BA000018.3|mhci|seq525	antigen129|P63980|BA000018.3|mhci|seq525
antigen129|P63980|BA000018.3|mhci|seq589	antigen129|P63980|BA000018.3|mhci|seq589
antigen129|P63980|BA000018.3|mhci|seq749	antigen129|P63980|BA000018.3|mhci|seq749
antigen129|P63980|BA000018.3|mhci|seq1197	antigen129|P63980|BA000018.3|mhci|seq1197
antigen129|P63980|BA000018.3|mhci|seq1453	antigen129|P63980|BA000018.3|mhci|seq1453
antigen129|P63980|BA000018.3|mhci|seq1709	antigen129|P63980|BA000018.3|mhci|seq1709
antigen129|P63980|CP002114.3|mhci|seq87	antigen129|P63980|CP002114.3|mhci|seq87
antigen129|P63980|CP002114.3|mhci|seq631	antigen129|P63980|CP002114.3|mhci|seq631
antigen129|P63980|CP002114.3|mhci|seq663	antigen129|P63980|CP002114.3|mhci|seq663
antigen129|P63980|HE681097.1|mhci|seq1008	antigen129|P63980|HE681097.1|mhci|seq1008
antigen129|P63980|HE681097.1|mhci|seq1136	antigen129|P63980|HE681097.1|mhci|seq1136
antigen129|P63980|HE681097.1|mhci|seq1296	antigen129|P63980|HE681097.1|mhci|seq1296
antigen129|P63980|HE681097.1|mhci|seq1584	antigen129|P63980|HE681097.1|mhci|seq1584
antigen129|P63980|CP000253.1|mhci|seq346	antigen129|P63980|CP000253.1|mhci|seq346
antigen129|P63980|CP000253.1|mhci|seq442	antigen129|P63980|CP000253.1|mhci|seq442
antigen129|P63980|CP000253.1|mhci|seq538	antigen129|P63980|CP000253.1|mhci|seq538
antigen129|P63980|CP000253.1|mhci|seq570	antigen129|P63980|CP000253.1|mhci|seq570
antigen129|P63980|CP000253.1|mhci|seq1114	antigen129|P63980|CP000253.1|mhci|seq1114
antigen129|P63980|BX571857.1|mhci|seq1284	antigen129|P63980|BX571857.1|mhci|seq1284
antigen129|P63980|BX571857.1|mhci|seq1604	antigen129|P63980|BX571857.1|mhci|seq1604
antigen129|P63980|BX571857.1|mhci|seq1636	antigen129|P63980|BX571857.1|mhci|seq1636
antigen129|P63980|BX571857.1|mhci|seq1668	antigen129|P63980|BX571857.1|mhci|seq1668
antigen129|P63980|BA000018.3|mhci|seq462	antigen129|P63980|BA000018.3|mhci|seq462
antigen129|P63980|BA000018.3|mhci|seq526	antigen129|P63980|BA000018.3|mhci|seq526
antigen129|P63980|BA000018.3|mhci|seq590	antigen129|P63980|BA000018.3|mhci|seq590
antigen129|P63980|BA000018.3|mhci|seq1198	antigen129|P63980|BA000018.3|mhci|seq1198
antigen129|P63980|BA000018.3|mhci|seq1454	antigen129|P63980|BA000018.3|mhci|seq1454
antigen129|P63980|CP002114.3|mhci|seq760	antigen129|P63980|CP002114.3|mhci|seq760
antigen129|P63980|CP002114.3|mhci|seq1112	antigen129|P63980|CP002114.3|mhci|seq1112
antigen129|P63980|CP002114.3|mhci|seq1144	antigen129|P63980|CP002114.3|mhci|seq1144
antigen129|P63980|CP002114.3|mhci|seq1272	antigen129|P63980|CP002114.3|mhci|seq1272
antigen129|P63980|CP002114.3|mhci|seq1336	antigen129|P63980|CP002114.3|mhci|seq1336
antigen129|P63980|CP002114.3|mhci|seq1528	antigen129|P63980|CP002114.3|mhci|seq1528
antigen129|P63980|CP002114.3|mhci|seq1592	antigen129|P63980|CP002114.3|mhci|seq1592
antigen129|P63980|HE681097.1|mhci|seq113	antigen129|P63980|HE681097.1|mhci|seq113
antigen129|P63980|HE681097.1|mhci|seq337	antigen129|P63980|HE681097.1|mhci|seq337
antigen129|P63980|HE681097.1|mhci|seq625	antigen129|P63980|HE681097.1|mhci|seq625
antigen129|P63980|HE681097.1|mhci|seq657	antigen129|P63980|HE681097.1|mhci|seq657
antigen129|P63980|HE681097.1|mhci|seq1009	antigen129|P63980|HE681097.1|mhci|seq1009
antigen129|P63980|HE681097.1|mhci|seq1137	antigen129|P63980|HE681097.1|mhci|seq1137
antigen129|P63980|HE681097.1|mhci|seq1297	antigen129|P63980|HE681097.1|mhci|seq1297
antigen129|P63980|HE681097.1|mhci|seq1585	antigen129|P63980|HE681097.1|mhci|seq1585
antigen129|P63980|CP000253.1|mhci|seq1819	antigen129|P63980|CP000253.1|mhci|seq1819
antigen129|P63980|BX571857.1|mhci|seq5	antigen129|P63980|BX571857.1|mhci|seq5
antigen129|P63980|BX571857.1|mhci|seq293	antigen129|P63980|BX571857.1|mhci|seq293
antigen129|P63980|BX571857.1|mhci|seq549	antigen129|P63980|BX571857.1|mhci|seq549
antigen129|P63980|BX571857.1|mhci|seq677	antigen129|P63980|BX571857.1|mhci|seq677
antigen129|P63980|BX571857.1|mhci|seq1285	antigen129|P63980|BX571857.1|mhci|seq1285
antigen129|P63980|BX571857.1|mhci|seq1605	antigen129|P63980|BX571857.1|mhci|seq1605
antigen129|P63980|BX571857.1|mhci|seq1637	antigen129|P63980|BX571857.1|mhci|seq1637
antigen129|P63980|BX571857.1|mhci|seq1669	antigen129|P63980|BX571857.1|mhci|seq1669
antigen129|P63980|BA000018.3|mhci|seq463	antigen129|P63980|BA000018.3|mhci|seq463
antigen129|P63980|CP002114.3|mhci|seq345	antigen129|P63980|CP002114.3|mhci|seq345
antigen129|P63980|CP002114.3|mhci|seq441	antigen129|P63980|CP002114.3|mhci|seq441
antigen129|P63980|CP002114.3|mhci|seq537	antigen129|P63980|CP002114.3|mhci|seq537
antigen129|P63980|CP002114.3|mhci|seq569	antigen129|P63980|CP002114.3|mhci|seq569
antigen129|P63980|CP002114.3|mhci|seq761	antigen129|P63980|CP002114.3|mhci|seq761
antigen129|P63980|CP002114.3|mhci|seq1113	antigen129|P63980|CP002114.3|mhci|seq1113
antigen129|P63980|CP002114.3|mhci|seq1337	antigen129|P63980|CP002114.3|mhci|seq1337
antigen129|P63980|CP002114.3|mhci|seq1529	antigen129|P63980|CP002114.3|mhci|seq1529
antigen129|P63980|HE681097.1|mhci|seq114	antigen129|P63980|HE681097.1|mhci|seq114
antigen129|P63980|HE681097.1|mhci|seq338	antigen129|P63980|HE681097.1|mhci|seq338
antigen129|P63980|HE681097.1|mhci|seq626	antigen129|P63980|HE681097.1|mhci|seq626
antigen129|P63980|HE681097.1|mhci|seq658	antigen129|P63980|HE681097.1|mhci|seq658
antigen129|P63980|HE681097.1|mhci|seq1010	antigen129|P63980|HE681097.1|mhci|seq1010
antigen129|P63980|HE681097.1|mhci|seq1010	antigen129|P63980|BX571857.1|mhci|seq1015
antigen129|P63980|HE681097.1|mhci|seq1010	antigen129|P63980|CP000253.1|mhci|seq1015
antigen129|P63980|HE681097.1|mhci|seq1010	antigen129|P63980|CP002114.3|mhci|seq1015
antigen129|P63980|HE681097.1|mhci|seq1010	antigen129|P63980|HE681097.1|mhci|seq1011
antigen129|P63980|HE681097.1|mhci|seq1010	antigen129|P63980|BA000018.3|mhci|seq1011
antigen129|P63980|HE681097.1|mhci|seq1138	antigen129|P63980|HE681097.1|mhci|seq1138
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|HE681097.1|mhci|seq1298
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|CP000253.1|mhci|seq1298
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|CP002114.3|mhci|seq1298
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|BA000018.3|mhci|seq1294
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|BX571857.1|mhci|seq1298
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|CP000253.1|mhci|seq1299
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|CP002114.3|mhci|seq1299
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|BA000018.3|mhci|seq1295
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|BX571857.1|mhci|seq1299
antigen129|P63980|HE681097.1|mhci|seq1298	antigen129|P63980|HE681097.1|mhci|seq1299
antigen129|P63980|CP000253.1|mhci|seq956	antigen129|P63980|CP000253.1|mhci|seq956
antigen129|P63980|CP000253.1|mhci|seq1308	antigen129|P63980|CP000253.1|mhci|seq1308
antigen129|P63980|CP000253.1|mhci|seq1372	antigen129|P63980|CP000253.1|mhci|seq1372
antigen129|P63980|CP000253.1|mhci|seq1692	antigen129|P63980|CP000253.1|mhci|seq1692
antigen129|P63980|BX571857.1|mhci|seq6	antigen129|P63980|BX571857.1|mhci|seq6
antigen129|P63980|BX571857.1|mhci|seq294	antigen129|P63980|BX571857.1|mhci|seq294
antigen129|P63980|BX571857.1|mhci|seq550	antigen129|P63980|BX571857.1|mhci|seq550
antigen129|P63980|BX571857.1|mhci|seq678	antigen129|P63980|BX571857.1|mhci|seq678
antigen129|P63980|BA000018.3|mhci|seq1008	antigen129|P63980|BA000018.3|mhci|seq1008
antigen129|P63980|BA000018.3|mhci|seq1136	antigen129|P63980|BA000018.3|mhci|seq1136
antigen129|P63980|BA000018.3|mhci|seq1392	antigen129|P63980|BA000018.3|mhci|seq1392
antigen129|P63980|CP002114.3|mhci|seq346	antigen129|P63980|CP002114.3|mhci|seq346
antigen129|P63980|CP002114.3|mhci|seq442	antigen129|P63980|CP002114.3|mhci|seq442
antigen129|P63980|CP002114.3|mhci|seq538	antigen129|P63980|CP002114.3|mhci|seq538
antigen129|P63980|CP002114.3|mhci|seq570	antigen129|P63980|CP002114.3|mhci|seq570
antigen129|P63980|CP002114.3|mhci|seq1114	antigen129|P63980|CP002114.3|mhci|seq1114
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|HE681097.1|mhci|seq115
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|CP000253.1|mhci|seq115
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|CP002114.3|mhci|seq115
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|BA000018.3|mhci|seq111
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|BX571857.1|mhci|seq115
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|CP000253.1|mhci|seq116
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|CP002114.3|mhci|seq116
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|BA000018.3|mhci|seq112
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|BX571857.1|mhci|seq116
antigen129|P63980|HE681097.1|mhci|seq115	antigen129|P63980|HE681097.1|mhci|seq116
antigen129|P63980|HE681097.1|mhci|seq627	antigen129|P63980|HE681097.1|mhci|seq627
antigen129|P63980|HE681097.1|mhci|seq659	antigen129|P63980|HE681097.1|mhci|seq659
antigen129|P63980|HE681097.1|mhci|seq1811	antigen129|P63980|HE681097.1|mhci|seq1811
antigen129|P63980|HE681097.1|mhci|seq1875	antigen129|P63980|HE681097.1|mhci|seq1875
antigen129|P63980|CP000253.1|mhci|seq93	antigen129|P63980|CP000253.1|mhci|seq93
antigen129|P63980|CP000253.1|mhci|seq573	antigen129|P63980|CP000253.1|mhci|seq573
antigen129|P63980|CP000253.1|mhci|seq637	antigen129|P63980|CP000253.1|mhci|seq637
antigen129|P63980|CP000253.1|mhci|seq957	antigen129|P63980|CP000253.1|mhci|seq957
antigen129|P63980|CP000253.1|mhci|seq1309	antigen129|P63980|CP000253.1|mhci|seq1309
antigen129|P63980|CP000253.1|mhci|seq1373	antigen129|P63980|CP000253.1|mhci|seq1373
antigen129|P63980|CP000253.1|mhci|seq1693	antigen129|P63980|CP000253.1|mhci|seq1693
antigen129|P63980|BX571857.1|mhci|seq7	antigen129|P63980|BX571857.1|mhci|seq7
antigen129|P63980|BX571857.1|mhci|seq1703	antigen129|P63980|BX571857.1|mhci|seq1703
antigen129|P63980|BX571857.1|mhci|seq1767	antigen129|P63980|BX571857.1|mhci|seq1767
antigen129|P63980|BA000018.3|mhci|seq81	antigen129|P63980|BA000018.3|mhci|seq81
antigen129|P63980|BA000018.3|mhci|seq305	antigen129|P63980|BA000018.3|mhci|seq305
antigen129|P63980|BA000018.3|mhci|seq625	antigen129|P63980|BA000018.3|mhci|seq625
antigen129|P63980|BA000018.3|mhci|seq657	antigen129|P63980|BA000018.3|mhci|seq657
antigen129|P63980|BA000018.3|mhci|seq1009	antigen129|P63980|BA000018.3|mhci|seq1009
antigen129|P63980|BA000018.3|mhci|seq1137	antigen129|P63980|BA000018.3|mhci|seq1137
antigen129|P63980|BA000018.3|mhci|seq1393	antigen129|P63980|BA000018.3|mhci|seq1393
antigen129|P63980|CP002114.3|mhci|seq1819	antigen129|P63980|CP002114.3|mhci|seq1819
antigen129|P63980|HE681097.1|mhci|seq756	antigen129|P63980|HE681097.1|mhci|seq756
antigen129|P63980|HE681097.1|mhci|seq1108	antigen129|P63980|HE681097.1|mhci|seq1108
antigen129|P63980|HE681097.1|mhci|seq1140	antigen129|P63980|HE681097.1|mhci|seq1140
antigen129|P63980|HE681097.1|mhci|seq1396	antigen129|P63980|HE681097.1|mhci|seq1396
antigen129|P63980|HE681097.1|mhci|seq1460	antigen129|P63980|HE681097.1|mhci|seq1460
antigen129|P63980|HE681097.1|mhci|seq1684	antigen129|P63980|HE681097.1|mhci|seq1684
antigen129|P63980|HE681097.1|mhci|seq1812	antigen129|P63980|HE681097.1|mhci|seq1812
antigen129|P63980|HE681097.1|mhci|seq1876	antigen129|P63980|HE681097.1|mhci|seq1876
antigen129|P63980|CP000253.1|mhci|seq574	antigen129|P63980|CP000253.1|mhci|seq574
antigen129|P63980|CP000253.1|mhci|seq638	antigen129|P63980|CP000253.1|mhci|seq638
antigen129|P63980|CP000253.1|mhci|seq1694	antigen129|P63980|CP000253.1|mhci|seq1694
