antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq225
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq161
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq833
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2497
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3553
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq162
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq834
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2498
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3554
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq163
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq835
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2499
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq164
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2500
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq165
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq325
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2501
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq326
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq327
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq328
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2088
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq329
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2089
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq330
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2090
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3146
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2091
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3147
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2092
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3148
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2093
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2997
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2998
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq1913
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq1402
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq1403
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq220
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq1404
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq221
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq1405
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3549
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq222
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3550
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq223
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq831
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3551
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq160
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq224
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq832
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq2496
antigen16|P18416|HE681097.1|mhcii|seq225	antigen16|P18416|HE681097.1|mhcii|seq3552
antigen16|P18416|HE681097.1|mhcii|seq641	antigen16|P18416|HE681097.1|mhcii|seq641
antigen16|P18416|HE681097.1|mhcii|seq641	antigen16|P18416|HE681097.1|mhcii|seq257
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq865
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq1029
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq1030
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq2662
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq2663
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq2664
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq2665
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq2666
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq3056
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq3057
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq3058
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq340
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq372
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq341
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq373
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq342
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq374
antigen16|P18416|HE681097.1|mhcii|seq865	antigen16|P18416|HE681097.1|mhcii|seq343
