accession,label,feature,subfeature,value
A0A6B7EIT5,positive,mhci,score,0.3070438778625954
A0A6B7EIT5,positive,mhci,percentile,0.9618702290076336
A0A6B7EIT5,positive,mhci,num_peptides,131
A0A6B7EIT5,positive,mhci,num_strong_binders,38
A0A6B7EIT5,positive,mhci,num_weak_binders,93
A0A0H2Z8K0,positive,mhci,score,0.31025360655737705
A0A0H2Z8K0,positive,mhci,percentile,0.9605974499089254
A0A0H2Z8K0,positive,mhci,num_peptides,549
A0A0H2Z8K0,positive,mhci,num_strong_binders,150
A0A0H2Z8K0,positive,mhci,num_weak_binders,399
A0A069Q6M4,positive,mhci,score,0.308132125
A0A069Q6M4,positive,mhci,percentile,1.0019212962962962
A0A069Q6M4,positive,mhci,num_peptides,216
A0A069Q6M4,positive,mhci,num_strong_binders,57
A0A069Q6M4,positive,mhci,num_weak_binders,159
A0A0H2ZI71,positive,mhci,score,0.3703313553719008
A0A0H2ZI71,positive,mhci,percentile,0.8398484848484848
A0A0H2ZI71,positive,mhci,num_peptides,363
A0A0H2ZI71,positive,mhci,num_strong_binders,133
A0A0H2ZI71,positive,mhci,num_weak_binders,230
A0A0C6F3V7,positive,mhci,score,0.30338077184466017
A0A0C6F3V7,positive,mhci,percentile,0.9795485436893204
A0A0C6F3V7,positive,mhci,num_peptides,206
A0A0C6F3V7,positive,mhci,num_strong_binders,57
A0A0C6F3V7,positive,mhci,num_weak_binders,149
Q9I6J0,positive,mhci,score,0.342911020242915
Q9I6J0,positive,mhci,percentile,0.8943481781376518
Q9I6J0,positive,mhci,num_peptides,494
Q9I6J0,positive,mhci,num_strong_binders,163
Q9I6J0,positive,mhci,num_weak_binders,331
A0A2R4KQH6,positive,mhci,score,0.3410604601449275
A0A2R4KQH6,positive,mhci,percentile,0.9121811594202899
A0A2R4KQH6,positive,mhci,num_peptides,276
A0A2R4KQH6,positive,mhci,num_strong_binders,92
A0A2R4KQH6,positive,mhci,num_weak_binders,184
A0A0H2ZEY4,positive,mhci,score,0.3266494553928096
A0A0H2ZEY4,positive,mhci,percentile,0.9407962716378162
A0A0H2ZEY4,positive,mhci,num_peptides,751
A0A0H2ZEY4,positive,mhci,num_strong_binders,229
A0A0H2ZEY4,positive,mhci,num_weak_binders,522
Q9HU70,positive,mhci,score,0.308194674366617
Q9HU70,positive,mhci,percentile,0.980102086438152
Q9HU70,positive,mhci,num_peptides,1342
Q9HU70,positive,mhci,num_strong_binders,360
Q9HU70,positive,mhci,num_weak_binders,982
A0A0H2ZHY9,positive,mhci,score,0.3349623812154696
A0A0H2ZHY9,positive,mhci,percentile,0.9130966850828729
A0A0H2ZHY9,positive,mhci,num_peptides,362
A0A0H2ZHY9,positive,mhci,num_strong_binders,115
A0A0H2ZHY9,positive,mhci,num_weak_binders,247
A0A069Q5C5,positive,mhci,score,0.34049955674846627
A0A069Q5C5,positive,mhci,percentile,0.8952592024539877
A0A069Q5C5,positive,mhci,num_peptides,652
A0A069Q5C5,positive,mhci,num_strong_binders,219
