# TargetP-2.0	Organism: Non-Plant	Timestamp: 20251013113433
# ID	Prediction	noTP	SP	mTP	CS Position
antigen_112|A0A0H3MDT2|Proline|WP_009873909.1|tpos:1-356	noTP	0.999860	0.000096	0.000043	
antigen_113|O84870|Low|WP_012263572.1|tpos:1-198	noTP	0.998092	0.001059	0.000849	
antigen_32|O84799|DNA|WP_009873409.1|tpos:1-595	noTP	0.999831	0.000125	0.000043	
antigen_35|O84819|IncA|WP_009873425.1|tpos:1-264	noTP	0.999993	0.000000	0.000007	
antigen_122|A0A0H2X3D0|Periplasmic|WP_009873435.1|tpos:1-497	SP	0.018869	0.966201	0.014930	CS pos: 21-22. MLG-YS. Pr: 0.5421
antigen_50|P18584|Probable|WP_009873435.1|tpos:1-497	SP	0.018869	0.966201	0.014930	CS pos: 21-22. MLG-YS. Pr: 0.5421
antigen_109|O84573|Putative|WP_013984810.1|tpos:1-124	SP	0.363000	0.634020	0.002980	CS pos: 31-32. ALA-FN. Pr: 0.8407
antigen_110|O84575|Gen.|WP_009872759.1|tpos:1-501	noTP	0.999970	0.000006	0.000024	
antigen_78|O84087|Uncharacterized|WP_012263594.1|tpos:1-579	noTP	0.991296	0.000130	0.008575	
antigen_55|A0A097IW33|Major|WP_012263536.1|tpos:206-389	noTP	0.997512	0.000410	0.002078	
antigen_56|O84760|HSP60|WP_009873382.1|tpos:1-512	noTP	0.999837	0.000050	0.000113	
antigen_57|O84417|Probable|WP_009872639.1|tpos:1-975	noTP	0.986589	0.009084	0.004327	
antigen_120|A0A6H2W0U8|Cell|WP_009873339.1|tpos:1-799	noTP	0.999924	0.000016	0.000060	
antigen_18|O84576|Gen.|WP_009873907.1|tpos:1-760	SP	0.080443	0.914737	0.004821	CS pos: 24-25. SFS-IT. Pr: 0.4841
antigen_22|O84606|Invasin|WP_009873933.1|tpos:1-200	SP	0.008802	0.983277	0.007921	CS pos: 20-21. VYG-AG. Pr: 0.8866
antigen_91|A0A0H2X0J8|tryptophan|WP_009873613.1|tpos:1-178	noTP	0.998059	0.000468	0.001474	
antigen_92|B7SCF6|IncF|WP_012263600.1|tpos:1-104	noTP	0.999999	0.000000	0.000001	
antigen_94|K0GHP7|Inclusion|WP_012263628.1|tpos:1-178	noTP	0.999937	0.000002	0.000061	
antigen_96|O84311|Uncharacterized|WP_009873714.1|tpos:1-266	noTP	0.998741	0.001002	0.000257	
antigen_111|A0A0H3MCE5|General|WP_009873907.1|tpos:1-760	SP	0.080443	0.914737	0.004821	CS pos: 24-25. SFS-IT. Pr: 0.4841
antigen_97|O84323|Protein|WP_009873723.1|tpos:1-82	noTP	0.998237	0.000185	0.001578	
antigen_98|B0B7R0|Chaperone|WP_009873740.1|tpos:1-392	noTP	0.997931	0.001898	0.000171	
antigen_100|B0BC30|Protein|WP_012263648.1|tpos:1-190	noTP	0.999998	0.000002	0.000001	
antigen_101|B0B7W6|Chaperone|WP_009872626.1|tpos:1-660	noTP	0.999900	0.000029	0.000071	
antigen_43|P0CD83|Large|WP_009872721.1|tpos:1-138	noTP	0.950768	0.000040	0.049193	
antigen_46|P0DJI4|Inclusion|WP_009873571.1|tpos:1-132	noTP	0.999879	0.000004	0.000117	
antigen_49|P18333|RNA|WP_009871983.1|tpos:1-571	noTP	0.999966	0.000006	0.000028	
antigen_19|O84583|Protein|WP_009873913.1|tpos:1-439	noTP	0.999931	0.000056	0.000013	
antigen_65|A0A0H2X204|Virulence|WP_012209816.1|tpos:1-264	noTP	0.999376	0.000461	0.000163	
antigen_41|P0C0Z7|Chaperonin|WP_009873565.1|tpos:1-544	noTP	0.999799	0.000027	0.000174	
antigen_25|O84623|Uncharacterized|WP_012263672.1|tpos:1-266	mTP	0.441867	0.002430	0.555703	CS pos: 34-35. SKL-SS. Pr: 0.1477
antigen_62|O84879|Probable|WP_012263578.1|tpos:1-1013	SP	0.003440	0.996545	0.000015	CS pos: 27-28. GYA-AE. Pr: 0.7628
antigen_14|O84449|Sulfur-rich|WP_009873812.1|tpos:1-150	noTP	0.999485	0.000041	0.000473	
antigen_15|O84462|Translocated|WP_012263657.1|tpos:1-1001	noTP	0.999960	0.000040	0.000000	
antigen_37|O84854|Uncharacterized|WP_009873454.1|tpos:1-172	noTP	0.999981	0.000017	0.000002	
antigen_42|P0CC04|Large|WP_009873813.1|tpos:7-553	SP	0.087172	0.881877	0.030951	CS pos: 22-23. LFA-SG. Pr: 0.2707
antigen_0|O84025|Large|WP_009873500.1|tpos:1-108	noTP	0.998803	0.000799	0.000398	
antigen_77|O84039|Uncharacterized|WP_030122965.1|tpos:1-403	noTP	0.999552	0.000020	0.000428	
antigen_79|A0A6H2W163|Type|WP_009871436.1|tpos:1-146	noTP	0.999026	0.000500	0.000474	
antigen_80|A0A0H2X1D5|Low|WP_012263595.1|tpos:1-419	noTP	0.999983	0.000005	0.000011	
antigen_82|Q3KMQ8|Co-chaperonin|WP_009873566.1|tpos:1-102	noTP	0.999786	0.000100	0.000114	
antigen_83|A0A0H2X1F2|Oligopeptidase|WP_009873567.1|tpos:1-608	noTP	0.999798	0.000089	0.000113	
antigen_104|Q3KKY8|ATP-dependent|WP_009872081.1|tpos:1-203	noTP	0.999908	0.000086	0.000006	
antigen_105|K0GHV4|Cysteine-rich|WP_009873812.1|tpos:1-150	noTP	0.999485	0.000041	0.000473	
antigen_106|A0A6H2W286|Helix-turn-helix|WP_009871802.1|tpos:1-183	noTP	0.999982	0.000008	0.000010	
antigen_107|O84480|Uncharacterized|WP_009873838.1|tpos:1-309	noTP	0.982297	0.016777	0.000926	
antigen_16|O84534|Uncharacterized|WP_009873877.1|tpos:1-297	mTP	0.437429	0.000725	0.561846	CS pos: 27-28. NKM-AR. Pr: 0.2164
antigen_17|O84546|Aspartate--tRNA(Asp/Asn)|WP_009873886.1|tpos:1-582	noTP	0.999850	0.000030	0.000120	
antigen_27|O84639|Na(+)-translocating|WP_012263524.1|tpos:1-465	noTP	0.986254	0.001727	0.012019	
antigen_61|A1X1L1|PmpF|WP_012263577.1|tpos:1-1032	SP	0.015146	0.984697	0.000157	CS pos: 25-26. LQA-NE. Pr: 0.8169
antigen_72|O84621|UPF0242|WP_009873946.1|tpos:1-429	noTP	0.957662	0.000509	0.041829	
antigen_73|O84741|UPF0098|WP_009872113.1|tpos:1-150	noTP	0.905268	0.003616	0.091115	
antigen_118|Q3KKY9|ATP-dependent|WP_009873309.1|tpos:1-419	noTP	0.999578	0.000356	0.000066	
antigen_114|A0A6H2W5F9|60|WP_009873936.1|tpos:1-533	noTP	0.964835	0.001859	0.033307	
antigen_115|O84678|Uncharacterized|WP_009873283.1|tpos:1-283	noTP	0.999991	0.000003	0.000006	
antigen_10|O84343|ComEC/Rec2-related|WP_009873738.1|tpos:1-509	noTP	0.586861	0.025730	0.387409	
antigen_11|O84383|GTPase|WP_009873770.1|tpos:1-447	noTP	0.999961	0.000016	0.000023	
antigen_29|O84647|Predicted|WP_009873258.1|tpos:1-559	noTP	0.999578	0.000045	0.000377	
antigen_93|A0A6H2W3T1|Inclusion|WP_012263627.1|tpos:1-115	noTP	0.999921	0.000002	0.000077	
antigen_95|A0A0H2X273|Negative|WP_009873700.1|tpos:1-854	noTP	0.999201	0.000018	0.000781	
antigen_38|O84858|Integral|WP_009873457.1|tpos:1-405	noTP	0.999535	0.000223	0.000242	
antigen_39|O84866|Protein|WP_009873463.1|tpos:1-601	SP	0.004846	0.994933	0.000221	CS pos: 23-24. VRG-ES. Pr: 0.8361
antigen_20|O84591|Enolase|WP_009873920.1|tpos:1-424	noTP	0.999527	0.000399	0.000075	
antigen_23|O84608|Thioredoxin|WP_009873935.1|tpos:1-195	noTP	0.999397	0.000424	0.000179	
antigen_51|P26623|Peptidyl-prolyl|WP_012263664.1|tpos:1-243	SP	0.000806	0.999075	0.000119	CS pos: 20-21. VGC-DN. Pr: 0.8793
antigen_52|P38006|Outer|WP_009873316.1|tpos:1-340	SP	0.008296	0.991068	0.000636	CS pos: 26-27. LDA-MP. Pr: 0.5050
antigen_81|Q53YW9|Chaperonin|WP_009873565.1|tpos:1-544	noTP	0.999799	0.000027	0.000174	
antigen_84|O84115|Chaperone|WP_012263598.1|tpos:1-867	noTP	0.999980	0.000012	0.000008	
antigen_6|O84226|Candidate|WP_012263622.1|tpos:1-268	noTP	0.999760	0.000003	0.000237	
antigen_7|O84229|Membrane|WP_009873654.1|tpos:1-164	noTP	0.992531	0.000088	0.007381	
antigen_70|K0G1Q6|Glycogen|WP_009873670.1|tpos:1-49	noTP	0.958731	0.038459	0.002810	
antigen_71|O84463|Probable|WP_009873826.1|tpos:1-238	noTP	0.999952	0.000007	0.000041	
