accession,label,feature,subfeature,value
Q5XDM4,random,FUBAR,mean_alpha,3.984992987183464
Q5XDM4,random,FUBAR,mean_beta,19.89832558621857
Q5XDM4,random,FUBAR,mean_prob_pos,0.1301359626648224
Q5XDM4,random,FUBAR,mean_prob_neg,0.8278624374664053
Q8P003,random,FUBAR,mean_alpha,4.128520780615849
Q8P003,random,FUBAR,mean_beta,9.858760121634841
Q8P003,random,FUBAR,mean_prob_pos,0.2272818706205979
Q8P003,random,FUBAR,mean_prob_neg,0.7201396600370997
Q8P109,random,FUBAR,mean_alpha,1.8645136849415156
Q8P109,random,FUBAR,mean_beta,6.418462248646598
Q8P109,random,FUBAR,mean_prob_pos,0.21458444991706674
Q8P109,random,FUBAR,mean_prob_neg,0.7398956998296518
Q5X9J1,random,FUBAR,mean_alpha,4.009957318692105
Q5X9J1,random,FUBAR,mean_beta,11.044420611232331
Q5X9J1,random,FUBAR,mean_prob_pos,0.23656057602829822
Q5X9J1,random,FUBAR,mean_prob_neg,0.7064920280699605
B5XMF0,random,FUBAR,mean_alpha,3.266984821717684
B5XMF0,random,FUBAR,mean_beta,9.859107133706177
B5XMF0,random,FUBAR,mean_prob_pos,0.34811786295642677
B5XMF0,random,FUBAR,mean_prob_neg,0.60348201294666
Q1JJZ6,random,FUBAR,mean_alpha,1.7748535746177692
Q1JJZ6,random,FUBAR,mean_beta,3.3226857943439505
Q1JJZ6,random,FUBAR,mean_prob_pos,0.2834966907907156
Q1JJZ6,random,FUBAR,mean_prob_neg,0.662196842646678
Q5XAZ0,random,FUBAR,mean_alpha,3.783113080852031
Q5XAZ0,random,FUBAR,mean_beta,5.057807201174695
Q5XAZ0,random,FUBAR,mean_prob_pos,0.45186858437675015
Q5XAZ0,random,FUBAR,mean_prob_neg,0.49752020054442775
P60420,random,FUBAR,mean_alpha,4.210998194342583
P60420,random,FUBAR,mean_beta,7.297755115915559
P60420,random,FUBAR,mean_prob_pos,0.42443932358623626
P60420,random,FUBAR,mean_prob_neg,0.5257728036374246
B5XHV2,random,FUBAR,mean_alpha,3.7738211871274947
B5XHV2,random,FUBAR,mean_beta,12.17688733592563
B5XHV2,random,FUBAR,mean_prob_pos,0.2295777380671465
B5XHV2,random,FUBAR,mean_prob_neg,0.7225966752569278
Q99Y58,random,FUBAR,mean_alpha,2.5464497603311416
Q99Y58,random,FUBAR,mean_beta,9.71069257146167
Q99Y58,random,FUBAR,mean_prob_pos,0.31102294278175807
Q99Y58,random,FUBAR,mean_prob_neg,0.6410013310488467
B5XK66,random,FUBAR,mean_alpha,4.500614707354673
B5XK66,random,FUBAR,mean_beta,11.492372411582926
B5XK66,random,FUBAR,mean_prob_pos,0.28743806123714283
B5XK66,random,FUBAR,mean_prob_neg,0.6472253900894874
Q1J6G8,random,FUBAR,mean_alpha,4.381318073278484
Q1J6G8,random,FUBAR,mean_beta,6.523563342995083
Q1J6G8,random,FUBAR,mean_prob_pos,0.4396524396226727
Q1J6G8,random,FUBAR,mean_prob_neg,0.5103184953884641
Q1JIB1,random,FUBAR,mean_alpha,2.387104748819745
Q1JIB1,random,FUBAR,mean_beta,3.71515087379956
Q1JIB1,random,FUBAR,mean_prob_pos,0.44894723104910755
Q1JIB1,random,FUBAR,mean_prob_neg,0.49849277695409683
Q1J6M7,random,FUBAR,mean_alpha,3.644448635529232
Q1J6M7,random,FUBAR,mean_beta,12.391590335075364
Q1J6M7,random,FUBAR,mean_prob_pos,0.1946775856130172
Q1J6M7,random,FUBAR,mean_prob_neg,0.7587529111365111
Q1J708,random,FUBAR,mean_alpha,3.065617146994626
Q1J708,random,FUBAR,mean_beta,6.451260555844163
Q1J708,random,FUBAR,mean_prob_pos,0.2599235194927991
Q1J708,random,FUBAR,mean_prob_neg,0.6862023384133957
P0DC23,random,FUBAR,mean_alpha,1.844166238671855
P0DC23,random,FUBAR,mean_beta,8.9607173341149
P0DC23,random,FUBAR,mean_prob_pos,0.2014651555187083
P0DC23,random,FUBAR,mean_prob_neg,0.7554773758988748
A2RFZ5,random,FUBAR,mean_alpha,2.9789996005783377
A2RFZ5,random,FUBAR,mean_beta,4.7264306048615365
A2RFZ5,random,FUBAR,mean_prob_pos,0.4405218731726407
A2RFZ5,random,FUBAR,mean_prob_neg,0.5083036974090276
Q99Y13,random,FUBAR,mean_alpha,1.7748535746177692
Q99Y13,random,FUBAR,mean_beta,3.3226857943439505
Q99Y13,random,FUBAR,mean_prob_pos,0.2834966907907156
