accession,label,feature,subfeature,value
Q9A206,random,dssp,percent_helix,0.4166666666666667
Q9A206,random,dssp,percent_sheet,0.2222222222222222
Q9A206,random,dssp,percent_loop,0.31565656565656564
A2RG72,random,dssp,percent_helix,0.43775100401606426
A2RG72,random,dssp,percent_sheet,0.20642570281124498
A2RG72,random,dssp,percent_loop,0.3413654618473896
P0DC28,random,dssp,percent_helix,0.4411764705882353
P0DC28,random,dssp,percent_sheet,0.125
P0DC28,random,dssp,percent_loop,0.36764705882352944
P0C0H6,random,dssp,percent_helix,0.3340080971659919
P0C0H6,random,dssp,percent_sheet,0.20445344129554655
P0C0H6,random,dssp,percent_loop,0.4271255060728745
Q1J6G8,random,dssp,percent_helix,0.771513353115727
Q1J6G8,random,dssp,percent_sheet,0.0
Q1J6G8,random,dssp,percent_loop,0.17507418397626112
P67255,random,dssp,percent_helix,0.771513353115727
P67255,random,dssp,percent_sheet,0.0
P67255,random,dssp,percent_loop,0.17507418397626112
P0CZ88,random,dssp,percent_helix,0.44483985765124556
P0CZ88,random,dssp,percent_sheet,0.15658362989323843
P0CZ88,random,dssp,percent_loop,0.33807829181494664
Q8NZY8,random,dssp,percent_helix,0.5157699443413729
Q8NZY8,random,dssp,percent_sheet,0.08534322820037106
Q8NZY8,random,dssp,percent_loop,0.3692022263450835
Q5XCK7,random,dssp,percent_helix,0.43559718969555034
Q5XCK7,random,dssp,percent_sheet,0.20608899297423888
Q5XCK7,random,dssp,percent_loop,0.32084309133489464
P67372,random,dssp,percent_helix,0.40316901408450706
P67372,random,dssp,percent_sheet,0.2640845070422535
P67372,random,dssp,percent_loop,0.301056338028169
P0C0I6,random,dssp,percent_helix,0.20657276995305165
P0C0I6,random,dssp,percent_sheet,0.3474178403755869
P0C0I6,random,dssp,percent_loop,0.36619718309859156
Q48VD6,random,dssp,percent_helix,0.3682008368200837
Q48VD6,random,dssp,percent_sheet,0.1506276150627615
Q48VD6,random,dssp,percent_loop,0.4435146443514644
P65522,random,dssp,percent_helix,0.3682008368200837
P65522,random,dssp,percent_sheet,0.1506276150627615
P65522,random,dssp,percent_loop,0.4435146443514644
Q5XDM4,random,dssp,percent_helix,0.43775100401606426
Q5XDM4,random,dssp,percent_sheet,0.20642570281124498
Q5XDM4,random,dssp,percent_loop,0.3413654618473896
Q48SZ3,random,dssp,percent_helix,0.32619279454722494
Q48SZ3,random,dssp,percent_sheet,0.2395326192794547
Q48SZ3,random,dssp,percent_loop,0.41674780915287246
P0DC65,random,dssp,percent_helix,0.5157699443413729
P0DC65,random,dssp,percent_sheet,0.08534322820037106
P0DC65,random,dssp,percent_loop,0.3692022263450835
