Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen20|Q2FWW7|CP002114.3|mhci|seq1,0.384,0,0,0.384,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq2,0.394,0,0,0.394,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq3,0.398,0,0,0.398,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq4,0.399,0,0,0.399,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq5,0.34,0,0,0.34,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq6,0.353,0,0,0.353,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq7,0.312,0,0,0.312,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq9,0.37,0,0,0.37,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq10,0.378,0,0,0.378,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq11,0.409,0,0,0.409,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq12,0.433,0,0,0.433,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq13,0.304,0,0,0.304,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq14,0.312,0,0,0.312,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq15,0.322,0,0,0.322,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq16,0.328,0,0,0.328,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq17,0.339,0,0,0.339,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq18,0.337,0,0,0.337,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq19,0.349,0,0,0.349,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq20,0.342,0,0,0.342,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq21,0.448,0,0,0.448,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq22,0.426,0,0,0.426,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq23,0.374,0,0,0.374,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq24,0.367,0,0,0.367,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq25,0.349,0,0,0.349,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq26,0.308,0,0,0.308,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq27,0.32,0,0,0.32,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq28,0.319,0,0,0.319,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq29,0.355,0,0,0.355,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq30,0.328,0,0,0.328,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq31,0.345,0,0,0.345,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq32,0.33,0,0,0.33,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq33,0.377,0,0,0.377,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq34,0.303,0,0,0.303,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq36,0.339,0,0,0.339,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq40,0.365,0,0,0.365,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq41,0.316,0,0,0.316,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq45,0.358,0,0,0.358,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq46,0.37,0,0,0.37,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq47,0.356,0,0,0.356,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq48,0.369,0,0,0.369,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq50,0.334,0,0,0.334,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq51,0.33,0,0,0.33,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq52,0.328,0,0,0.328,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq57,0.337,0,0,0.337,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq61,0.334,0,0,0.334,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq62,0.333,0,0,0.333,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq63,0.334,0,0,0.334,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq65,0.33,0,0,0.33,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq66,0.327,0,0,0.327,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq67,0.333,0,0,0.333,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq68,0.332,0,0,0.332,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq69,0.398,0,0,0.398,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq70,0.412,0,0,0.412,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq71,0.46,0,0,0.46,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq72,0.38,0,0,0.38,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq73,0.388,0,0,0.388,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq74,0.375,0,0,0.375,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq75,0.324,0,0,0.324,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq76,0.333,0,0,0.333,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq77,0.347,0,0,0.347,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq78,0.341,0,0,0.341,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq79,0.34,0,0,0.34,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq80,0.366,0,0,0.366,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq81,0.32,0,0,0.32,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq83,0.353,0,0,0.353,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq84,0.367,0,0,0.367,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq85,0.31,0,0,0.31,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq87,0.322,0,0,0.322,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq88,0.335,0,0,0.335,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq89,0.385,0,0,0.385,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq90,0.385,0,0,0.385,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq91,0.367,0,0,0.367,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq92,0.341,0,0,0.341,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq93,0.367,0,0,0.367,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq94,0.391,0,0,0.391,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq95,0.35,0,0,0.35,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq96,0.363,0,0,0.363,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq97,0.374,0,0,0.374,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq98,0.342,0,0,0.342,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq99,0.355,0,0,0.355,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq100,0.335,0,0,0.335,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq101,0.383,0,0,0.383,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq102,0.379,0,0,0.379,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq103,0.411,0,0,0.411,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq104,0.407,0,0,0.407,Allergen
antigen20|Q2FWW7|CP002114.3|mhci|seq107,0.319,0,0,0.319,Allergen
