Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen93|E2FYX5|BX571856.1|mhcii|seq1,0.354,0,0,0.354,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq2,0.326,0,0,0.326,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq3,0.311,0,0,0.311,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq16,0.372,0,0,0.372,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq17,0.381,0,0,0.381,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq18,0.373,0,0,0.373,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq19,0.374,0,0,0.374,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq20,0.374,0,0,0.374,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq21,0.35,0,0,0.35,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq22,0.355,0,0,0.355,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq23,0.345,0,0,0.345,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq24,0.354,0,0,0.354,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq25,0.352,0,0,0.352,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq26,0.356,0,0,0.356,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq27,0.347,0,0,0.347,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq28,0.331,0,0,0.331,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq29,0.319,0,0,0.319,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq30,0.356,0,0,0.356,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq31,0.373,0,0,0.373,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq32,0.344,0,0,0.344,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq33,0.348,0,0,0.348,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq34,0.333,0,0,0.333,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq35,0.315,0,0,0.315,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq36,0.31,0,0,0.31,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq37,0.319,0,0,0.319,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq38,0.31,0,0,0.31,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq41,0.314,0,0,0.314,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq44,0.305,0,0,0.305,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq45,0.308,0,0,0.308,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq48,0.313,0,0,0.313,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq50,0.306,0,0,0.306,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq66,0.306,0,0,0.306,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq68,0.319,0,0,0.319,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq69,0.34,0,0,0.34,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq70,0.374,0,0,0.374,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq71,0.365,0,0,0.365,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq72,0.369,0,0,0.369,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq73,0.368,0,0,0.368,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq74,0.369,0,0,0.369,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq75,0.34,0,0,0.34,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq76,0.329,0,0,0.329,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq77,0.337,0,0,0.337,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq78,0.345,0,0,0.345,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq79,0.331,0,0,0.331,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq80,0.323,0,0,0.323,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq81,0.338,0,0,0.338,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq82,0.346,0,0,0.346,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq83,0.338,0,0,0.338,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq84,0.344,0,0,0.344,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq85,0.333,0,0,0.333,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq86,0.356,0,0,0.356,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq87,0.333,0,0,0.333,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq88,0.339,0,0,0.339,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq89,0.478,0,0,0.478,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq90,0.512,0,0,0.512,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq91,0.441,0,0,0.441,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq92,0.475,0,0,0.475,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq93,0.449,0,0,0.449,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq94,0.409,0,0,0.409,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq95,0.411,0,0,0.411,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq96,0.368,0,0,0.368,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq97,0.363,0,0,0.363,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq98,0.381,0,0,0.381,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq99,0.375,0,0,0.375,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq100,0.354,0,0,0.354,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq101,0.337,0,0,0.337,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq102,0.322,0,0,0.322,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq103,0.328,0,0,0.328,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq104,0.322,0,0,0.322,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq105,0.303,0,0,0.303,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq116,0.322,0,0,0.322,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq117,0.319,0,0,0.319,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq118,0.324,0,0,0.324,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq120,0.306,0,0,0.306,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq121,0.312,0,0,0.312,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq122,0.309,0,0,0.309,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq123,0.303,0,0,0.303,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq124,0.317,0,0,0.317,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq134,0.324,0,0,0.324,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq135,0.324,0,0,0.324,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq136,0.351,0,0,0.351,Allergen
antigen93|E2FYX5|BX571856.1|mhcii|seq137,0.339,0,0,0.339,Allergen
