Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq1,0.355,0,0,0.355,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq2,0.419,0,0,0.419,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq3,0.388,0,0,0.388,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq5,0.302,0,0,0.302,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq6,0.318,0,0,0.318,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq7,0.307,0,0,0.307,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq8,0.309,0,0,0.309,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq10,0.309,0,0,0.309,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq11,0.307,0,0,0.307,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq12,0.303,0,0,0.303,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq16,0.304,0,0,0.304,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq17,0.324,0,0,0.324,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq31,0.357,0,0,0.357,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq32,0.386,0,0,0.386,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq33,0.34,0,0,0.34,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq34,0.324,0,0,0.324,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq35,0.386,0,0,0.386,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq36,0.371,0,0,0.371,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq39,0.311,0,0,0.311,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq40,0.315,0,0,0.315,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq41,0.321,0,0,0.321,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq42,0.311,0,0,0.311,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq43,0.302,0,0,0.302,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq46,0.327,0,0,0.327,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq47,0.324,0,0,0.324,Allergen
antigen87|A0A0H3K7M3|CP002114.3|mhcii|seq48,0.345,0,0,0.345,Allergen
