Subject,ML Score,MERCI Score,BLAST Score,Hybrid Score,Prediction
antigen64|Q2G2W1|BX571857.1|mhci|seq1,0.391,0.0,0,0.391,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq2,0.332,0.0,0,0.332,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq3,0.356,0.0,0,0.356,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq4,0.366,0.0,0,0.366,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq5,0.316,0.0,0,0.316,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq6,0.331,0.0,0,0.331,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq7,0.35,0.0,0,0.35,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq8,0.366,0.0,0,0.366,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq13,0.301,0.0,0,0.301,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq14,0.311,0.0,0,0.311,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq15,0.35,0.0,0,0.35,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq16,0.409,0.0,0,0.409,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq17,0.364,0.0,0,0.364,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq18,0.352,0.0,0,0.352,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq19,0.357,0.0,0,0.357,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq20,0.364,0.0,0,0.364,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq21,0.403,0.0,0,0.403,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq22,0.384,0.0,0,0.384,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq23,0.379,0.0,0,0.379,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq24,0.35,0.0,0,0.35,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq26,0.307,0.0,0,0.307,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq27,0.321,0.0,0,0.321,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq28,0.33,0.0,0,0.33,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq31,0.313,0.0,0,0.313,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq33,0.348,0.0,0,0.348,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq34,0.322,0.0,0,0.322,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq35,0.322,0.0,0,0.322,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq36,0.33,0.0,0,0.33,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq41,0.301,0.0,0,0.301,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq42,0.303,0.0,0,0.303,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq43,0.301,0.0,0,0.301,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq44,0.314,0.0,0,0.314,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq45,0.323,0.0,0,0.323,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq46,0.327,0.0,0,0.327,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq47,0.333,0.0,0,0.333,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq48,0.319,0.0,0,0.319,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq51,0.309,0.0,0,0.309,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq53,0.31,0.0,0,0.31,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq56,0.308,0.0,0,0.308,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq57,0.306,0.0,0,0.306,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq58,0.307,0.0,0,0.307,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq59,0.322,0.0,0,0.322,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq60,0.387,0.0,0,0.387,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq65,0.385,0.0,0,0.385,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq66,0.359,0.0,0,0.359,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq67,0.367,0.0,0,0.367,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq68,0.378,0.0,0,0.378,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq70,0.304,0.0,0,0.304,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq73,0.301,0.0,0,0.301,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq74,0.358,0.0,0,0.358,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq75,0.377,0.0,0,0.377,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq76,0.395,0.0,0,0.395,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq80,0.304,0.0,0,0.304,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq81,0.345,0.0,0,0.345,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq84,0.304,0.0,0,0.304,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq85,0.347,0.0,0,0.347,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq86,0.385,0.0,0,0.385,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq87,0.322,0.0,0,0.322,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq88,0.316,0.0,0,0.316,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq89,0.367,0.0,0,0.367,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq90,0.37,0.0,0,0.37,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq91,0.385,0.0,0,0.385,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq92,0.372,0.0,0,0.372,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq95,0.353,0.0,0,0.353,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq96,0.354,0.0,0,0.354,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq97,0.352,0.0,0,0.352,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq98,0.37,0.0,0,0.37,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq99,0.381,0.0,0,0.381,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq100,0.366,0.0,0,0.366,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq101,0.408,0.0,0,0.408,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq102,0.389,0.0,0,0.389,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq103,0.409,0.0,0,0.409,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq104,0.445,0.0,0,0.445,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq109,0.334,0.0,0,0.334,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq110,0.324,0.0,0,0.324,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq113,0.36,0.5,0,0.86,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq114,0.281,0.5,0,0.781,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq115,0.281,0.5,0,0.781,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq116,0.242,0.5,0,0.742,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq117,0.31,0.0,0,0.31,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq118,0.318,0.0,0,0.318,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq119,0.302,0.0,0,0.302,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq125,0.363,0.0,0,0.363,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq126,0.333,0.0,0,0.333,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq127,0.341,0.0,0,0.341,Allergen
antigen64|Q2G2W1|BX571857.1|mhci|seq128,0.343,0.0,0,0.343,Allergen
